#
# nrow 10878
# ncol 3
marker,chromosome,bp
JAX00348950,13,4.690437
JAX00348951,13,4.692618
JAX00041266,13,4.70188
JAX00348954,13,4.708878
JAX00041267,13,4.709679
JAX00348960,13,4.71431
UNC130415489,13,4.725039
JAX00041268,13,4.737259
JAX00348962,13,4.748059
UNC22038441,13,4.751779
JAX00348963,13,4.753594
JAX00348967,13,4.77231
JAX00041271,13,4.776511
JAX00348978,13,4.855991
JAX00348979,13,4.856256
JAX00041279,13,4.856676
JAX00348981,13,4.896628
JAX00348982,13,4.899855
JAX00348984,13,4.919895
JAX00041283,13,4.940388
JAX00041284,13,4.945083
JAX00041285,13,4.946723
JAX00348987,13,4.969263
JAX00041286,13,4.976102
JAX00348988,13,4.993021
JAX00348990,13,4.993425
UNC22041230,13,5.000233
JAX00041289,13,5.017804
JAX00348995,13,5.049951
JAX00349005,13,5.060669
UNC22042094,13,5.070368
CEAJAX00041295,13,5.100537
JAX00041297,13,5.105532
JAX00349013,13,5.120811
JAX00041301,13,5.165422
JAX00041303,13,5.187342
JAX00349019,13,5.187906
JAX00041305,13,5.23037
JAX00041306,13,5.233278
JAX00349021,13,5.242563
JAX00041307,13,5.258942
JAX00041311,13,5.287526
JAX00349029,13,5.290392
JAX00201882,13,5.297286
JAX00041312,13,5.300104
UNC22044642,13,5.307508
JAX00349035,13,5.316084
JAX00349037,13,5.330639
JAX00041314,13,5.337523
JAX00349040,13,5.35086
JAX00349041,13,5.354887
JAX00041316,13,5.387909
UNC22045693,13,5.391331
UNC130005651,13,5.395024
JAX00041317,13,5.398235
JAX00041318,13,5.399212
JAX00349044,13,5.404534
JAX00041319,13,5.4182
JAX00349048,13,5.447578
JAX00041322,13,5.449298
JAX00349050,13,5.452324
JAX00349055,13,5.492379
JAX00041325,13,5.496186
JAX00041326,13,5.498505
JAX00349060,13,5.531678
JAX00349061,13,5.540072
JAX00041330,13,5.541669
JAX00349064,13,5.556076
UNC22047665,13,5.5772
JAX00041333,13,5.584894
JAX00349069,13,5.585612
JAX00201890,13,5.598921
JAX00349072,13,5.615387
JAX00349073,13,5.615666
JAX00349074,13,5.616551
JAX00041335,13,5.621427
JAX00041337,13,5.660159
UNC22048757,13,5.665276
JAX00349079,13,5.675848
JAX00349082,13,5.68103
JAX00349083,13,5.681263
JAX00349089,13,5.73753
JAX00349092,13,5.740126
UNC22049635,13,5.740752
JAX00349094,13,5.743134
JAX00349095,13,5.743784
JAX00349096,13,5.744187
JAX00349098,13,5.770544
JAX00041347,13,5.789809
JAX00349101,13,5.799808
JAX00349102,13,5.799853
JAX00349104,13,5.808184
JAX00349105,13,5.808367
JAX00349114,13,5.820349
JAX00349115,13,5.822046
JAX00349117,13,5.824291
JAX00201897,13,5.824441
JAX00349121,13,5.830977
UNC22051049,13,5.855226
JAX00041354,13,5.865973
JAX00349130,13,5.878416
JAX00349136,13,5.892583
JAX00349137,13,5.892832
JAX00041355,13,5.899856
JAX00349140,13,5.939262
UNC22052019,13,5.944369
JAX00349142,13,5.9567
JAX00349151,13,5.964755
JAX00349153,13,5.970897
JAX00349154,13,5.971555
JAX00349155,13,5.976915
JAX00349157,13,5.977068
JAX00349158,13,5.98352
JAX00349162,13,5.990239
JAX00201903,13,6.011891
UNC22053004,13,6.014408
JAX00349163,13,6.02479
JAX00349169,13,6.055189
JAX00349170,13,6.055248
JAX00349177,13,6.07849
JAX00349178,13,6.086466
JAX00349180,13,6.087704
JAX00041370,13,6.095514
JAX00349183,13,6.101163
JAX00349194,13,6.150555
JAX00349195,13,6.152619
JAX00349199,13,6.175325
JAX00349201,13,6.17843
JAX00041377,13,6.181818
JAX00201905,13,6.197424
JAX00349206,13,6.200746
JAX00349207,13,6.200762
JAX00349208,13,6.202136
JAX00041379,13,6.202201
UNC22055634,13,6.20363
JAX00349212,13,6.238742
JAX00349216,13,6.240367
UNC22056198,13,6.247273
JAX00349218,13,6.260828
JAX00349223,13,6.269105
B6_rs13481676,13,6.303301
JAX00349224,13,6.303346
JAX00349227,13,6.306112
JAX00349229,13,6.320511
JAX00349230,13,6.322125
JAX00041389,13,6.33943
JAX00041390,13,6.339459
JAX00349233,13,6.341409
JAX00349239,13,6.374417
JAX00349240,13,6.375611
UNC22057850,13,6.376216
JAX00349244,13,6.415722
JAX00041394,13,6.419254
JAX00201911,13,6.428566
JAX00349246,13,6.42916
JAX00349250,13,6.433361
JAX00349252,13,6.447514
JAX00041397,13,6.456308
JAX00349260,13,6.464829
UNC22058943,13,6.466076
JAX00041399,13,6.469205
JAX00349263,13,6.469706
JAX00349266,13,6.50468
JAX00349267,13,6.505699
UNC22059899,13,6.53718
JAX00041404,13,6.551867
JAX00349278,13,6.557355
JAX00349285,13,6.566154
JAX00349286,13,6.566868
backupUNC130417705,13,6.570766
JAX00349287,13,6.578692
JAX00349289,13,6.580716
JAX00349290,13,6.588532
JAX00349293,13,6.597754
JAX00349298,13,6.600046
UNC22061120,13,6.612213
JAX00041409,13,6.614083
JAX00349311,13,6.638163
JAX00349315,13,6.640112
JAX00349317,13,6.644112
JAX00041413,13,6.659477
JAX00041416,13,6.681401
JAX00349328,13,6.720138
UNC22062604,13,6.73683
JAX00041418,13,6.738615
JAX00041419,13,6.74072
JAX00349331,13,6.748058
JAX00349336,13,6.759101
JAX00349340,13,6.768336
JAX00349343,13,6.771265
JAX00349344,13,6.771856
JAX00349345,13,6.776892
JAX00349348,13,6.802634
JAX00349349,13,6.809132
UNC22063659,13,6.817027
JAX00041424,13,6.836738
JAX00349365,13,6.852372
JAX00349367,13,6.884608
JAX00349372,13,6.891951
JAX00349374,13,6.892506
UNC22064724,13,6.898983
JAX00349379,13,6.920914
JAX00349381,13,6.924339
JAX00349382,13,6.950413
JAX00041434,13,6.952031
JAX00349384,13,6.953771
JAX00349386,13,6.955588
JAX00349388,13,6.963915
JAX00349389,13,6.963977
JAX00201922,13,6.978419
JAX00201923,13,6.978601
JAX00041436,13,6.982444
JAX00041437,13,6.982513
JAX00349390,13,6.982863
UNC22066312,13,7.007082
JAX00041439,13,7.022831
JAX00349393,13,7.023019
JAX00349394,13,7.023281
JAX00349395,13,7.023416
JAX00041444,13,7.061662
UNC22066911,13,7.062568
JAX00041445,13,7.087791
JAX00041446,13,7.087999
JAX00349399,13,7.096394
JAX00041447,13,7.099886
JAX00349402,13,7.100511
JAX00201927,13,7.149863
JAX00349409,13,7.158205
JAX00349410,13,7.158328
JAX00041452,13,7.183838
JAX00041453,13,7.183989
UNC22068688,13,7.191755
JAX00349416,13,7.231946
JAX00349417,13,7.236088
JAX00349418,13,7.236128
JAX00349422,13,7.270154
JAX00349423,13,7.270821
UNC22070069,13,7.28083
JAX00349427,13,7.303307
JAX00349433,13,7.314138
JAX00349438,13,7.32167
JAX00349442,13,7.353935
JAX00349446,13,7.374245
UNC22071058,13,7.374301
JAX00349448,13,7.37442
JAX00349451,13,7.383555
UNC130645771,13,7.389843
JAX00349454,13,7.414836
JAX00349455,13,7.4232
UNC22072200,13,7.458638
JAX00201933,13,7.489642
JAX00349461,13,7.521608
JAX00349463,13,7.524202
JAX00349467,13,7.534341
JAX00349472,13,7.542802
JAX00349473,13,7.544925
UNC22073765,13,7.552293
UNC130423804,13,7.570916
JAX00349476,13,7.573049
JAX00349478,13,7.573333
JAX00349480,13,7.584143
JAX00349484,13,7.590116
UNC22075198,13,7.63911
JAX00349495,13,7.653477
JAX00349496,13,7.654978
JAX00041485,13,7.659769
JAX00349498,13,7.663251
JAX00349505,13,7.724259
JAX00349509,13,7.724955
JAX00349510,13,7.725328
JAX00349512,13,7.73129
UNC22076691,13,7.731453
JAX00349514,13,7.733178
JAX00349519,13,7.769976
JAX00349520,13,7.770055
JAX00041494,13,7.774613
JAX00041495,13,7.774699
JAX00349523,13,7.803635
UNC22077608,13,7.818243
JAX00349536,13,7.878503
JAX00349537,13,7.905657
JAX00041504,13,7.906151
UNC22078473,13,7.911846
JAX00041505,13,7.933843
JAX00201942,13,7.944157
JAX00349545,13,7.978675
JAX00349549,13,7.993899
JAX00349550,13,7.994552
backupJAX00041510,13,7.998546
JAX00349552,13,7.999557
JAX00349553,13,8.016925
JAX00041511,13,8.02743
JAX00349555,13,8.032311
JAX00201945,13,8.045876
JAX00349557,13,8.075074
JAX00349559,13,8.077319
JAX00349560,13,8.086714
JAX00349561,13,8.08693
JAX00041517,13,8.088876
JAX00349562,13,8.090755
JAX00349563,13,8.121554
JAX00349566,13,8.129298
JAX00041520,13,8.13065
JAX00349567,13,8.131094
JAX00349568,13,8.139333
JAX00041521,13,8.13975
JAX00349571,13,8.151689
JAX00349572,13,8.152029
JAX00349575,13,8.194213
JAX00349578,13,8.210532
JAX00349580,13,8.211445
JAX00349583,13,8.212984
JAX00349588,13,8.222826
JAX00349590,13,8.225287
UNC22082270,13,8.240296
JAX00041530,13,8.259405
JAX00041531,13,8.260106
JAX00349602,13,8.265754
JAX00349609,13,8.302813
JAX00041534,13,8.305229
JAX00349612,13,8.311232
JAX00349619,13,8.3402
JAX00349620,13,8.34804
JAX00349624,13,8.353684
JAX00041538,13,8.378022
JAX00041540,13,8.379242
UNC22084282,13,8.386452
JAX00201956,13,8.395149
JAX00041543,13,8.425957
UNC22085217,13,8.4483
JAX00349639,13,8.48709
JAX00041548,13,8.498191
JAX00349642,13,8.501727
JAX00041550,13,8.538995
JAX00041551,13,8.539443
UNC22086689,13,8.540904
JAX00041553,13,8.568279
JAX00201957,13,8.584493
JAX00349653,13,8.600736
JAX00349654,13,8.604594
JAX00349656,13,8.606286
JAX00349658,13,8.607796
JAX00349662,13,8.617777
UNC22087901,13,8.62255
JAX00349664,13,8.632999
JAX00041560,13,8.661884
JAX00349670,13,8.678633
JAX00349671,13,8.67917
UNC22088733,13,8.682171
JAX00349676,13,8.699283
JAX00349680,13,8.711893
JAX00041566,13,8.735484
JAX00041567,13,8.735582
backupUNC130434346,13,8.748221
JAX00349683,13,8.757363
JAX00349686,13,8.757678
JAX00349687,13,8.758321
JAX00349696,13,8.785234
JAX00041571,13,8.821323
JAX00349700,13,8.826878
JAX00349702,13,8.834113
JAX00349703,13,8.846421
JAX00349704,13,8.846526
JAX00349706,13,8.85726
JAX00041576,13,8.858263
UNC22091359,13,8.889259
JAX00041577,13,8.903871
JAX00041578,13,8.907544
JAX00349720,13,8.929382
JAX00349721,13,8.931644
JAX00349722,13,8.940239
JAX00349729,13,8.972603
UNC22092286,13,8.992284
JAX00349731,13,8.995361
JAX00041586,13,9.004368
JAX00349736,13,9.06422
JAX00349737,13,9.064578
JAX00349739,13,9.074373
JAX00041592,13,9.097182
JAX00349748,13,9.127118
JAX00349749,13,9.140446
JAX00349750,13,9.141481
JAX00041597,13,9.142462
JAX00349756,13,9.167844
JAX00349757,13,9.167914
JAX00349762,13,9.199105
UNC22094836,13,9.20029
JAX00041603,13,9.238897
JAX00349763,13,9.239897
JAX00349764,13,9.2407
JAX00349766,13,9.252397
JAX00349767,13,9.252611
JAX00349768,13,9.258691
UNC130006328,13,9.262363
JAX00349771,13,9.264384
UNC22095970,13,9.276902
JAX00201967,13,9.281646
JAX00349774,13,9.285852
JAX00349775,13,9.286089
JAX00349777,13,9.286334
JAX00349781,13,9.306313
JAX00041611,13,9.329806
JAX00349785,13,9.34233
JAX00349786,13,9.342361
backupUNC130006609,13,9.343895
JAX00349787,13,9.377239
JAX00349788,13,9.3783
JAX00349790,13,9.41319
JAX00349792,13,9.416984
JAX00041616,13,9.419404
JAX00349794,13,9.426563
JAX00349796,13,9.430859
UNC22097736,13,9.448014
JAX00041620,13,9.44866
JAX00349808,13,9.471964
JAX00349811,13,9.495346
JAX00041624,13,9.500653
UNC22098823,13,9.534846
JAX00041625,13,9.538738
JAX00201971,13,9.539526
JAX00349819,13,9.56652
JAX00041633,13,9.620411
JAX00349828,13,9.620896
JAX00349829,13,9.621382
JAX00349831,13,9.622867
UNC22100188,13,9.635366
JAX00041636,13,9.647556
JAX00349842,13,9.666694
JAX00349844,13,9.667612
JAX00349845,13,9.669268
JAX00349846,13,9.670655
JAX00349847,13,9.69091
UNC22100826,13,9.693344
JAX00041638,13,9.699383
JAX00349849,13,9.700346
JAX00349855,13,9.718495
JAX00041640,13,9.728127
JAX00041643,13,9.776272
JAX00041645,13,9.776991
JAX00349867,13,9.777642
JAX00349869,13,9.782051
UNC22102410,13,9.82326
JAX00349880,13,9.846123
JAX00349881,13,9.846424
JAX00349882,13,9.846819
JAX00349883,13,9.847158
JAX00349886,13,9.847916
JAX00349888,13,9.878862
UNC130007643,13,9.882606
JAX00041654,13,9.909649
JAX00349893,13,9.932585
JAX00041655,13,9.93814
JAX00041656,13,9.951889
JAX00041657,13,9.951956
JAX00349901,13,9.973672
UNC22104827,13,9.984578
JAX00349905,13,10.009291
JAX00041661,13,10.010339
JAX00041662,13,10.012074
JAX00349910,13,10.045107
JAX00349911,13,10.045405
JAX00349915,13,10.04795
UNC130443004,13,10.051009
JAX00349918,13,10.052141
JAX00041666,13,10.065799
JAX00349921,13,10.066889
UNC22106060,13,10.078721
JAX00349924,13,10.081203
JAX00349928,13,10.090371
JAX00349929,13,10.090944
JAX00041668,13,10.098692
JAX00349933,13,10.099191
JAX00349940,13,10.122776
JAX00349942,13,10.130856
JAX00349943,13,10.132567
JAX00041670,13,10.136402
JAX00349944,13,10.13643
JAX00041671,13,10.138256
JAX00201985,13,10.167163
JAX00201986,13,10.167271
UNC22107783,13,10.190244
JAX00349955,13,10.21363
UNC22108473,13,10.23183
JAX00349956,13,10.233791
JAX00349960,13,10.258861
JAX00349962,13,10.259656
JAX00349966,13,10.265434
JAX00349969,13,10.269182
JAX00349971,13,10.271355
JAX00349974,13,10.281289
JAX00349975,13,10.281491
JAX00349978,13,10.350202
JAX00349981,13,10.350888
JAX00349982,13,10.351099
JAX00349983,13,10.351967
JAX00201988,13,10.362024
UNC22110508,13,10.382368
JAX00349984,13,10.393928
JAX00349985,13,10.396857
JAX00201992,13,10.409322
UNC22111265,13,10.438171
JAX00349990,13,10.448921
JAX00349992,13,10.471249
JAX00349993,13,10.471358
JAX00041698,13,10.499433
JAX00041699,13,10.499483
JAX00349999,13,10.514662
JAX00350001,13,10.544321
JAX00350002,13,10.545128
UNC22112860,13,10.547505
JAX00350008,13,10.555351
JAX00350009,13,10.555431
JAX00041703,13,10.563525
UNC130223068,13,10.56804
JAX00041704,13,10.581153
UNC22113668,13,10.593543
JAX00350013,13,10.613657
JAX00041706,13,10.616174
JAX00350018,13,10.628139
UNC22114923,13,10.711294
JAX00350032,13,10.71648
JAX00041717,13,10.740399
JAX00350036,13,10.754717
JAX00350041,13,10.840292
JAX00202003,13,10.870453
JAX00041728,13,10.885726
UNC22116791,13,10.906882
JAX00041731,13,10.929102
JAX00350045,13,10.931009
JAX00350046,13,10.941134
JAX00202006,13,10.941719
JAX00041734,13,10.966895
UNC130449407,13,10.971939
JAX00350051,13,10.980731
JAX00350055,13,10.984647
JAX00350058,13,10.986486
UNC22118523,13,11.01249
UNC22119007,13,11.039954
UNC22119063,13,11.173699
JAX00041739,13,11.177743
JAX00041740,13,11.193794
JAX00202007,13,11.194807
JAX00202009,13,11.195141
JAX00041744,13,11.239558
UNC22120110,13,11.248841
JAX00041746,13,11.2564
JAX00350074,13,11.259253
JAX00350077,13,11.274986
JAX00350078,13,11.276916
JAX00041747,13,11.30987
UNC22120747,13,11.310194
JAX00350081,13,11.310314
JAX00350082,13,11.311144
JAX00350084,13,11.317017
JAX00350088,13,11.328199
JAX00041750,13,11.331832
UNC22121309,13,11.361239
JAX00350090,13,11.368296
JAX00041753,13,11.373467
JAX00041754,13,11.374031
JAX00041755,13,11.374826
JAX00350092,13,11.374915
UNC22121621,13,11.381626
JAX00350093,13,11.393501
JAX00350094,13,11.401034
JAX00350097,13,11.404065
UNC22122038,13,11.417114
JAX00350099,13,11.423212
JAX00350100,13,11.424498
JAX00350102,13,11.430567
JAX00350103,13,11.430807
JAX00041758,13,11.430824
JAX00350104,13,11.444107
UNC22122640,13,11.454987
UNC22123056,13,11.485838
JAX00350115,13,11.497191
JAX00041763,13,11.502395
UNC22123526,13,11.525157
JAX00350118,13,11.526574
JAX00350119,13,11.527101
JAX00350124,13,11.536252
UNC22123698,13,11.539825
JAX00350132,13,11.568206
JAX00350134,13,11.583006
UNC22124482,13,11.583839
JAX00350137,13,11.601321
JAX00350138,13,11.601411
JAX00350140,13,11.606936
JAX00350141,13,11.610528
UNC22124922,13,11.626946
UNC22125493,13,11.659021
JAX00041775,13,11.660636
JAX00350146,13,11.667491
JAX00350147,13,11.668818
JAX00202019,13,11.670684
JAX00350152,13,11.676592
UNC22125971,13,11.676836
UNC130453704,13,11.688275
JAX00041778,13,11.697727
JAX00350159,13,11.699867
JAX00350161,13,11.702059
UNC22126609,13,11.713248
JAX00350165,13,11.729123
UNC22127090,13,11.734602
JAX00041782,13,11.746827
JAX00350167,13,11.758133
JAX00350168,13,11.758191
JAX00350169,13,11.758355
JAX00350171,13,11.759734
JAX00350172,13,11.759824
JAX00350174,13,11.76056
JAX00350176,13,11.760646
JAX00041783,13,11.761428
JAX00041784,13,11.773201
JAX00350184,13,11.79334
JAX00350189,13,11.807904
JAX00350193,13,11.815999
UNC22128711,13,11.821749
JAX00350194,13,11.830837
JAX00350196,13,11.836076
JAX00350197,13,11.83637
UNC22129208,13,11.85676
JAX00350201,13,11.858524
JAX00041790,13,11.861872
JAX00041791,13,11.861893
JAX00350207,13,11.870656
JAX00350210,13,11.878074
JAX00350212,13,11.878683
UNC22129662,13,11.88349
JAX00350218,13,11.909378
JAX00041794,13,11.915315
JAX00350221,13,11.916483
JAX00350228,13,11.92944
JAX00350229,13,11.929862
JAX00041795,13,11.935067
JAX00350230,13,11.935252
JAX00350231,13,11.938714
JAX00350232,13,11.939071
UNC22131310,13,11.969665
UNC22131845,13,11.997626
UNC22132289,13,12.023794
JAX00350250,13,12.046348
JAX00350252,13,12.047211
JAX00350253,13,12.048325
JAX00350254,13,12.048516
UNC22132949,13,12.058551
JAX00350255,13,12.064542
JAX00350259,13,12.070578
UNC22133215,13,12.073003
JAX00350262,13,12.07341
backupUNC130456957,13,12.076116
UNC22133739,13,12.10307
JAX00350276,13,12.115897
JAX00350277,13,12.117194
JAX00350282,13,12.132026
JAX00350283,13,12.132233
JAX00350285,13,12.139804
JAX00350286,13,12.140436
UNC22134453,13,12.149757
JAX00350292,13,12.164899
UNC22134934,13,12.176127
JAX00041815,13,12.176403
JAX00350295,13,12.179863
JAX00350296,13,12.185307
JAX00350301,13,12.207101
JAX00041818,13,12.20968
UNC22135354,13,12.212264
JAX00350312,13,12.235716
JAX00350313,13,12.235753
JAX00350314,13,12.23708
JAX00350317,13,12.269977
UNC22136264,13,12.27271
JAX00041822,13,12.289723
JAX00350323,13,12.290237
JAX00350325,13,12.301365
JAX00350326,13,12.324514
JAX00350329,13,12.336843
UNC22137469,13,12.351217
JAX00202029,13,12.362257
JAX00350337,13,12.406491
JAX00350345,13,12.440034
JAX00350349,13,12.453106
JAX00041835,13,12.453767
JAX00350352,13,12.461526
JAX00350354,13,12.470698
JAX00350355,13,12.472861
JAX00350356,13,12.476261
JAX00350357,13,12.478379
JAX00350358,13,12.478581
JAX00041837,13,12.499053
JAX00041839,13,12.505535
JAX00350360,13,12.508331
JAX00350365,13,12.523785
UNC22140006,13,12.528187
JAX00350380,13,12.565084
JAX00202034,13,12.575001
JAX00350390,13,12.599813
JAX00350391,13,12.599943
JAX00350392,13,12.60021
UNC130013342,13,12.627683
UNC22141689,13,12.629122
JAX00350399,13,12.632369
JAX00350404,13,12.665178
JAX00350405,13,12.665226
JAX00350406,13,12.665281
JAX00350408,13,12.666323
UNC22142592,13,12.67525
JAX00041868,13,13.190062
UNC22143106,13,13.360857
JAX00041881,13,13.536964
JAX00041882,13,13.553601
UNC22143487,13,13.56491
JAX00350456,13,13.584465
JAX00350460,13,13.609098
UNC22144316,13,13.610903
JAX00350467,13,13.627573
JAX00350468,13,13.639442
JAX00041890,13,13.652378
JAX00350473,13,13.732459
JAX00350474,13,13.735946
JAX00350476,13,13.740274
JAX00350478,13,13.743043
UNC22145917,13,13.746859
JAX00350488,13,13.803699
JAX00350489,13,13.803943
UNC22146756,13,13.835926
JAX00041904,13,13.837962
JAX00350508,13,13.887152
JAX00350509,13,13.897051
JAX00350514,13,13.910072
JAX00041910,13,13.91735
JAX00350524,13,13.918715
JAX00041911,13,13.918956
JAX00350526,13,13.919047
JAX00350530,13,13.924116
JAX00202051,13,13.942381
JAX00350534,13,13.971422
JAX00350535,13,13.971752
JAX00350538,13,13.972917
UNC22149194,13,14.024704
JAX00041920,13,14.056499
JAX00350551,13,14.093007
JAX00350552,13,14.093929
UNC22149575,13,14.093985
JAX00041924,13,14.119899
JAX00041925,13,14.12274
JAX00350563,13,14.143102
JAX00041929,13,14.160447
JAX00041932,13,14.210054
UNC22150264,13,14.219433
JAX00350573,13,14.223862
JAX00041935,13,14.247724
JAX00350580,13,14.262958
JAX00041936,13,14.269483
JAX00350582,13,14.284037
JAX00350583,13,14.285655
UNC22150735,13,14.288197
JAX00350584,13,14.292424
JAX00350588,13,14.297737
JAX00041941,13,14.326881
JAX00350592,13,14.32739
JAX00350595,13,14.329144
JAX00350599,13,14.343664
JAX00350601,13,14.35197
JAX00041942,13,14.352001
JAX00041944,13,14.365566
JAX00350603,13,14.371991
UNC22152008,13,14.4073
JAX00041947,13,14.411334
JAX00350614,13,14.413285
JAX00350615,13,14.413376
JAX00350616,13,14.41553
JAX00041948,13,14.421976
JAX00350618,13,14.439709
JAX00350619,13,14.443995
JAX00350622,13,14.448753
JAX00041950,13,14.450939
JAX00350629,13,14.471713
JAX00041951,13,14.472244
JAX00350633,13,14.481224
JAX00350636,13,14.481662
JAX00041953,13,14.48189
JAX00350637,13,14.482069
UNC22153001,13,14.500475
JAX00350640,13,14.524888
UNC130469128,13,14.547702
JAX00350647,13,14.549533
JAX00350654,13,14.573181
JAX00041960,13,14.582247
JAX00350656,13,14.582703
UNC22154128,13,14.591333
JAX00350660,13,14.63536
JAX00350661,13,14.635631
JAX00350662,13,14.64589
JAX00350665,13,14.655267
UNC22155486,13,14.708544
JAX00350672,13,14.728447
JAX00350673,13,14.728596
JAX00350677,13,14.748875
UNC22156119,13,14.753339
JAX00041973,13,14.762531
JAX00041974,13,14.762576
JAX00041975,13,14.798786
JAX00041977,13,14.801576
UNC130269169,13,14.83216
JAX00350687,13,14.879972
JAX00350691,13,14.881797
UNC22157475,13,14.883385
JAX00350696,13,14.926655
JAX00041986,13,14.93739
JAX00041989,13,14.971299
UNC22158728,13,14.989404
JAX00350707,13,15.003181
JAX00350708,13,15.003308
JAX00350710,13,15.004211
backupUNC130017770,13,15.006916
JAX00350713,13,15.023062
JAX00350715,13,15.023703
JAX00041994,13,15.024724
JAX00350717,13,15.024809
JAX00350719,13,15.025362
JAX00350734,13,15.071
JAX00041996,13,15.071256
JAX00350737,13,15.075889
JAX00350739,13,15.085473
JAX00041997,13,15.095122
JAX00350741,13,15.101178
UNC22160603,13,15.11497
JAX00350745,13,15.139004
JAX00350746,13,15.139031
JAX00350749,13,15.139422
JAX00350755,13,15.146883
JAX00350760,13,15.171473
JAX00042003,13,15.171537
JAX00350761,13,15.171585
JAX00042004,13,15.172013
JAX00350763,13,15.179208
JAX00350764,13,15.180172
JAX00350767,13,15.200915
JAX00350774,13,15.228097
JAX00042009,13,15.24798
JAX00350781,13,15.250433
JAX00350782,13,15.251091
JAX00350785,13,15.251243
JAX00042012,13,15.274409
JAX00350794,13,15.276754
JAX00350798,13,15.297272
JAX00350804,13,15.305403
UNC22163382,13,15.337296
JAX00042020,13,15.3909
JAX00042021,13,15.391696
JAX00350809,13,15.392996
JAX00042023,13,15.425057
JAX00350816,13,15.447342
JAX00042024,13,15.44737
JAX00350817,13,15.449146
JAX00042025,13,15.452142
JAX00042026,13,15.463371
JAX00042027,13,15.463535
JAX00042028,13,15.466326
JAX00202077,13,15.467215
JAX00350826,13,15.491966
JAX00350831,13,15.502464
JAX00350832,13,15.502535
JAX00350836,13,15.504609
UNC22165363,13,15.515363
JAX00350842,13,15.522446
JAX00042032,13,15.548017
JAX00350844,13,15.549463
JAX00350845,13,15.54966
JAX00350851,13,15.576339
JAX00350854,13,15.585379
JAX00350856,13,15.586694
UNC22166313,13,15.604928
JAX00042037,13,15.605707
JAX00350857,13,15.610775
JAX00350858,13,15.611503
UNC130018261,13,15.61793
JAX00350860,13,15.627637
JAX00042040,13,15.64563
JAX00202084,13,15.656394
JAX00042041,13,15.679306
JAX00350870,13,15.680562
JAX00350872,13,15.694177
JAX00042043,13,15.696563
JAX00350875,13,15.705091
JAX00350876,13,15.705943
JAX00350877,13,15.710898
JAX00350878,13,15.711911
UNC22167664,13,15.717929
JAX00042044,13,15.721574
JAX00350880,13,15.72559
JAX00350885,13,15.757085
JAX00042048,13,15.760262
JAX00042049,13,15.761134
UNC22168988,13,15.812811
JAX00350892,13,15.820596
JAX00350895,13,15.863487
JAX00350897,13,15.863864
JAX00350900,13,15.876888
JAX00042056,13,15.877077
JAX00350902,13,15.879325
