#
# nrow 18089
# ncol 3
marker,chromosome,bp
JAX00241266,1,7.158204
JAX00241267,1,7.211517
JAX00241280,1,7.278878
JAX00241283,1,7.279553
JAX00241284,1,7.301166
JAX00000323,1,7.301266
JAX00241285,1,7.303072
JAX00241286,1,7.303517
JAX00241287,1,7.303942
JAX00241289,1,7.333833
JAX00000330,1,7.420993
JAX00000332,1,7.421057
JAX00241295,1,7.456412
JAX00241297,1,7.460284
JAX00241299,1,7.460893
JAX00241301,1,7.485768
UNC49074,1,7.51178
UNC49759,1,7.538764
JAX00000340,1,7.556575
JAX00241309,1,7.580263
JAX00000345,1,7.603893
JAX00241316,1,7.604059
UNC010005983,1,7.64052
JAX00190724,1,7.659101
JAX00241321,1,7.667594
JAX00241324,1,7.674554
JAX00000353,1,7.688129
JAX00241330,1,7.7351
JAX00241337,1,7.761613
JAX00241338,1,7.763552
JAX00241342,1,7.816568
JAX00241347,1,7.832738
JAX00241349,1,7.862224
JAX00241350,1,7.862533
JAX00241351,1,7.930589
JAX00000371,1,7.9565
UNC57959,1,7.959987
JAX00241355,1,7.977295
JAX00000374,1,7.998834
JAX00000376,1,8.013424
JAX00241357,1,8.013449
JAX00241359,1,8.016533
UNC58412,1,8.041207
JAX00241364,1,8.049761
JAX00241365,1,8.049809
JAX00241367,1,8.052091
JAX00241369,1,8.072837
JAX00241370,1,8.072873
JAX00000382,1,8.101222
JAX00241384,1,8.136414
JAX00190729,1,8.137539
JAX00241403,1,8.249885
JAX00241404,1,8.250036
UNC61552,1,8.252473
JAX00241406,1,8.253765
JAX00241407,1,8.253969
JAX00000393,1,8.255279
JAX00000394,1,8.255388
JAX00241412,1,8.255409
JAX00241413,1,8.256126
JAX00000395,1,8.259219
UNC010010509,1,8.267657
JAX00241418,1,8.343394
JAX00000399,1,8.351058
JAX00000400,1,8.351185
JAX00241422,1,8.351218
JAX00000401,1,8.35126
JAX00241423,1,8.353109
UNC64786,1,8.448238
JAX00241440,1,8.517457
UNC66010,1,8.544211
JAX00241448,1,8.549385
JAX00000415,1,8.592121
JAX00241453,1,8.60326
JAX00000418,1,8.618107
UNC67320,1,8.63473
JAX00241463,1,8.653257
JAX00241471,1,8.67469
JAX00241476,1,8.726302
JAX00241480,1,8.771046
JAX00241488,1,8.830133
UNC010013426,1,8.83322
JAX00241490,1,8.85007
JAX00241492,1,8.850133
UNC70761,1,8.855169
JAX00241494,1,8.87855
JAX00241496,1,8.894635
JAX00241497,1,8.894658
JAX00241500,1,8.898232
JAX00241502,1,8.910453
JAX00000436,1,8.914681
JAX00000437,1,8.9161
JAX00000440,1,8.940589
JAX00241511,1,8.948244
JAX00241514,1,8.969732
JAX00241515,1,8.972082
JAX00241517,1,9.014892
UNC73203,1,9.027437
JAX00241522,1,9.04175
JAX00241525,1,9.078728
JAX00241528,1,9.093703
JAX00000450,1,9.098328
JAX00000451,1,9.098381
JAX00241538,1,9.118453
JAX00000454,1,9.141883
UNC74840,1,9.146643
JAX00241542,1,9.148804
JAX00000455,1,9.148905
JAX00000457,1,9.16038
JAX00241550,1,9.178334
JAX00000458,1,9.180355
JAX00241555,1,9.204817
JAX00000460,1,9.215157
JAX00000461,1,9.238061
JAX00241562,1,9.269152
JAX00000462,1,9.269551
JAX00000463,1,9.269641
JAX00000464,1,9.272489
UNC76650,1,9.272831
JAX00241564,1,9.301362
JAX00241566,1,9.31012
JAX00190744,1,9.332229
JAX00000475,1,9.428631
JAX00241580,1,9.452757
JAX00000478,1,9.466784
JAX00241582,1,9.502194
JAX00241584,1,9.504398
JAX00000482,1,9.515717
backupJAX00000484,1,9.544054
JAX00241589,1,9.549865
JAX00241590,1,9.550177
JAX00241595,1,9.55761
JAX00000486,1,9.580788
JAX00000487,1,9.580881
JAX00000488,1,9.584587
JAX00190752,1,9.60608
JAX00000489,1,9.608011
JAX00241614,1,9.617648
JAX00241616,1,9.623268
JAX00241617,1,9.62908
JAX00241619,1,9.632588
JAX00241623,1,9.640193
JAX00241624,1,9.651828
JAX00241625,1,9.656051
UNC81870,1,9.662028
JAX00241635,1,9.70122
JAX00000496,1,9.701601
JAX00241640,1,9.712468
JAX00241641,1,9.71251
JAX00241642,1,9.713103
JAX00241643,1,9.716383
JAX00000498,1,9.736675
JAX00000499,1,9.74034
JAX00241645,1,9.740562
JAX00241646,1,9.748772
JAX00000500,1,9.758243
JAX00190757,1,9.760655
UNC010016945,1,9.764469
UNC82824,1,9.764666
JAX00241648,1,9.766085
JAX00241649,1,9.767164
JAX00000503,1,9.792874
JAX00000504,1,9.825887
JAX00000505,1,9.825915
UNC83675,1,9.834069
JAX00000506,1,9.837557
JAX00241659,1,9.874001
JAX00188667,1,9.926935
JAX00241676,1,9.929688
JAX00241683,1,9.952456
UNC85539,1,9.954784
JAX00000515,1,9.962982
JAX00241686,1,9.979644
JAX00241690,1,9.990238
JAX00000518,1,9.995926
UNC86282,1,10.004633
JAX00241699,1,10.010985
JAX00241700,1,10.015412
JAX00241706,1,10.019582
JAX00000520,1,10.026501
JAX00000521,1,10.02763
UNC86947,1,10.053495
JAX00000523,1,10.06911
UNC87305,1,10.088334
JAX00241710,1,10.092872
JAX00241715,1,10.105016
JAX00190763,1,10.13291
UNC87850,1,10.13788
JAX00241725,1,10.149749
UNC88286,1,10.201611
JAX00241734,1,10.209065
JAX00241741,1,10.25233
JAX00241742,1,10.254656
JAX00241744,1,10.255
JAX00241747,1,10.266814
JAX00241750,1,10.269784
UNC89490,1,10.297336
JAX00000540,1,10.304139
JAX00000541,1,10.317104
JAX00000542,1,10.318665
JAX00241757,1,10.323722
JAX00241758,1,10.327289
UNC89876,1,10.351805
JAX00000547,1,10.385668
JAX00241762,1,10.387006
JAX00000550,1,10.434372
JAX00000551,1,10.43483
UNC90639,1,10.442426
JAX00241768,1,10.471773
UNC91280,1,10.494921
JAX00241773,1,10.534417
UNC91753,1,10.54523
JAX00241777,1,10.578636
JAX00000562,1,10.583054
JAX00000563,1,10.584379
JAX00241779,1,10.588916
JAX00241781,1,10.591939
JAX00188669,1,10.606537
UNC92768,1,10.60948
JAX00241784,1,10.612482
JAX00241788,1,10.628082
JAX00241790,1,10.628808
JAX00241793,1,10.655666
UNC93857,1,10.683936
JAX00190773,1,10.692838
JAX00000570,1,10.694854
JAX00241800,1,10.706436
JAX00000571,1,10.716199
JAX00241804,1,10.730427
UNC94417,1,10.731756
JAX00241808,1,10.763382
JAX00000576,1,10.784778
UNC94965,1,10.799169
JAX00241812,1,10.804368
JAX00241813,1,10.822088
UNC95366,1,10.839456
JAX00241820,1,10.84519
JAX00000583,1,10.864571
JAX00241822,1,10.869082
UNC95979,1,10.888708
JAX00190779,1,10.889855
JAX00190780,1,10.88997
JAX00000587,1,10.910141
JAX00241824,1,10.928821
UNC96966,1,10.954249
JAX00000590,1,10.957905
UNC97447,1,10.996177
JAX00241835,1,11.014457
JAX00000594,1,11.016456
JAX00241841,1,11.028144
JAX00241843,1,11.045249
JAX00241844,1,11.046984
JAX00241846,1,11.049008
UNC98241,1,11.058864
JAX00241849,1,11.074559
JAX00241853,1,11.089621
UNC010019700,1,11.09113
JAX00241857,1,11.101343
UNC99201,1,11.106542
JAX00241859,1,11.106898
JAX00188670,1,11.114913
JAX00241869,1,11.128265
UNC010961842,1,11.129254
JAX00000604,1,11.135587
UNC99911,1,11.137783
JAX00000605,1,11.13996
JAX00241873,1,11.156521
JAX00241874,1,11.156574
JAX00241875,1,11.158462
JAX00241881,1,11.174557
JAX00241884,1,11.176948
UNC101009,1,11.182941
JAX00190787,1,11.191778
JAX00241890,1,11.193343
JAX00241896,1,11.215189
JAX00241899,1,11.232302
JAX00241903,1,11.261607
JAX00000612,1,11.262636
JAX00000613,1,11.263423
JAX00000614,1,11.264325
JAX00241910,1,11.278653
JAX00000615,1,11.287148
JAX00000616,1,11.294523
JAX00000617,1,11.294568
JAX00241921,1,11.328226
UNC103874,1,11.331753
JAX00190792,1,11.341064
JAX00000620,1,11.361666
JAX00241933,1,11.370393
JAX00241934,1,11.370444
JAX00190793,1,11.371422
JAX00000621,1,11.3859
UNC105283,1,11.406158
JAX00241935,1,11.408474
JAX00241938,1,11.410689
JAX00000625,1,11.42624
JAX00241945,1,11.441469
JAX00241949,1,11.455043
JAX00000628,1,11.465515
JAX00241953,1,11.490657
UNC106795,1,11.492119
JAX00241954,1,11.493168
JAX00000631,1,11.506825
JAX00241962,1,11.50731
JAX00190797,1,11.549252
UNC108325,1,11.560799
JAX00000635,1,11.561667
JAX00000640,1,11.623675
UNC109624,1,11.633696
JAX00241974,1,11.643601
JAX00241975,1,11.659906
UNC_rs48518594,1,11.662729
JAX00241978,1,11.663283
UNC110353,1,11.682429
JAX00241983,1,11.720306
JAX00241987,1,11.734103
UNC112302,1,11.783334
JAX00241995,1,11.819668
JAX00241997,1,11.822633
UNC113047,1,11.82587
JAX00241999,1,11.827189
JAX00242000,1,11.828094
JAX00000656,1,11.834854
JAX00242004,1,11.872117
JAX00000658,1,11.872521
JAX00242007,1,11.874312
JAX00000659,1,11.874738
UNC114331,1,11.904643
JAX00242012,1,11.929243
UNC114802,1,11.944711
JAX00242016,1,11.945312
JAX00242019,1,11.960595
JAX00242021,1,11.964832
JAX00242025,1,11.973791
JAX00000667,1,11.983029
JAX00242029,1,11.986649
JAX00242030,1,11.986959
UNC115578,1,11.996275
JAX00242034,1,12.017601
JAX00242036,1,12.025603
JAX00242037,1,12.025703
JAX00000672,1,12.054821
JAX00242038,1,12.063953
JAX00190813,1,12.072248
UNC116540,1,12.072864
UNC116817,1,12.106786
JAX00190816,1,12.10708
JAX00242044,1,12.130824
JAX00242049,1,12.142283
UNC117421,1,12.171863
UNC118279,1,12.223307
UNC118659,1,12.263217
UNC119270,1,12.308785
JAX00242076,1,12.32537
JAX00000694,1,12.343028
JAX00000695,1,12.34502
JAX00242083,1,12.357962
JAX00242085,1,12.358759
UNC119817,1,12.361315
JAX00000696,1,12.382902
UNC120225,1,12.387863
JAX00242091,1,12.396737
JAX00242093,1,12.397893
JAX00242094,1,12.405074
JAX00000699,1,12.411063
JAX00190823,1,12.45615
JAX00190824,1,12.456422
JAX00242099,1,12.466766
JAX00242102,1,12.483476
JAX00242103,1,12.50163
JAX00000706,1,12.506479
UNC121401,1,12.508556
JAX00000708,1,12.542994
JAX00242104,1,12.543082
UNC121959,1,12.571094
JAX00000711,1,12.574873
UNC122065,1,12.596739
JAX00242111,1,12.646559
JAX00242113,1,12.648374
JAX00000719,1,12.666022
UNC010520877,1,12.712619
JAX00242116,1,12.716632
UNC123541,1,12.719684
JAX00242119,1,12.720081
JAX00000722,1,12.721533
UNC123662,1,12.731062
JAX00242124,1,12.738229
JAX00242127,1,12.743248
JAX00242128,1,12.757799
JAX00242135,1,12.77048
JAX00242136,1,12.770774
JAX00242138,1,12.772161
JAX00000726,1,12.78804
JAX00242155,1,12.812588
JAX00242156,1,12.8126
JAX00242158,1,12.813183
JAX00242163,1,12.815713
JAX00242164,1,12.815751
JAX00242167,1,12.828819
JAX00242168,1,12.830045
UNC125332,1,12.870567
UNC125893,1,12.906146
JAX00000735,1,12.908554
JAX00000737,1,12.910359
JAX00242179,1,12.915089
JAX00242183,1,12.918941
JAX00242190,1,12.926732
JAX00242191,1,12.928525
JAX00242192,1,12.930185
JAX00242196,1,12.931193
JAX00242197,1,12.932369
JAX00242201,1,12.937267
JAX00242202,1,12.944032
JAX00242203,1,12.944072
JAX00000741,1,12.979167
JAX00242213,1,12.980527
JAX00242214,1,12.984492
JAX00242215,1,12.984882
JAX00242220,1,13.006533
JAX00242221,1,13.006941
JAX00242222,1,13.006964
JAX00242223,1,13.007197
JAX00242226,1,13.028329
JAX00242229,1,13.030323
JAX00242232,1,13.038038
JAX00000747,1,13.0458
UNC128912,1,13.066878
JAX00242244,1,13.076585
JAX00242248,1,13.078948
JAX00242249,1,13.082083
JAX00242250,1,13.082283
JAX00242252,1,13.088572
JAX00242254,1,13.09578
JAX00242256,1,13.098314
JAX00000750,1,13.104365
JAX00242260,1,13.104407
JAX00242262,1,13.106305
JAX00242264,1,13.110513
JAX00242265,1,13.112351
UNC129874,1,13.120045
JAX00242272,1,13.132086
JAX00000754,1,13.145538
UNC130265,1,13.15453
JAX00242282,1,13.176276
UNC130697,1,13.192357
JAX00000758,1,13.192922
JAX00242293,1,13.193404
JAX00242297,1,13.194908
JAX00242299,1,13.204413
JAX00242300,1,13.204708
JAX00242307,1,13.225267
JAX00242308,1,13.22534
JAX00000761,1,13.231326
UNC131096,1,13.233918
JAX00242316,1,13.241798
JAX00242318,1,13.242213
JAX00242319,1,13.243646
JAX00242320,1,13.243757
JAX00242323,1,13.249249
JAX00000763,1,13.265351
JAX00242326,1,13.26559
UNC131724,1,13.277137
JAX00000764,1,13.27981
JAX00242331,1,13.288309
JAX00000766,1,13.294602
JAX00242334,1,13.298246
JAX00242344,1,13.315375
JAX00242346,1,13.316397
JAX00000768,1,13.329561
JAX00242347,1,13.331027
JAX00242351,1,13.333935
JAX00000769,1,13.346082
UNC132450,1,13.346284
JAX00242362,1,13.353
JAX00000772,1,13.391551
JAX00242370,1,13.400435
JAX00242371,1,13.402107
JAX00242372,1,13.404598
JAX00000777,1,13.453789
JAX00242382,1,13.456567
JAX00242389,1,13.480514
JAX00000780,1,13.490168
UNC134046,1,13.490724
JAX00242404,1,13.548873
JAX00242406,1,13.55569
JAX00242408,1,13.559086
UNC135474,1,13.595063
JAX00190849,1,13.616951
JAX00000789,1,13.623774
UNC_rs50672660,1,13.643779
JAX00242423,1,13.64422
JAX00242426,1,13.644499
JAX00000794,1,13.654026
UNC136630,1,13.665186
JAX00000795,1,13.691018
JAX00242436,1,13.691517
JAX00242437,1,13.697099
JAX00242438,1,13.697141
JAX00242439,1,13.69801
JAX00242441,1,13.698071
UNC137674,1,13.728304
JAX00242443,1,13.730035
JAX00242445,1,13.730099
JAX00242449,1,13.769215
JAX00242450,1,13.769546
UNC138462,1,13.771764
JAX00242455,1,13.772683
JAX00242459,1,13.778182
JAX00242463,1,13.780738
JAX00242464,1,13.78077
JAX00190851,1,13.791733
JAX00242467,1,13.811672
JAX00242471,1,13.82258
JAX00242472,1,13.825974
JAX00242475,1,13.831954
JAX00242481,1,13.846079
UNC140121,1,13.850496
JAX00000808,1,13.852694
UNC140543,1,13.88064
JAX00000811,1,13.908973
JAX00000812,1,13.909261
UNC141072,1,13.926639
UNC141887,1,13.988228
JAX00242505,1,13.993698
JAX00242507,1,13.99387
JAX00242512,1,14.00765
UNC142280,1,14.017846
JAX00242515,1,14.036738
JAX00242516,1,14.052882
JAX00000823,1,14.065376
JAX00000824,1,14.067111
JAX00242517,1,14.067333
JAX00000827,1,14.118585
UNC143394,1,14.124984
JAX00242525,1,14.128498
JAX00242528,1,14.133715
JAX00242530,1,14.180564
UNC144144,1,14.186685
JAX00000833,1,14.195603
JAX00242534,1,14.204987
JAX00242535,1,14.205067
JAX00000834,1,14.206892
JAX00242536,1,14.212349
JAX00242537,1,14.214035
UNC144647,1,14.218711
JAX00242541,1,14.228769
UNC145132,1,14.25157
JAX00242547,1,14.254639
JAX00000838,1,14.265412
JAX00242551,1,14.281913
JAX00000840,1,14.287199
JAX00242555,1,14.305182
JAX00242557,1,14.308624
UNC145909,1,14.324247
JAX00242560,1,14.339249
backupUNC010029391,1,14.340548
UNC146540,1,14.357419
JAX00242567,1,14.374339
JAX00000847,1,14.374892
JAX00242575,1,14.450335
JAX00242578,1,14.461632
UNC148022,1,14.463433
JAX00242581,1,14.477287
JAX00242582,1,14.477395
JAX00242583,1,14.503479
JAX00242584,1,14.518425
UNC148652,1,14.530923
JAX00000858,1,14.532212
JAX00000859,1,14.532406
JAX00242586,1,14.533976
JAX00242592,1,14.558862
JAX00242593,1,14.559796
JAX00242595,1,14.566934
JAX00000863,1,14.569413
UNC149432,1,14.579627
JAX00242599,1,14.60183
UNC149968,1,14.612284
JAX00242601,1,14.612407
JAX00000864,1,14.61584
JAX00000866,1,14.62973
UNC150730,1,14.649969
JAX00242604,1,14.657569
JAX00242608,1,14.665524
JAX00000868,1,14.665593
JAX00000869,1,14.667237
JAX00242611,1,14.681349
JAX00190868,1,14.695999
JAX00242616,1,14.707928
JAX00242617,1,14.707959
JAX00242621,1,14.726278
JAX00242633,1,14.743473
JAX00242640,1,14.750402
UNC152555,1,14.753959
JAX00242647,1,14.768984
JAX00242648,1,14.772604
JAX00242651,1,14.784057
JAX00242652,1,14.784878
JAX00000878,1,14.787219
JAX00242653,1,14.806752
JAX00242654,1,14.806959
JAX00000879,1,14.815197
JAX00000880,1,14.815931
JAX00242660,1,14.847722
UNC154487,1,14.866769
JAX00000883,1,14.880833
JAX00000885,1,14.894508
JAX00242669,1,14.895119
JAX00242671,1,14.89727
JAX00242672,1,14.898413
UNC155247,1,14.899115
UNC156797,1,15.009358
JAX00190877,1,15.019154
JAX00242688,1,15.094577
JAX00242689,1,15.095743
JAX00242690,1,15.095988
JAX00242692,1,15.096201
JAX00000900,1,15.110705
UNC158041,1,15.110836
JAX00242707,1,15.196438
JAX00242708,1,15.197309
JAX00242712,1,15.207148
JAX00242713,1,15.207279
JAX00242714,1,15.213678
UNC159456,1,15.214836
JAX00242715,1,15.238681
UNC159803,1,15.257145
JAX00000914,1,15.27307
JAX00242729,1,15.307789
UNC160312,1,15.309491
JAX00000917,1,15.311702
JAX00242731,1,15.312015
JAX00242737,1,15.322668
JAX00242742,1,15.343703
JAX00242743,1,15.343798
JAX00000919,1,15.345894
JAX00242746,1,15.349105
JAX00242749,1,15.354058
JAX00242752,1,15.355164
JAX00242755,1,15.356765
JAX00242756,1,15.356903
UNC161340,1,15.358065
JAX00242760,1,15.378559
JAX00000921,1,15.379344
JAX00242763,1,15.388023
UNC162008,1,15.399963
JAX00242766,1,15.414721
JAX00000924,1,15.425091
UNC162603,1,15.429822
JAX00242780,1,15.441106
JAX00242782,1,15.444704
JAX00242783,1,15.444915
JAX00242784,1,15.448348
UNC163443,1,15.48999
JAX00242793,1,15.511477
JAX00242794,1,15.511868
JAX00000933,1,15.543249
JAX00000934,1,15.543687
JAX00242803,1,15.555043
UNC164943,1,15.580227
JAX00000936,1,15.584669
JAX00242812,1,15.588813
JAX00242813,1,15.599453
JAX00242814,1,15.599697
JAX00242816,1,15.599957
JAX00242817,1,15.605974
JAX00242828,1,15.628205
JAX00242829,1,15.629807
JAX00000942,1,15.670238
JAX00242835,1,15.692833
JAX00000946,1,15.698981
JAX00242837,1,15.699075
JAX00242839,1,15.701929
JAX00242840,1,15.703694
JAX00242841,1,15.704526
UNC166915,1,15.706494
JAX00000947,1,15.706743
JAX00242845,1,15.708896
JAX00242848,1,15.713405
JAX00242849,1,15.714963
JAX00242850,1,15.718948
JAX00000948,1,15.740929
UNC167166,1,15.742099
JAX00000950,1,15.748003
JAX00242854,1,15.760117
JAX00242856,1,15.760291
UNC167757,1,15.777806
JAX00242866,1,15.800202
JAX00242867,1,15.80423
JAX00242869,1,15.804378
JAX00242870,1,15.806842
JAX00242872,1,15.807212
JAX00242874,1,15.807485
JAX00242876,1,15.807775
JAX00190894,1,15.818965
JAX00242883,1,15.827064
JAX00242884,1,15.827134
JAX00242887,1,15.828778
JAX00242889,1,15.838344
JAX00242891,1,15.839097
JAX00242892,1,15.842548
JAX00242894,1,15.844417
JAX00242895,1,15.844616
JAX00242899,1,15.845767
UNC168953,1,15.847545
JAX00242901,1,15.86678
JAX00242903,1,15.867723
JAX00000957,1,15.871427
JAX00000959,1,15.879724
JAX00000960,1,15.896042
JAX00000962,1,15.897608
JAX00242913,1,15.914927
JAX00242916,1,15.926902
JAX00000963,1,15.927251
UNC170285,1,15.928114
