#
# nrow 11707
# ncol 3
marker,chromosome,bp
JAX00659768,8,6.689837
JAX00158501,8,6.699008
JAX00158502,8,6.699029
JAX00659771,8,6.726211
JAX00659774,8,6.727736
JAX00659775,8,6.729162
JAX00659778,8,6.740046
JAX00158503,8,6.740305
JAX00158505,8,6.740827
JAX00659780,8,6.745848
JAX00659793,8,6.812766
JAX00659809,8,6.835095
JAX00659815,8,6.837177
JAX00158512,8,6.854623
UNC14096429,8,6.883971
JAX00659819,8,6.884399
JAX00659820,8,6.885746
JAX00659822,8,6.891811
JAX00659830,8,6.917259
JAX00659839,8,6.952022
JAX00659841,8,6.953473
JAX00233754,8,6.967061
JAX00158522,8,6.973628
JAX00158526,8,7.024994
JAX00659849,8,7.049445
JAX00158527,8,7.058105
JAX00158529,8,7.069305
JAX00659854,8,7.08354
UNC080616646,8,7.089593
JAX00158532,8,7.0983
JAX00659858,8,7.099574
JAX00659861,8,7.161141
JAX00659862,8,7.161233
JAX00659865,8,7.185246
JAX00659869,8,7.196138
JAX00659871,8,7.202051
JAX00158540,8,7.2056
JAX00659875,8,7.223874
JAX00659876,8,7.223988
JAX00158542,8,7.258995
JAX00158543,8,7.259302
JAX00659891,8,7.294334
JAX00659893,8,7.300696
JAX00659894,8,7.300733
JAX00659903,8,7.330936
JAX00158550,8,7.339255
JAX00659905,8,7.340443
JAX00659906,8,7.345432
JAX00659907,8,7.345882
JAX00659912,8,7.360488
JAX00659913,8,7.360588
JAX00158552,8,7.395228
JAX00659925,8,7.395615
JAX00659927,8,7.400662
JAX00659928,8,7.40108
JAX00659932,8,7.408024
JAX00659937,8,7.411239
JAX00158555,8,7.421556
backupUNC080034516,8,7.45464
JAX00659946,8,7.463251
JAX00233762,8,7.466238
JAX00659954,8,7.467251
JAX00659955,8,7.467305
JAX00659958,8,7.469957
JAX00659960,8,7.470901
JAX00659962,8,7.473407
JAX00659969,8,7.487703
JAX00659970,8,7.488817
JAX00659976,8,7.508327
JAX00659977,8,7.508707
JAX00158562,8,7.519821
JAX00659982,8,7.562184
JAX00158566,8,7.577084
JAX00659990,8,7.583815
JAX00659993,8,7.588738
JAX00659996,8,7.614437
JAX00158569,8,7.619268
JAX00158570,8,7.619796
JAX00659998,8,7.627308
JAX00659999,8,7.627336
JAX00660000,8,7.628071
JAX00158571,8,7.634327
JAX00660001,8,7.638841
JAX00158572,8,7.643977
JAX00158573,8,7.649981
JAX00158575,8,7.68955
JAX00158576,8,7.689586
JAX00158577,8,7.710419
JAX00660008,8,7.710504
JAX00660009,8,7.710808
JAX00660014,8,7.729244
JAX00660016,8,7.729816
JAX00660017,8,7.730141
JAX00660020,8,7.759919
JAX00660023,8,7.794316
JAX00660024,8,7.794346
JAX00660028,8,7.805114
JAX00660029,8,7.8115
JAX00660030,8,7.814355
JAX00660038,8,7.843405
JAX00660040,8,7.852451
JAX00660041,8,7.85471
JAX00660043,8,7.857173
JAX00660045,8,7.85884
JAX00660047,8,7.861207
JAX00158589,8,7.876836
JAX00158590,8,7.883291
JAX00660050,8,7.883468
JAX00660052,8,7.88788
JAX00660053,8,7.888571
JAX00660055,8,7.901801
JAX00660056,8,7.91372
JAX00660059,8,7.919723
JAX00660060,8,7.920875
JAX00660061,8,7.921904
JAX00158595,8,7.948982
JAX00660066,8,7.957815
JAX00158596,8,7.962462
JAX00660070,8,7.982953
JAX00660074,8,7.985036
UNC080038685,8,7.99264
JAX00660077,8,8.025213
JAX00660081,8,8.083631
JAX00660083,8,8.096841
JAX00660085,8,8.11464
JAX00660090,8,8.14938
UNC14112699,8,8.151957
UNC14112858,8,8.172259
JAX00158612,8,8.182615
JAX00660104,8,8.214269
JAX00660108,8,8.220784
JAX00660112,8,8.22743
UNC14113777,8,8.227822
JAX00660119,8,8.24493
JAX00660124,8,8.257336
JAX00158619,8,8.261096
UNC14114422,8,8.269058
JAX00660129,8,8.270413
JAX00660132,8,8.27384
JAX00660134,8,8.274128
JAX00660135,8,8.294385
JAX00158620,8,8.299968
JAX00660140,8,8.306069
JAX00660143,8,8.329239
JAX00660147,8,8.335137
UNC14115350,8,8.339258
JAX00660150,8,8.341064
JAX00660153,8,8.341554
JAX00660157,8,8.343729
JAX00158625,8,8.343745
JAX00660163,8,8.354609
JAX00660165,8,8.358311
JAX00660166,8,8.358376
JAX00660171,8,8.361521
JAX00660176,8,8.363718
UNC14115862,8,8.367709
JAX00660186,8,8.378972
JAX00660199,8,8.394724
UNC14116597,8,8.40618
JAX00660207,8,8.41184
JAX00660212,8,8.416745
UNC14117223,8,8.45289
JAX00158632,8,8.453683
JAX00660216,8,8.454964
JAX00660217,8,8.455495
JAX00660218,8,8.455514
JAX00660219,8,8.456278
JAX00660221,8,8.456705
JAX00660222,8,8.456718
JAX00660223,8,8.456814
UNC14117586,8,8.476964
JAX00660233,8,8.485581
JAX00660237,8,8.500283
UNC14118059,8,8.508068
JAX00660241,8,8.510852
UNC14118615,8,8.545995
JAX00660245,8,8.550816
JAX00660247,8,8.557111
UNC14119282,8,8.602762
backupJAX00158646,8,8.619241
JAX00660259,8,8.63756
JAX00660260,8,8.643606
JAX00660262,8,8.644931
JAX00660265,8,8.672393
JAX00660266,8,8.672911
UNC14120047,8,8.678915
JAX00233781,8,8.687158
JAX00660272,8,8.725769
JAX00660274,8,8.730013
JAX00660276,8,8.732938
JAX00660278,8,8.734171
JAX00158655,8,8.735145
JAX00660280,8,8.740029
JAX00660281,8,8.741311
JAX00660283,8,8.755854
JAX00660285,8,8.758346
JAX00660287,8,8.759505
JAX00660292,8,8.774014
JAX00158657,8,8.780928
JAX00158659,8,8.818975
UNC14122354,8,8.826177
UNC14122889,8,8.862519
UNC14123302,8,8.892328
JAX00660306,8,8.914311
JAX00660307,8,8.914474
JAX00660309,8,8.930553
UNC14123726,8,8.93945
JAX00660310,8,8.947187
UNC14123927,8,8.962511
UNC14124729,8,9.026072
JAX00660318,8,9.043671
UNC14125140,8,9.053568
JAX00158678,8,9.055889
JAX00660320,8,9.070041
JAX00660321,8,9.070107
JAX00660326,8,9.073029
JAX00660327,8,9.073128
JAX00660330,8,9.0888
UNC14125682,8,9.089522
JAX00660334,8,9.104192
UNC14126015,8,9.109487
JAX00660339,8,9.144645
JAX00660343,8,9.160019
UNC14126852,8,9.161734
JAX00158687,8,9.163942
JAX00660348,8,9.169626
JAX00660351,8,9.171407
JAX00660352,8,9.171815
JAX00233793,8,9.177712
JAX00660354,8,9.178233
UNC14127728,8,9.216465
UNC14128104,8,9.237408
JAX00158693,8,9.26024
JAX00158694,8,9.260447
JAX00660368,8,9.260594
UNC14128639,8,9.277832
UNC080043240,8,9.30308
UNC14129161,8,9.314018
JAX00660373,8,9.332173
JAX00158699,8,9.33966
UNC14129614,8,9.343047
JAX00660381,8,9.35905
JAX00660383,8,9.3632
JAX00660385,8,9.372528
JAX00660388,8,9.37589
UNC14130143,8,9.38536
JAX00660393,8,9.39976
UNC14130658,8,9.424587
JAX00660399,8,9.431909
JAX00660400,8,9.432041
JAX00660401,8,9.432918
JAX00660402,8,9.434238
JAX00660404,8,9.442494
JAX00660405,8,9.445476
JAX00660406,8,9.445575
JAX00660416,8,9.475262
JAX00660419,8,9.492123
UNC14132107,8,9.505857
UNC14132372,8,9.538325
JAX00660428,8,9.540034
JAX00660429,8,9.547479
JAX00660430,8,9.548874
JAX00660435,8,9.570387
JAX00660439,8,9.571622
UNC14132690,8,9.57279
JAX00158717,8,9.581838
JAX00660441,8,9.588016
JAX00660442,8,9.588237
JAX00660443,8,9.595203
UNC14133109,8,9.602539
JAX00660445,8,9.61168
JAX00158719,8,9.618257
UNC14133883,8,9.649732
JAX00660454,8,9.663854
UNC14134546,8,9.6878
JAX00660459,8,9.697619
JAX00158725,8,9.699851
JAX00158727,8,9.700153
JAX00660460,8,9.716784
UNC14135137,8,9.723288
JAX00660465,8,9.741304
UNC14135598,8,9.753866
JAX00660470,8,9.759747
JAX00158731,8,9.779588
UNC14136072,8,9.79411
JAX00660477,8,9.813461
JAX00660478,8,9.813817
JAX00660480,8,9.818123
JAX00158734,8,9.818462
JAX00660481,8,9.82014
JAX00660486,8,9.829191
JAX00660488,8,9.833985
JAX00660491,8,9.848806
JAX00660492,8,9.848959
JAX00660493,8,9.848996
JAX00158739,8,9.860452
UNC14137386,8,9.875042
JAX00660499,8,9.924323
JAX00660503,8,9.927477
JAX00660504,8,9.927606
JAX00660511,8,9.943588
JAX00660512,8,9.945321
UNC14138747,8,9.947713
JAX00660513,8,9.948625
JAX00158746,8,9.983458
JAX00158748,8,9.983698
UNC14139293,8,9.984929
JAX00660517,8,9.992645
JAX00660518,8,9.992826
JAX00660520,8,9.993944
JAX00660521,8,10.01255
UNC14139601,8,10.014753
JAX00660524,8,10.022831
JAX00158750,8,10.027752
JAX00233812,8,10.047929
JAX00158754,8,10.059516
UNC14140331,8,10.063289
UNC14140895,8,10.099574
JAX00158757,8,10.101686
JAX00660532,8,10.116194
JAX00660535,8,10.123296
JAX00660537,8,10.129548
JAX00660544,8,10.157043
JAX00660545,8,10.158809
JAX00660548,8,10.164956
UNC14142175,8,10.171589
JAX00158761,8,10.180452
JAX00660552,8,10.180947
JAX00660555,8,10.187699
JAX00660556,8,10.187883
JAX00660559,8,10.192151
JAX00660560,8,10.199031
JAX00158762,8,10.199209
UNC14142995,8,10.213683
JAX00660568,8,10.242272
JAX00660569,8,10.243778
UNC14143760,8,10.255024
UNC14144507,8,10.294549
UNC14145138,8,10.324927
JAX00660584,8,10.341271
JAX00660585,8,10.343909
JAX00158775,8,10.354445
UNC14145606,8,10.36326
JAX00660591,8,10.366169
JAX00660599,8,10.401501
UNC14146419,8,10.404597
JAX00660605,8,10.412317
UNC14147058,8,10.440631
JAX00660610,8,10.461711
UNC14147606,8,10.474095
JAX00660616,8,10.476288
JAX00158787,8,10.49949
JAX00660623,8,10.501707
UNC14148237,8,10.513362
JAX00660626,8,10.515029
JAX00233821,8,10.52797
JAX00660632,8,10.534254
JAX00158788,8,10.538199
JAX00660633,8,10.544713
UNC14148867,8,10.551164
JAX00660640,8,10.554057
UNC14149228,8,10.574261
JAX00233823,8,10.591848
JAX00660654,8,10.599293
JAX00660657,8,10.607735
JAX00158795,8,10.621866
JAX00660659,8,10.623568
UNC14150102,8,10.623679
UNC14150555,8,10.658942
JAX00660677,8,10.675596
JAX00660680,8,10.681088
JAX00660683,8,10.694222
UNC14151093,8,10.699069
JAX00660685,8,10.700129
JAX00660686,8,10.700472
JAX00158801,8,10.700576
JAX00660689,8,10.719399
JAX00158805,8,10.737793
UNC14151739,8,10.738292
JAX00660693,8,10.767008
UNC14152406,8,10.775299
JAX00158808,8,10.789741
UNC14152873,8,10.811699
JAX00158810,8,10.820753
UNC14153518,8,10.8509
JAX00158812,8,10.858484
JAX00660703,8,10.8663
JAX00660708,8,10.872117
JAX00233831,8,10.884572
UNC14154117,8,10.885882
JAX00660713,8,10.892697
JAX00660714,8,10.893055
JAX00158817,8,10.903676
UNC14154785,8,10.922599
JAX00660722,8,10.933001
JAX00158818,8,10.940757
JAX00158819,8,10.941916
UNC14155073,8,10.943206
JAX00660726,8,10.948559
JAX00233834,8,10.957952
JAX00660729,8,10.987989
UNC14155611,8,10.988051
JAX00158823,8,10.994528
JAX00660730,8,11.02808
JAX00660731,8,11.02928
JAX00660736,8,11.070078
UNC14156656,8,11.074792
JAX00660742,8,11.085661
JAX00158831,8,11.098713
JAX00660747,8,11.105077
UNC14157526,8,11.128377
JAX00660753,8,11.131016
JAX00158834,8,11.139034
JAX00158836,8,11.178635
JAX00158838,8,11.180629
JAX00660763,8,11.209767
UNC14158988,8,11.209841
JAX00660765,8,11.211399
backupJAX00660767,8,11.213915
JAX00660771,8,11.238079
JAX00660772,8,11.238316
JAX00660774,8,11.238831
JAX00660776,8,11.241046
JAX00158842,8,11.252826
JAX00660782,8,11.269369
JAX00660786,8,11.287781
JAX00158845,8,11.29524
JAX00660789,8,11.301648
UNC14160543,8,11.303473
JAX00158846,8,11.303549
JAX00233843,8,11.342846
JAX00158850,8,11.34843
JAX00660802,8,11.35438
JAX00660804,8,11.356341
JAX00660805,8,11.359374
UNC14161319,8,11.361478
JAX00660807,8,11.361554
JAX00660817,8,11.38012
JAX00158852,8,11.380769
JAX00660820,8,11.38408
JAX00660821,8,11.384659
JAX00660822,8,11.385428
JAX00660823,8,11.386432
JAX00158854,8,11.406002
JAX00660832,8,11.407993
JAX00660835,8,11.414678
JAX00158856,8,11.414955
JAX00660837,8,11.415034
JAX00660838,8,11.415074
JAX00660840,8,11.415464
JAX00660842,8,11.430114
JAX00660846,8,11.434277
JAX00660847,8,11.437071
UNC14162691,8,11.463506
JAX00660852,8,11.464905
JAX00660855,8,11.501643
UNC14163912,8,11.54306
JAX00158864,8,11.552139
JAX00158866,8,11.570095
JAX00158867,8,11.570142
JAX00158868,8,11.583236
JAX00158870,8,11.621647
JAX00660874,8,11.624492
JAX00660886,8,11.693866
JAX00158877,8,11.702789
JAX00660891,8,11.707599
UNC14165974,8,11.717333
JAX00660895,8,11.743732
JAX00660900,8,11.748256
JAX00660901,8,11.749891
JAX00660902,8,11.753505
JAX00660904,8,11.756882
JAX00660906,8,11.757413
JAX00660907,8,11.791809
UNC14166840,8,11.803391
JAX00660914,8,11.821735
JAX00660915,8,11.822981
JAX00660919,8,11.830066
JAX00158887,8,11.860204
JAX00158888,8,11.860264
JAX00158889,8,11.860549
JAX00660922,8,11.871945
JAX00660923,8,11.875378
UNC14168225,8,11.914035
JAX00660933,8,11.922451
JAX00660934,8,11.923919
JAX00660935,8,11.92504
JAX00158893,8,11.925653
JAX00660937,8,11.925683
JAX00660943,8,11.943616
UNC14169435,8,11.973801
JAX00660951,8,11.98962
JAX00660955,8,12.005975
JAX00233860,8,12.008244
UNC14170409,8,12.05145
JAX00660964,8,12.063503
JAX00660965,8,12.064182
JAX00158903,8,12.074727
JAX00158904,8,12.077228
JAX00660969,8,12.083588
JAX00233862,8,12.085177
JAX00158906,8,12.093143
JAX00158907,8,12.101215
JAX00660971,8,12.102183
JAX00660972,8,12.107268
UNC14171240,8,12.109309
JAX00660974,8,12.12077
JAX00660978,8,12.135554
JAX00660980,8,12.148506
JAX00660984,8,12.152764
JAX00660989,8,12.156026
JAX00660994,8,12.162691
JAX00660995,8,12.164841
JAX00660996,8,12.167058
JAX00158911,8,12.1799
JAX00158912,8,12.180803
JAX00660999,8,12.197009
JAX00661001,8,12.199954
JAX00158915,8,12.230271
JAX00661010,8,12.232296
JAX00158916,8,12.234933
JAX00661018,8,12.235209
JAX00661021,8,12.238212
JAX00158917,8,12.244253
JAX00661028,8,12.257787
JAX00661032,8,12.277107
JAX00661034,8,12.278378
JAX00661035,8,12.279829
JAX00661036,8,12.281197
JAX00661039,8,12.287983
JAX00661041,8,12.29909
UNC14174320,8,12.301468
JAX00158921,8,12.301593
backupJAX00661046,8,12.302705
JAX00661051,8,12.31703
JAX00661052,8,12.319454
JAX00661054,8,12.328493
JAX00158923,8,12.336377
JAX00233871,8,12.361496
JAX00661062,8,12.364484
JAX00158926,8,12.368201
JAX00158929,8,12.409075
JAX00233872,8,12.433996
UNC14176199,8,12.453323
JAX00661077,8,12.461946
JAX00661079,8,12.469244
JAX00661085,8,12.495937
JAX00661089,8,12.507646
JAX00661090,8,12.530172
JAX00158940,8,12.541875
JAX00661094,8,12.544497
JAX00661095,8,12.544651
JAX00661097,8,12.556668
JAX00661099,8,12.558857
UNC14177910,8,12.563551
JAX00661109,8,12.578996
JAX00661111,8,12.581335
JAX00158943,8,12.590975
UNC14178681,8,12.608383
JAX00158944,8,12.609907
JAX00661121,8,12.61654
JAX00158945,8,12.6181
JAX00661122,8,12.621774
JAX00661129,8,12.650112
JAX00661131,8,12.660617
JAX00661135,8,12.679395
JAX00661146,8,12.715931
JAX00661151,8,12.728727
UNC14180630,8,12.730508
JAX00661152,8,12.731007
backupUNC080048533,8,12.739048
JAX00158958,8,12.780666
JAX00661163,8,12.7913
JAX00661169,8,12.807594
UNC14181578,8,12.811394
JAX00661170,8,12.816988
JAX00661171,8,12.8171
JAX00158961,8,12.820934
JAX00661174,8,12.8293
JAX00661180,8,12.851447
JAX00661186,8,12.861217
JAX00661194,8,12.894105
JAX00661195,8,12.894828
UNC14182753,8,12.899266
JAX00661201,8,12.920561
JAX00661208,8,12.939363
JAX00661212,8,12.951624
JAX00233887,8,12.951823
JAX00661213,8,12.952379
UNC14183629,8,12.954187
JAX00158973,8,12.964215
JAX00661221,8,12.977815
JAX00661223,8,12.984542
JAX00661226,8,12.994064
JAX00661227,8,13.001248
JAX00661234,8,13.017239
JAX00661238,8,13.025102
UNC14184761,8,13.03125
JAX00158975,8,13.033498
JAX00158976,8,13.033645
JAX00661247,8,13.043244
JAX00661248,8,13.047458
JAX00661249,8,13.048046
JAX00661251,8,13.057435
JAX00158979,8,13.079887
UNC080049150,8,13.098523
JAX00158980,8,13.099225
JAX00158982,8,13.119236
JAX00661267,8,13.120873
JAX00661268,8,13.122144
JAX00233892,8,13.122203
JAX00661273,8,13.128879
JAX00158983,8,13.137316
JAX00661276,8,13.137715
JAX00661281,8,13.141395
UNC14186755,8,13.154463
JAX00158986,8,13.173811
JAX00661291,8,13.180369
UNC14187152,8,13.192342
JAX00233895,8,13.222115
JAX00158990,8,13.223822
JAX00661301,8,13.255335
JAX00158993,8,13.259223
JAX00661304,8,13.262837
JAX00661305,8,13.280861
JAX00661308,8,13.290508
JAX00661310,8,13.2959
JAX00661311,8,13.311357
UNC14188992,8,13.314571
JAX00661312,8,13.315563
JAX00661313,8,13.326041
JAX00159000,8,13.341335
JAX00661316,8,13.345897
JAX00661318,8,13.354789
JAX00661324,8,13.367686
JAX00159001,8,13.370321
JAX00661326,8,13.370487
JAX00661327,8,13.371219
JAX00661330,8,13.410395
JAX00159004,8,13.419027
JAX00661333,8,13.425075
JAX00661334,8,13.425498
backupUNC080049517,8,13.427078
JAX00661339,8,13.431527
JAX00661340,8,13.434116
JAX00661344,8,13.439077
JAX00661346,8,13.453322
JAX00661350,8,13.46397
JAX00661354,8,13.477551
JAX00661355,8,13.481409
JAX00661361,8,13.511437
JAX00159014,8,13.541125
UNC14192828,8,13.573964
JAX00159019,8,13.604535
JAX00159020,8,13.60489
JAX00661383,8,13.617154
JAX00233906,8,13.624441
JAX00661386,8,13.625033
JAX00233907,8,13.629268
JAX00661392,8,13.655515
JAX00661393,8,13.655537
UNC14194406,8,13.671391
JAX00159027,8,13.704574
JAX00661402,8,13.726308
JAX00661404,8,13.728546
JAX00159028,8,13.7336
UNC14195206,8,13.737231
JAX00661409,8,13.75102
JAX00661417,8,13.793559
JAX00661424,8,13.86719
JAX00159041,8,13.898357
JAX00159042,8,13.899083
JAX00661432,8,13.925972
JAX00159043,8,13.933886
JAX00661437,8,13.951165
JAX00233915,8,13.961625
UNC14197866,8,13.992899
JAX00661449,8,14.015467
JAX00661452,8,14.022511
JAX00661454,8,14.036899
JAX00661461,8,14.073269
UNC14199451,8,14.096129
JAX00661469,8,14.143075
JAX00159058,8,14.143135
UNC14200149,8,14.157854
JAX00661476,8,14.168774
JAX00661477,8,14.172672
JAX00661478,8,14.172753
JAX00159062,8,14.180793
JAX00159063,8,14.181554
JAX00661482,8,14.183873
JAX00661484,8,14.189084
JAX00661488,8,14.203038
JAX00661491,8,14.204274
JAX00661493,8,14.206012
JAX00661496,8,14.230953
JAX00661497,8,14.235928
JAX00661498,8,14.238358
UNC14201406,8,14.240314
JAX00661504,8,14.244917
JAX00661505,8,14.248585
JAX00159072,8,14.301464
JAX00661519,8,14.323925
JAX00661520,8,14.324191
JAX00661522,8,14.32782
JAX00159073,8,14.328745
JAX00661532,8,14.353664
UNC080463080,8,14.367142
JAX00661539,8,14.368141
JAX00661543,8,14.372314
UNC14203732,8,14.395235
JAX00661555,8,14.407878
JAX00661558,8,14.412153
JAX00233928,8,14.426805
JAX00233929,8,14.427043
JAX00661568,8,14.473812
UNC14204897,8,14.474829
JAX00661571,8,14.478042
JAX00661573,8,14.478333
JAX00661574,8,14.480094
JAX00661575,8,14.48119
JAX00159086,8,14.481431
JAX00661576,8,14.494235
UNC14205385,8,14.498649
JAX00159087,8,14.514879
UNC14205733,8,14.528134
JAX00661589,8,14.529846
JAX00661591,8,14.532076
JAX00190240,8,14.536658
JAX00661593,8,14.539537
UNC14205970,8,14.550319
JAX00661598,8,14.564779
JAX00661602,8,14.573351
JAX00661603,8,14.574101
JAX00159091,8,14.5748
JAX00661607,8,14.593727
UNC14206829,8,14.60657
JAX00661613,8,14.608117
JAX00159094,8,14.610012
JAX00159095,8,14.611032
JAX00661615,8,14.613364
JAX00661616,8,14.614655
JAX00661617,8,14.615886
JAX00159096,8,14.620977
JAX00661618,8,14.621169
JAX00661620,8,14.625764
JAX00661623,8,14.628579
UNC14207267,8,14.629185
JAX00661626,8,14.631301
JAX00661630,8,14.642645
JAX00661631,8,14.649485
JAX00661633,8,14.652091
JAX00159099,8,14.652757
JAX00661634,8,14.652945
UNC14207839,8,14.657885
JAX00661641,8,14.668391
JAX00661642,8,14.668914
JAX00661651,8,14.690882
JAX00661653,8,14.693912
