#
# nrow 12385
# ncol 3
marker,chromosome,bp
JAX00631484,7,6.424698
JAX00631491,7,6.479462
UNC12398366,7,6.479712
JAX00231329,7,6.538349
JAX00231332,7,6.627497
UNC12400258,7,6.630045
JAX00631505,7,6.63726
JAX00631509,7,6.645961
JAX00148444,7,6.65017
JAX00148445,7,6.650245
JAX00631513,7,6.680668
UNC12400809,7,6.696759
UNC12400911,7,6.706493
UNC12400995,7,6.713144
UNC12401028,7,6.719186
UNC12401136,7,6.733197
JAX00631529,7,6.736845
JAX00148450,7,6.738912
UNC12401207,7,6.739671
UNC12401245,7,6.744046
UNC12401354,7,6.754851
UNC12401384,7,6.758566
JAX00231334,7,6.762235
JAX00231335,7,6.76227
JAX00631534,7,6.765153
JAX00148453,7,6.76521
UNC12401460,7,6.766249
UNC12401516,7,6.772643
UNC12401560,7,6.779747
UNC12401582,7,6.783584
JAX00631539,7,6.787355
UNC12401648,7,6.790201
JAX00148455,7,6.795077
UNC12401735,7,6.797491
UNC12401831,7,6.807272
UNC12401900,7,6.812713
UNC12401981,7,6.81907
JAX00631548,7,6.821475
UNC12402068,7,6.825617
JAX00631550,7,6.831159
UNC12402112,7,6.832187
UNC12402170,7,6.837235
JAX00631552,7,6.837419
UNC12402225,7,6.843141
JAX00148458,7,6.85368
UNC12402262,7,6.856395
JAX00631559,7,6.888147
JAX00148466,7,6.91988
JAX00631566,7,6.919957
JAX00631572,7,6.942195
JAX00231338,7,6.980488
JAX00148471,7,6.995419
UNC12404061,7,7.044611
JAX00631577,7,7.063027
JAX00631580,7,7.070402
JAX00148476,7,7.077223
JAX00631585,7,7.086519
JAX00148478,7,7.09308
JAX00631593,7,7.096226
JAX00148480,7,7.126915
JAX00631599,7,7.128603
JAX00148481,7,7.131734
JAX00631606,7,7.135864
UNC070006538,7,7.231535
JAX00631618,7,7.244551
JAX00148561,7,10.685695
JAX00148565,7,10.718558
UNC12405664,7,10.72062
JAX00148568,7,10.760996
UNC070009066,7,10.80501
JAX00631682,7,10.823501
JAX00148573,7,10.862825
JAX00148574,7,10.862852
JAX00631692,7,10.880038
JAX00631693,7,10.880999
JAX00631695,7,10.886108
JAX00631698,7,10.893864
JAX00148579,7,10.930357
JAX00190009,7,10.935937
JAX00148581,7,10.941295
JAX00148582,7,10.959058
JAX00631708,7,10.997426
JAX00631710,7,11.000022
JAX00148588,7,11.041718
JAX00148590,7,11.053388
JAX00631714,7,11.077007
JAX00631715,7,11.079472
JAX00231344,7,11.086552
JAX00148592,7,11.086806
JAX00631718,7,11.095391
JAX00631719,7,11.102108
JAX00631720,7,11.102584
JAX00148593,7,11.105162
JAX00631724,7,11.113114
JAX00148594,7,11.122065
JAX00631730,7,11.122936
JAX00631731,7,11.134638
JAX00631734,7,11.138063
JAX00148599,7,11.19026
JAX00148602,7,11.216339
JAX00148604,7,11.247226
JAX00631741,7,11.248236
JAX00631744,7,11.249589
JAX00631747,7,11.295696
JAX00631748,7,11.295733
JAX00631754,7,11.311303
JAX00631756,7,11.313089
JAX00631760,7,11.319586
JAX00631762,7,11.319797
JAX00148609,7,11.327987
UNC070619110,7,11.659422
JAX00148637,7,11.748097
JAX00631795,7,12.211073
JAX00148668,7,12.237564
JAX00631800,7,12.261699
JAX00631801,7,12.261727
backupUNC070619888,7,12.286861
JAX00148672,7,12.298098
UNC12413647,7,12.309391
JAX00631812,7,12.318244
UNC070619927,7,12.319114
JAX00631814,7,12.34336
JAX00631815,7,12.343494
JAX00631816,7,12.34398
JAX00148677,7,12.358464
JAX00631820,7,12.360996
JAX00631822,7,12.366886
JAX00631823,7,12.370737
JAX00148680,7,12.372695
JAX00631825,7,12.373955
JAX00631826,7,12.37417
JAX00148681,7,12.419127
JAX00631828,7,12.465916
JAX00631831,7,12.466752
JAX00631836,7,12.476334
JAX00148689,7,12.504785
UNC12416196,7,12.515695
JAX00631839,7,12.519003
JAX00148691,7,12.537784
JAX00631842,7,12.538617
JAX00148693,7,12.56848
JAX00631855,7,12.576409
JAX00148694,7,12.576576
JAX00148695,7,12.576791
JAX00631859,7,12.584878
JAX00148701,7,12.676748
JAX00631879,7,12.687853
JAX00631881,7,12.691306
UNC070009736,7,12.707019
JAX00148706,7,12.730482
JAX00631898,7,12.736918
JAX00148707,7,12.738706
JAX00631904,7,12.775769
JAX00631905,7,12.775796
JAX00631910,7,12.787501
JAX00148714,7,12.852314
JAX00148715,7,12.854309
UNC12420706,7,12.885496
JAX00631922,7,12.890654
JAX00631923,7,12.891766
JAX00148718,7,12.892809
JAX00631924,7,12.905525
JAX00148721,7,12.946574
backupUNC070716198,7,12.946748
JAX00631929,7,12.948097
JAX00631939,7,12.955026
JAX00231374,7,13.010294
JAX00148726,7,13.029216
JAX00631942,7,13.030659
JAX00631944,7,13.031048
JAX00631946,7,13.032242
UNC12422348,7,13.062732
JAX00148731,7,13.075373
JAX00631954,7,13.083891
JAX00148732,7,13.097995
JAX00631955,7,13.098534
JAX00631956,7,13.098763
JAX00631958,7,13.100834
JAX00148734,7,13.105244
JAX00631964,7,13.145511
JAX00631966,7,13.16608
JAX00148739,7,13.18317
JAX00148747,7,13.295561
JAX00631976,7,13.297245
JAX00148749,7,13.302434
JAX00631978,7,13.32187
JAX00631980,7,13.334999
JAX00631983,7,13.335764
JAX00148753,7,13.378868
JAX00148755,7,13.383956
JAX00231382,7,13.392065
JAX00631989,7,13.408119
JAX00631992,7,13.416708
JAX00631997,7,13.434661
JAX00148758,7,13.439348
JAX00632001,7,13.451066
JAX00148760,7,13.466834
UNC070010113,7,13.475853
JAX00632018,7,13.488727
JAX00632021,7,13.490693
UNC12426177,7,13.502825
JAX00632023,7,13.507377
JAX00632028,7,13.511665
JAX00148764,7,13.52161
JAX00148767,7,13.543448
JAX00632049,7,13.544619
JAX00632055,7,13.559145
JAX00632057,7,13.566739
JAX00632060,7,13.56884
JAX00632062,7,13.572926
JAX00632067,7,13.577283
JAX00148770,7,13.581874
JAX00632072,7,13.599602
JAX00148771,7,13.607765
JAX00148772,7,13.608459
JAX00632082,7,13.680491
JAX00148777,7,13.715904
JAX00632083,7,13.717012
JAX00148779,7,13.717911
JAX00632087,7,13.723458
JAX00148782,7,13.745901
JAX00632091,7,13.787116
JAX00632092,7,13.798424
UNC070620568,7,13.851519
JAX00632099,7,13.861082
JAX00632100,7,13.862269
JAX00148791,7,13.875918
JAX00632111,7,13.883797
JAX00632112,7,13.884312
JAX00632117,7,13.891739
JAX00632124,7,13.893275
JAX00632125,7,13.893622
JAX00148795,7,13.929056
JAX00632127,7,13.959186
JAX00148799,7,13.984923
JAX00632130,7,14.022705
JAX00632132,7,14.056237
UNC12432782,7,14.160108
JAX00632147,7,14.208954
JAX00632151,7,14.225084
JAX00148815,7,14.226934
backupUNC071736088,7,14.564826
JAX00148844,7,14.655688
JAX00231401,7,14.667661
JAX00231402,7,14.667854
JAX00231403,7,14.686774
JAX00632200,7,14.699863
JAX00148848,7,14.708422
JAX00632203,7,14.708564
JAX00231408,7,14.792699
JAX00632210,7,14.808263
JAX00632214,7,14.814843
JAX00632217,7,14.821731
JAX00632218,7,14.822154
JAX00148856,7,14.82412
JAX00148857,7,14.825214
JAX00148858,7,14.87462
JAX00632224,7,14.891831
JAX00632225,7,14.893033
JAX00632230,7,14.928661
JAX00632232,7,14.93365
JAX00632235,7,14.94841
JAX00632242,7,15.01007
JAX00148872,7,15.032569
JAX00632247,7,15.033465
JAX00632251,7,15.055632
JAX00148877,7,15.100649
JAX00632257,7,15.125887
JAX00632258,7,15.126092
JAX00632259,7,15.126109
JAX00632260,7,15.126715
JAX00632264,7,15.133844
JAX00632268,7,15.153759
JAX00632269,7,15.15396
JAX00632272,7,15.175432
JAX00632273,7,15.178166
JAX00632275,7,15.18454
JAX00632278,7,15.191228
JAX00632279,7,15.19149
JAX00632280,7,15.192595
JAX00148883,7,15.192978
JAX00632282,7,15.194205
JAX00632285,7,15.24136
JAX00632286,7,15.241447
UNC070457620,7,16.156198
JAX00148930,7,16.376468
JAX00632306,7,16.450156
JAX00632311,7,16.454854
JAX00632323,7,16.489413
JAX00148944,7,16.568614
JAX00148945,7,16.570483
JAX00632330,7,16.575521
JAX00632336,7,16.595228
backupUNC070012276,7,16.616051
JAX00632337,7,16.616675
JAX00148948,7,16.621522
JAX00632340,7,16.625857
UNC12446199,7,16.626927
JAX00632343,7,16.628265
JAX00148951,7,16.643634
JAX00632347,7,16.675051
JAX00632348,7,16.67599
JAX00632349,7,16.680221
JAX00632358,7,16.703426
JAX00632361,7,16.711169
JAX00148955,7,16.723524
JAX00632368,7,16.723873
JAX00148957,7,16.738639
UNC12447278,7,16.739326
JAX00632378,7,16.764971
JAX00632383,7,16.77287
JAX00148959,7,16.780376
JAX00632389,7,16.787296
JAX00632390,7,16.787522
JAX00632395,7,16.796343
JAX00148961,7,16.799663
JAX00148963,7,16.804349
UNC12448565,7,16.817574
JAX00190022,7,16.821443
JAX00190023,7,16.822056
JAX00632397,7,16.822131
JAX00632401,7,16.844739
JAX00632402,7,16.844861
JAX00632408,7,16.848101
UNC12449039,7,16.853849
JAX00148968,7,16.884716
JAX00632412,7,16.908763
JAX00632414,7,16.91241
JAX00148971,7,16.925841
JAX00632417,7,16.931219
JAX00632418,7,16.931359
JAX00632424,7,16.935422
JAX00632426,7,16.947046
JAX00632427,7,16.947338
JAX00148974,7,16.966192
JAX00632445,7,17.018759
UNC12451181,7,17.04039
JAX00632451,7,17.093152
JAX00632452,7,17.099926
JAX00632453,7,17.100055
JAX00148984,7,17.105285
JAX00632458,7,17.113693
JAX00148985,7,17.117083
JAX00148987,7,17.131988
JAX00632472,7,17.188976
JAX00148991,7,17.190845
JAX00632475,7,17.197939
UNC12453165,7,17.223832
UNC12453743,7,17.258615
JAX00148996,7,17.259509
UNC070622161,7,17.261488
JAX00632487,7,17.277708
JAX00632489,7,17.28663
JAX00632490,7,17.291327
JAX00632492,7,17.295467
JAX00632493,7,17.295615
JAX00149000,7,17.310678
JAX00149001,7,17.324891
JAX00149002,7,17.326686
JAX00149003,7,17.349678
JAX00149004,7,17.34989
UNC12455630,7,17.355149
UNC12455891,7,17.370945
JAX00632507,7,17.375242
JAX00632515,7,17.383064
JAX00632516,7,17.383125
JAX00149006,7,17.405208
JAX00149007,7,17.415362
JAX00149008,7,17.415743
UNC12457155,7,17.464234
JAX00632524,7,17.476948
backupUNC070018634,7,17.482899
JAX00190024,7,17.504871
JAX00632530,7,17.521735
JAX00632535,7,17.549173
JAX00149020,7,17.571183
JAX00632542,7,17.584701
JAX00632543,7,17.591168
JAX00632544,7,17.593886
JAX00632547,7,17.598703
UNC12459172,7,17.599908
JAX00632555,7,17.607374
JAX00632556,7,17.609167
JAX00149022,7,17.612516
JAX00632558,7,17.61258
JAX00149023,7,17.614972
JAX00632560,7,17.634197
JAX00149026,7,17.661448
JAX00632564,7,17.663516
JAX00632567,7,17.669922
UNC12460173,7,17.671531
JAX00632571,7,17.673665
JAX00632574,7,17.679309
JAX00632576,7,17.685867
JAX00149030,7,17.715315
JAX00632580,7,17.72103
JAX00632581,7,17.721851
JAX00632582,7,17.73268
JAX00632584,7,17.734603
JAX00149032,7,17.737485
JAX00632586,7,17.739723
JAX00632588,7,17.740714
JAX00632589,7,17.741596
JAX00632593,7,17.742214
JAX00632595,7,17.742384
JAX00632600,7,17.74358
JAX00632601,7,17.74363
UNC070622599,7,17.743868
JAX00632604,7,17.746582
JAX00632606,7,17.747048
JAX00632607,7,17.747217
JAX00149033,7,17.751159
JAX00149034,7,17.751228
JAX00149035,7,17.756416
UNC12461352,7,17.790104
JAX00632612,7,17.791795
JAX00632616,7,17.796342
JAX00149038,7,17.796488
JAX00632618,7,17.796971
JAX00632619,7,17.838075
JAX00149039,7,17.838463
JAX00632628,7,18.181996
JAX00632629,7,18.187114
JAX00632632,7,18.188046
JAX00632633,7,18.188456
JAX00190026,7,18.218576
UNC12462887,7,18.219172
JAX00149053,7,18.220911
JAX00149054,7,18.220934
JAX00632634,7,18.223409
JAX00632636,7,18.223497
JAX00632642,7,18.224468
JAX00632643,7,18.224582
JAX00632645,7,18.224784
JAX00632646,7,18.224845
JAX00149056,7,18.24328
JAX00632654,7,18.257988
JAX00632655,7,18.258044
JAX00632658,7,18.263295
JAX00149059,7,18.27223
UNC12463533,7,18.301164
JAX00149061,7,18.318579
JAX00149062,7,18.330582
JAX00632666,7,18.338827
JAX00632668,7,18.343362
UNC12463826,7,18.347336
JAX00632676,7,18.352625
JAX00149064,7,18.352731
JAX00231470,7,18.361318
JAX00231471,7,18.361403
JAX00632684,7,18.394145
JAX00632685,7,18.395896
UNC12464446,7,18.400703
JAX00149067,7,18.405316
JAX00149069,7,18.406054
JAX00632688,7,18.406178
JAX00149072,7,18.454693
JAX00632691,7,18.455943
JAX00632692,7,18.470924
JAX00632694,7,18.472317
JAX00632697,7,18.473172
JAX00632700,7,18.473525
JAX00632702,7,18.473898
JAX00149075,7,18.494929
JAX00632705,7,18.496167
JAX00632707,7,18.513602
JAX00632709,7,18.526208
JAX00632710,7,18.526281
JAX00632712,7,18.526398
JAX00632713,7,18.52795
UNC12466249,7,18.540593
JAX00632715,7,18.553217
JAX00632717,7,18.555068
JAX00632720,7,18.561268
JAX00632721,7,18.561736
JAX00632725,7,18.575383
UNC12466999,7,18.587742
JAX00632732,7,18.5878
JAX00632736,7,18.588709
JAX00632738,7,18.5904
JAX00632739,7,18.590961
UNC070025817,7,18.593481
UNC12467217,7,18.604537
JAX00632742,7,18.604648
JAX00149083,7,18.604859
JAX00632745,7,18.6243
JAX00632752,7,18.649335
JAX00149090,7,18.687466
JAX00632757,7,18.699996
JAX00149091,7,18.712517
JAX00149092,7,18.715905
JAX00149093,7,18.715998
JAX00632759,7,18.7163
JAX00632760,7,18.747249
JAX00632762,7,18.748161
UNC12468937,7,18.749016
JAX00632765,7,18.74988
JAX00632766,7,18.750626
JAX00149094,7,18.751591
JAX00632767,7,18.756685
JAX00632771,7,18.769086
UNC12469222,7,18.79573
UNC12469642,7,18.843635
JAX00632799,7,18.907863
JAX00632833,7,19.081386
JAX00632834,7,19.081619
JAX00632835,7,19.10442
JAX00632843,7,19.113334
JAX00149121,7,19.117409
UNC12471890,7,19.120113
JAX00149123,7,19.123389
JAX00632851,7,19.14523
JAX00632865,7,19.197613
JAX00231486,7,19.243216
JAX00149130,7,19.252895
JAX00149131,7,19.25316
JAX00632867,7,19.264824
JAX00632868,7,19.270061
JAX00632871,7,19.273688
JAX00632873,7,19.299087
JAX00632874,7,19.30178
JAX00632885,7,19.326637
JAX00632887,7,19.335249
JAX00632890,7,19.344409
UNC12474416,7,19.3716
backupUNC070032942,7,19.378151
JAX00632897,7,19.384716
JAX00632902,7,19.412153
JAX00632912,7,19.443174
JAX00632913,7,19.443227
UNC12475690,7,19.447786
JAX00632919,7,19.454201
JAX00632924,7,19.467888
JAX00149148,7,19.483204
JAX00632932,7,19.493074
JAX00632935,7,19.513009
JAX00632942,7,19.518213
JAX00149151,7,19.51918
backupUNC070034349,7,19.527935
UNC12476895,7,19.529136
JAX00632946,7,19.530426
JAX00632949,7,19.531946
UNC12477331,7,19.567494
JAX00149158,7,19.611957
UNC12477829,7,19.6202
JAX00149159,7,19.623601
JAX00632959,7,19.6299
JAX00149161,7,19.648105
UNC12478200,7,19.658643
UNC12478470,7,19.703358
JAX00149166,7,19.721583
JAX00632969,7,19.743213
JAX00149170,7,19.757538
JAX00632980,7,19.784257
UNC12479791,7,19.803981
JAX00149172,7,19.806022
JAX00149173,7,19.808058
JAX00149175,7,19.834967
JAX00632993,7,19.840346
JAX00632995,7,19.850602
JAX00149177,7,19.853832
JAX00633001,7,19.885995
JAX00633006,7,19.887892
JAX00633007,7,19.888043
JAX00149178,7,19.888322
JAX00633017,7,19.915609
backupUNC070037076,7,19.934239
JAX00633025,7,19.949576
JAX00149186,7,19.975637
JAX00633031,7,19.975692
JAX00633032,7,19.976134
JAX00633044,7,20.002165
JAX00149188,7,20.012044
JAX00149189,7,20.015306
JAX00633047,7,20.025605
JAX00633051,7,20.028904
JAX00633057,7,20.128102
JAX00633058,7,20.128144
JAX00633065,7,20.14914
JAX00633067,7,20.14945
JAX00633068,7,20.155457
UNC12484354,7,20.196587
JAX00149202,7,20.203388
JAX00633078,7,20.207163
JAX00231501,7,20.216516
JAX00633079,7,20.221621
JAX00633081,7,20.228344
JAX00633084,7,20.238054
UNC070720613,7,20.255969
JAX00633085,7,20.260522
JAX00633086,7,20.276445
JAX00633087,7,20.276486
JAX00633090,7,20.288153
JAX00633097,7,20.31801
JAX00633106,7,20.34226
JAX00633109,7,20.345912
JAX00633118,7,20.356316
JAX00633121,7,20.360983
JAX00633122,7,20.361559
JAX00149215,7,20.363117
JAX00633129,7,20.367672
JAX00149217,7,20.399755
JAX00633140,7,20.416564
JAX00633151,7,20.440739
JAX00633160,7,20.514714
JAX00633162,7,20.515765
JAX00633164,7,20.517245
JAX00633165,7,20.517513
JAX00633167,7,20.517782
JAX00149226,7,20.523082
JAX00149227,7,20.523675
JAX00633171,7,20.524431
UNC12488508,7,20.531256
JAX00149229,7,20.557302
JAX00633176,7,20.591044
JAX00149233,7,20.595834
JAX00149234,7,20.595907
JAX00633179,7,20.606207
JAX00633180,7,20.607497
JAX00633181,7,20.610021
UNC070931469,7,20.612915
JAX00633183,7,20.619362
JAX00633185,7,20.627747
JAX00633186,7,20.627989
JAX00633190,7,20.630992
JAX00633191,7,20.634028
JAX00149235,7,20.648037
JAX00149236,7,20.648233
UNC_rs32440957,7,23.580088
JAX00633217,7,24.128444
UNC12490509,7,24.170863
JAX00633223,7,24.171402
JAX00149275,7,24.174402
JAX00633225,7,24.184168
JAX00633228,7,24.18548
JAX00633229,7,24.185763
JAX00633232,7,24.188289
JAX00633235,7,24.190497
JAX00633236,7,24.195614
JAX00633237,7,24.208796
JAX00231510,7,24.211578
JAX00149276,7,24.223667
JAX00149277,7,24.225533
JAX00633241,7,24.238189
JAX00149280,7,24.252403
JAX00633244,7,24.252978
JAX00633245,7,24.253209
JAX00633246,7,24.260692
JAX00633248,7,24.261581
JAX00633250,7,24.266761
JAX00633280,7,24.32073
JAX00633251,7,24.417137
JAX00633252,7,24.417202
JAX00633254,7,24.419451
JAX00149292,7,24.454551
JAX00633260,7,24.454727
JAX00633282,7,24.658006
JAX00633287,7,24.752166
JAX00633289,7,24.75647
JAX00633291,7,24.75771
JAX00633295,7,24.777209
JAX00633298,7,24.778796
JAX00149314,7,24.782087
JAX00149315,7,24.782403
JAX00190036,7,24.837175
JAX00190037,7,24.837201
UNC12495868,7,24.839012
JAX00633307,7,24.883677
JAX00633312,7,24.889226
JAX00149322,7,24.89257
JAX00149323,7,24.893063
JAX00149325,7,24.921694
JAX00633315,7,24.96242
JAX00149328,7,24.972771
JAX00149329,7,24.972802
JAX00633319,7,24.989119
JAX00633320,7,24.990327
JAX00149332,7,25.033127
JAX00149333,7,25.033238
JAX00633326,7,25.04343
JAX00633329,7,25.044733
JAX00633331,7,25.057714
JAX00633332,7,25.057768
JAX00633337,7,25.07844
JAX00633346,7,25.09669
JAX00633349,7,25.100676
JAX00633355,7,25.10789
JAX00149341,7,25.140278
JAX00633361,7,25.141543
JAX00149342,7,25.144015
JAX00633366,7,25.144546
JAX00633370,7,25.149795
backupUNC070052516,7,25.157698
JAX00149343,7,25.172596
JAX00149345,7,25.180048
JAX00633374,7,25.192419
JAX00633377,7,25.200018
JAX00633378,7,25.204937
JAX00633382,7,25.213258
JAX00633385,7,25.21504
JAX00633389,7,25.240627
JAX00633390,7,25.242601
JAX00633416,7,25.314773
JAX00633420,7,25.352035
JAX00633423,7,25.353746
JAX00633424,7,25.356094
UNC12504998,7,25.372803
JAX00633428,7,25.384502
JAX00633430,7,25.394822
JAX00633437,7,25.428909
JAX00633438,7,25.430447
JAX00633439,7,25.43053
JAX00633441,7,25.437918
JAX00149364,7,25.45341
JAX00633448,7,25.453736
JAX00149365,7,25.455686
UNC12506197,7,25.458597
JAX00633452,7,25.502056
JAX00633462,7,25.541368
UNC12506894,7,25.550319
JAX00633463,7,25.554084
JAX00633464,7,25.556496
JAX00633465,7,25.560993
UNC12507102,7,25.566529
JAX00633468,7,25.566754
JAX00149373,7,25.575034
JAX00149375,7,25.575314
backupJAX00633478,7,25.582157
UNC12507339,7,25.582431
UNC12507725,7,25.612391
UNC12507994,7,25.631349
UNC12508197,7,25.644728
JAX00633484,7,25.646439
JAX00149380,7,25.659097
JAX00633493,7,25.697584
JAX00149384,7,25.69777
UNC12509394,7,25.759698
JAX00633502,7,25.759775
JAX00633504,7,25.765962
JAX00149388,7,25.774467
UNC12509679,7,25.780771
JAX00633513,7,25.806942
UNC12509967,7,25.808298
JAX00633514,7,25.811287
JAX00633516,7,25.816244
JAX00149392,7,25.816294
JAX00149393,7,25.816413
JAX00633517,7,25.817543
UNC12510248,7,25.824807
JAX00633520,7,25.828618
JAX00633521,7,25.835264
UNC12510484,7,25.837758
JAX00633525,7,25.842725
UNC12510765,7,25.86402
JAX00633528,7,25.882617
JAX00633532,7,25.885976
UNC12510962,7,25.886271
UNC12511187,7,25.903962
JAX00633542,7,25.907435
JAX00633543,7,25.916573
JAX00231538,7,25.923602
UNC12511415,7,25.923734
JAX00633548,7,25.931089
JAX00633549,7,25.931359
JAX00633554,7,25.947439
UNC12511648,7,25.948043
JAX00633555,7,25.949598
JAX00149402,7,25.954415
UNC12511984,7,25.981697
JAX00633559,7,25.986909
JAX00633562,7,25.989829
JAX00633565,7,25.991913
JAX00633575,7,26.000427
JAX00633576,7,26.000637
JAX00633577,7,26.002351
UNC12512261,7,26.010449
JAX00149408,7,26.024343
UNC12512388,7,26.03083
backupUNC070054183,7,26.048254
UNC12512623,7,26.076273
UNC12513011,7,26.114296
JAX00633587,7,26.114894
JAX00633588,7,26.119023
JAX00633590,7,26.122061
JAX00633592,7,26.126308
UNC12513143,7,26.128616
JAX00149415,7,26.12923
JAX00633597,7,26.139271
UNC12513467,7,26.153072
JAX00633605,7,26.168458
UNC12513680,7,26.17581
JAX00149420,7,26.179517
JAX00633610,7,26.183367
JAX00633612,7,26.185132
JAX00633614,7,26.185451
JAX00149423,7,26.214594
UNC12514173,7,26.217243
UNC12514337,7,26.237788
JAX00633617,7,26.24451
JAX00633619,7,26.250114
JAX00633626,7,26.272623
UNC12514662,7,26.273781
JAX00633638,7,26.304915
JAX00633643,7,26.322621
JAX00149431,7,26.344234
JAX00633646,7,26.352966
UNC12515093,7,26.360726
JAX00633649,7,26.362931
JAX00633650,7,26.363079
UNC12515314,7,26.386965
JAX00149437,7,26.414789
JAX00633652,7,26.420348
JAX00633653,7,26.420493
UNC12515815,7,26.425778
JAX00633657,7,26.429744
UNC070054688,7,26.436054
JAX00633659,7,26.448508
UNC12516045,7,26.450565
JAX00149440,7,26.457837
JAX00633663,7,26.476945
UNC12516545,7,26.49249
UNC12516629,7,26.505018
JAX00633669,7,26.551009
UNC12516988,7,26.55513
UNC12517525,7,26.597612
JAX00633672,7,26.607527
JAX00149452,7,26.617084
JAX00149453,7,26.617399
UNC12518025,7,26.637607
UNC12518352,7,26.658246
JAX00633677,7,26.667182
JAX00633681,7,26.672407
JAX00633682,7,26.672718
JAX00633683,7,26.672904
UNC12518780,7,26.693194
JAX00633685,7,26.706915
JAX00149461,7,26.731358
UNC12519613,7,26.767039
