#
# nrow 15860
# ncol 3
marker,chromosome,bp
JAX00482343,2,4.906327
UNC2490684,2,4.907561
JAX00482349,2,4.919499
JAX00482351,2,4.921778
UNC2491037,2,4.931527
JAX00090775,2,4.944955
UNC2491480,2,4.965383
JAX00482356,2,4.976086
JAX00482359,2,4.977713
JAX00482360,2,4.977829
JAX00482362,2,4.979434
JAX00090777,2,4.982873
UNC2491880,2,4.994888
JAX00215427,2,5.013888
JAX00482365,2,5.018663
JAX00482366,2,5.018892
JAX00482371,2,5.019858
JAX00482373,2,5.029448
UNC2492492,2,5.030835
UNC2492946,2,5.056904
JAX00482376,2,5.068655
JAX00482377,2,5.070756
JAX00090783,2,5.072487
JAX00482380,2,5.076174
UNC2493329,2,5.078887
JAX00482389,2,5.086476
JAX00090785,2,5.101843
JAX00090786,2,5.102291
JAX00090787,2,5.106383
UNC2494094,2,5.125474
JAX00090790,2,5.143124
UNC2494736,2,5.160796
JAX00215431,2,5.168837
JAX00090792,2,5.183047
UNC2495151,2,5.186376
UNC2495569,2,5.219098
JAX00482410,2,5.222064
JAX00482413,2,5.226451
UNC2495921,2,5.24408
JAX00482417,2,5.249286
JAX00482418,2,5.257142
JAX00482419,2,5.257382
JAX00090797,2,5.261786
JAX00090798,2,5.262338
JAX00090800,2,5.287348
UNC2496693,2,5.299101
JAX00090801,2,5.3158
JAX00482422,2,5.324592
JAX00482425,2,5.339968
JAX00482426,2,5.341164
UNC2497423,2,5.343121
JAX00482428,2,5.345439
JAX00482430,2,5.349168
backupUNC020005207,2,5.373102
UNC2498431,2,5.400217
JAX00482437,2,5.404283
JAX00482442,2,5.411633
JAX00090809,2,5.412554
JAX00482446,2,5.429806
JAX00482447,2,5.429898
UNC2498976,2,5.433014
JAX00215437,2,5.439704
JAX00482450,2,5.455372
JAX00482453,2,5.465751
UNC2499421,2,5.465768
JAX00482458,2,5.485893
JAX00482460,2,5.490378
JAX00482462,2,5.511915
UNC2500051,2,5.512179
JAX00482467,2,5.514903
JAX00482468,2,5.514953
backupJAX00482470,2,5.515434
UNC2500441,2,5.536538
JAX00482475,2,5.572361
JAX00482476,2,5.572391
JAX00482479,2,5.581734
JAX00482480,2,5.590198
JAX00090823,2,5.592278
UNC2501218,2,5.592371
JAX00482484,2,5.603204
UNC2501565,2,5.621639
JAX00090824,2,5.625984
JAX00482489,2,5.659513
JAX00482490,2,5.65993
JAX00482492,2,5.660265
JAX00090831,2,5.689575
JAX00482498,2,5.693681
JAX00482499,2,5.704535
UNC2502735,2,5.715152
JAX00482505,2,5.721269
JAX00090833,2,5.742263
JAX00090835,2,5.759494
JAX00482510,2,5.794951
UNC2503705,2,5.805072
JAX00482511,2,5.807437
JAX00482512,2,5.807597
JAX00215447,2,5.823097
JAX00090841,2,5.83109
JAX00482515,2,5.831143
JAX00482516,2,5.833981
JAX00482517,2,5.834823
UNC2504191,2,5.841451
JAX00482519,2,5.855554
UNC2504669,2,5.873265
JAX00482523,2,5.88548
UNC020362379,2,5.886481
UNC2504884,2,5.889646
JAX00482525,2,5.919664
UNC2505315,2,5.926402
JAX00090848,2,5.943729
JAX00482529,2,5.944508
UNC2505670,2,5.964374
JAX00090852,2,5.982863
JAX00482531,2,5.994614
UNC2506365,2,6.027477
JAX00482532,2,6.029331
JAX00482533,2,6.029711
JAX00090858,2,6.049121
JAX00482537,2,6.055193
JAX00482538,2,6.059419
UNC2506901,2,6.060292
JAX00090859,2,6.074455
JAX00482542,2,6.087776
JAX00482544,2,6.08846
JAX00090860,2,6.101899
JAX00482546,2,6.107109
JAX00482548,2,6.122271
JAX00482549,2,6.123186
JAX00482553,2,6.14442
UNC2508416,2,6.151428
JAX00090863,2,6.152485
JAX00090864,2,6.152547
JAX00090865,2,6.153138
JAX00090866,2,6.186281
JAX00215453,2,6.189327
JAX00215454,2,6.18949
UNC2509229,2,6.20288
JAX00482560,2,6.205803
JAX00215455,2,6.224899
JAX00215456,2,6.224939
UNC2509730,2,6.230155
JAX00482566,2,6.254263
JAX00090873,2,6.263499
UNC2510239,2,6.274453
JAX00482568,2,6.274552
JAX00482571,2,6.282452
JAX00482572,2,6.289339
UNC2510582,2,6.298193
UNC2511168,2,6.337738
JAX00482579,2,6.344809
JAX00482581,2,6.345099
JAX00482582,2,6.347764
JAX00482583,2,6.348099
JAX00482584,2,6.353193
backupJAX00482585,2,6.354946
JAX00482587,2,6.380099
JAX00090881,2,6.383046
JAX00090882,2,6.38362
JAX00090883,2,6.383673
UNC2512096,2,6.398393
JAX00482594,2,6.445492
UNC2512954,2,6.459441
JAX00482597,2,6.483485
JAX00482600,2,6.491729
JAX00482601,2,6.492266
UNC2513327,2,6.49988
JAX00090890,2,6.508351
JAX00090892,2,6.51119
JAX00482603,2,6.522281
UNC2513566,2,6.526787
UNC2513769,2,6.541471
JAX00482610,2,6.567695
JAX00482611,2,6.569632
JAX00090896,2,6.56965
UNC2514134,2,6.57024
JAX00482613,2,6.575217
JAX00215461,2,6.589121
JAX00090900,2,6.618413
UNC2514798,2,6.618602
JAX00482616,2,6.628031
JAX00482619,2,6.631101
UNC2515191,2,6.657648
JAX00482624,2,6.665886
JAX00482625,2,6.666566
backupUNC020820163,2,6.670247
UNC2515959,2,6.70931
JAX00090909,2,6.737539
JAX00482631,2,6.770202
JAX00482632,2,6.787991
JAX00090912,2,6.788225
UNC2516793,2,6.805509
JAX00482635,2,6.815557
JAX00482637,2,6.824558
JAX00482641,2,6.871679
JAX00090918,2,6.88077
JAX00482647,2,6.891838
JAX00482650,2,6.919828
JAX00482653,2,6.927643
JAX00482659,2,6.946141
UNC020822186,2,6.954873
UNC2519048,2,6.971464
JAX00090928,2,6.976006
JAX00482663,2,6.977305
JAX00482664,2,6.980776
JAX00482672,2,7.021864
JAX00215473,2,7.023642
JAX00090932,2,7.075559
JAX00482683,2,7.098106
JAX00090937,2,7.103429
JAX00482685,2,7.116994
JAX00482686,2,7.117056
JAX00482689,2,7.13548
JAX00090939,2,7.145069
UNC2521801,2,7.155094
JAX00090941,2,7.182758
JAX00090943,2,7.185335
UNC2522862,2,7.249706
JAX00482703,2,7.253748
JAX00482704,2,7.261276
JAX00090949,2,7.265081
JAX00482707,2,7.286983
JAX00090950,2,7.292158
JAX00482709,2,7.311189
JAX00482710,2,7.31203
JAX00482712,2,7.343909
JAX00482716,2,7.386259
JAX00090958,2,7.386978
JAX00090959,2,7.422342
JAX00215485,2,7.423013
JAX00482724,2,7.427661
JAX00482728,2,7.433226
JAX00482733,2,7.454271
JAX00482747,2,7.500351
JAX00090966,2,7.500462
JAX00090967,2,7.500896
JAX00090973,2,7.621889
JAX00482757,2,7.636869
JAX00482758,2,7.651938
JAX00482763,2,7.66448
JAX00482768,2,7.733914
JAX00090988,2,7.827225
JAX00482778,2,7.850175
JAX00090991,2,7.862581
JAX00090992,2,7.902913
JAX00482785,2,7.903356
JAX00482788,2,7.909282
JAX00482790,2,7.92299
JAX00482795,2,7.949355
JAX00482804,2,7.967172
UNC2530653,2,8.014667
JAX00482813,2,8.036069
UNC020363105,2,8.069768
JAX00091004,2,8.077741
JAX00482816,2,8.078319
JAX00215502,2,8.078749
JAX00482818,2,8.079421
JAX00215505,2,8.167623
JAX00482827,2,8.206729
JAX00091016,2,8.222495
UNC2533908,2,8.241375
JAX00091019,2,8.264504
JAX00091020,2,8.264631
JAX00482833,2,8.2691
JAX00482835,2,8.27357
JAX00482836,2,8.278508
JAX00482837,2,8.278877
JAX00482838,2,8.304869
UNC2535070,2,8.350101
JAX00091028,2,8.386683
JAX00091031,2,8.420707
JAX00482849,2,8.460158
UNC020363465,2,8.485616
JAX00091037,2,8.509623
JAX00091038,2,8.510387
JAX00482853,2,8.510805
JAX00482855,2,8.511184
JAX00482856,2,8.511462
JAX00482857,2,8.511687
JAX00482858,2,8.555295
JAX00482862,2,8.557902
JAX00482866,2,8.562704
JAX00091048,2,8.625159
UNC2538571,2,8.625685
UNC2538884,2,8.654853
UNC2539258,2,8.690067
JAX00482873,2,8.693106
JAX00215518,2,8.693972
JAX00482877,2,8.698728
JAX00091053,2,8.703108
JAX00482880,2,8.703133
JAX00482884,2,8.704103
UNC2539510,2,8.722523
JAX00215521,2,8.72323
UNC2540251,2,8.772851
JAX00091060,2,8.780215
JAX00482888,2,8.786208
UNC2540465,2,8.792727
UNC020363748,2,8.810697
JAX00091062,2,8.819474
JAX00482898,2,8.821678
UNC2540847,2,8.826819
UNC2541204,2,8.850498
JAX00482900,2,8.88107
JAX00482904,2,8.884963
UNC2541673,2,8.892615
UNC2541928,2,8.914873
JAX00091072,2,8.944723
UNC2542367,2,8.959168
JAX00091075,2,8.973555
UNC2542718,2,8.997679
JAX00091076,2,9.012652
JAX00482926,2,9.044161
JAX00482927,2,9.044708
JAX00482931,2,9.058112
JAX00482932,2,9.059105
UNC2543532,2,9.061791
JAX00482933,2,9.066448
JAX00482934,2,9.070112
JAX00482940,2,9.07392
JAX00091083,2,9.098119
JAX00091084,2,9.098133
UNC2543884,2,9.101561
JAX00091085,2,9.142225
JAX00482942,2,9.142661
JAX00091087,2,9.142888
UNC2544580,2,9.16578
JAX00482946,2,9.178988
JAX00091091,2,9.207262
JAX00482960,2,9.210256
JAX00482961,2,9.210644
UNC2545642,2,9.234588
JAX00091093,2,9.240157
JAX00482963,2,9.258398
UNC020006990,2,9.277362
UNC2546273,2,9.278068
JAX00482972,2,9.278719
JAX00091097,2,9.301782
JAX00482977,2,9.310698
JAX00215535,2,9.320754
JAX00215536,2,9.32083
UNC2547203,2,9.336306
JAX00091102,2,9.346159
UNC2547700,2,9.370029
JAX00482995,2,9.382281
UNC2547968,2,9.39252
JAX00091105,2,9.399441
JAX00091107,2,9.418129
JAX00482999,2,9.42476
JAX00483000,2,9.425056
JAX00483003,2,9.426323
JAX00483004,2,9.426574
JAX00483005,2,9.426966
JAX00483006,2,9.42729
UNC2548697,2,9.439678
UNC2549110,2,9.469531
JAX00091110,2,9.471167
backupUNC020365091,2,9.476096
JAX00091113,2,9.496095
UNC2549643,2,9.501872
JAX00483029,2,9.542657
UNC2550331,2,9.54764
UNC2550506,2,9.559131
JAX00483033,2,9.559862
JAX00091119,2,9.590576
JAX00483035,2,9.593234
UNC2551069,2,9.605532
JAX00483037,2,9.620501
JAX00483040,2,9.628059
UNC2551571,2,9.639323
JAX00483041,2,9.642111
JAX00091124,2,9.656801
JAX00091125,2,9.657246
JAX00091126,2,9.657284
UNC2552144,2,9.674858
JAX00091127,2,9.705091
JAX00483055,2,9.70561
UNC2552718,2,9.707527
JAX00091129,2,9.709345
JAX00483060,2,9.727311
UNC2553197,2,9.74335
JAX00091130,2,9.743648
JAX00483067,2,9.748992
JAX00483069,2,9.75228
UNC020007086,2,9.765883
JAX00483070,2,9.766445
UNC2553771,2,9.784091
JAX00483077,2,9.79434
JAX00483079,2,9.794958
UNC2553991,2,9.811848
JAX00091136,2,9.822731
UNC2554371,2,9.845666
JAX00483091,2,9.846407
JAX00091139,2,9.86367
JAX00091140,2,9.863742
JAX00483092,2,9.863937
JAX00091141,2,9.86761
UNC2554709,2,9.880608
JAX00483096,2,9.880873
JAX00215548,2,9.894573
JAX00483098,2,9.911512
UNC2555023,2,9.913579
UNC2555368,2,9.946121
JAX00483106,2,9.957335
JAX00483111,2,9.961863
JAX00091149,2,9.992641
JAX00091150,2,9.992674
UNC2556003,2,9.994122
JAX00091152,2,10.024276
JAX00483122,2,10.046234
UNC2556949,2,10.046847
JAX00483125,2,10.053633
JAX00483134,2,10.064168
UNC2557713,2,10.084567
JAX00483136,2,10.088855
JAX00483140,2,10.096062
JAX00483141,2,10.096186
JAX00483142,2,10.096883
JAX00091158,2,10.105276
JAX00483148,2,10.136713
JAX00483151,2,10.136988
JAX00483153,2,10.171533
JAX00091163,2,10.174635
JAX00483156,2,10.175848
JAX00483162,2,10.199515
JAX00091167,2,10.23188
JAX00091168,2,10.238155
JAX00483171,2,10.246702
UNC2560980,2,10.252187
JAX00483178,2,10.252629
JAX00215561,2,10.263301
JAX00483179,2,10.267807
JAX00483181,2,10.272417
JAX00483182,2,10.274443
JAX00483191,2,10.292759
JAX00091174,2,10.31463
JAX00483198,2,10.320011
JAX00091175,2,10.351318
UNC2562331,2,10.351596
JAX00483208,2,10.355402
JAX00091179,2,10.368512
JAX00091180,2,10.368766
JAX00483209,2,10.37236
JAX00483211,2,10.375575
UNC2562750,2,10.388678
JAX00483213,2,10.390582
JAX00215566,2,10.434632
JAX00483215,2,10.446731
UNC2563077,2,10.456448
JAX00483226,2,10.487215
JAX00483229,2,10.48777
JAX00483231,2,10.488616
JAX00091188,2,10.507472
JAX00091189,2,10.513171
UNC2564037,2,10.527832
JAX00483236,2,10.532258
JAX00091192,2,10.563347
JAX00091193,2,10.572584
JAX00483239,2,10.57273
JAX00483242,2,10.573107
UNC2564605,2,10.574892
JAX00483243,2,10.576436
UNC2564981,2,10.595567
JAX00091196,2,10.619844
UNC2565361,2,10.631582
JAX00483249,2,10.63483
JAX00483250,2,10.63548
JAX00483253,2,10.64041
JAX00483256,2,10.658702
JAX00483257,2,10.658839
JAX00483258,2,10.66417
JAX00215572,2,10.66811
JAX00215573,2,10.66818
UNC2566395,2,10.695649
JAX00483264,2,10.715628
UNC2566916,2,10.719354
JAX00483270,2,10.721123
JAX00091206,2,10.746194
JAX00091207,2,10.746223
UNC2567717,2,10.768628
JAX00091210,2,10.790706
JAX00483279,2,10.79548
UNC2568238,2,10.795854
JAX00483287,2,10.804716
JAX00483289,2,10.808117
JAX00483290,2,10.814956
JAX00483291,2,10.816101
JAX00483292,2,10.816374
JAX00091212,2,10.816939
JAX00091213,2,10.822736
UNC2568647,2,10.8264
JAX00483299,2,10.851758
JAX00091214,2,10.85883
JAX00483304,2,10.860381
UNC2569185,2,10.863001
UNC2569719,2,10.897806
JAX00483314,2,10.928402
JAX00483315,2,10.928512
JAX00483316,2,10.929084
backupUNC020008953,2,10.930993
JAX00483317,2,10.933153
JAX00483318,2,10.933401
UNC2570505,2,10.934097
JAX00091225,2,10.965847
JAX00483322,2,10.999308
JAX00215581,2,11.005414
JAX00483323,2,11.015614
JAX00483325,2,11.016584
JAX00483328,2,11.017915
UNC2572150,2,11.036483
JAX00215582,2,11.037435
JAX00091228,2,11.039023
UNC2572547,2,11.069074
JAX00091231,2,11.07012
JAX00483340,2,11.087746
JAX00091232,2,11.097349
UNC2573166,2,11.111311
UNC2573980,2,11.166014
JAX00483350,2,11.178107
JAX00483353,2,11.179334
JAX00483356,2,11.179999
JAX00215583,2,11.189412
JAX00483357,2,11.189602
JAX00483358,2,11.198497
UNC2574595,2,11.20647
JAX00091242,2,11.220015
JAX00215586,2,11.2214
JAX00483360,2,11.233649
UNC2575189,2,11.240905
UNC2575564,2,11.277807
JAX00483364,2,11.282707
JAX00091248,2,11.313689
UNC2576730,2,11.34338
JAX00091252,2,11.3496
JAX00483375,2,11.362479
JAX00091253,2,11.374015
JAX00483379,2,11.397035
JAX00483382,2,11.403718
JAX00483384,2,11.406572
JAX00483391,2,11.412055
UNC2578179,2,11.44829
UNC2578639,2,11.481968
JAX00483409,2,11.519886
UNC2579647,2,11.549988
JAX00483411,2,11.559315
JAX00483414,2,11.569016
UNC2580163,2,11.58313
JAX00215594,2,11.59308
JAX00483417,2,11.598644
JAX00483420,2,11.603519
JAX00483421,2,11.603642
JAX00483424,2,11.615178
JAX00483425,2,11.615193
JAX00483430,2,11.634224
JAX00483431,2,11.640448
UNC2581097,2,11.641399
JAX00483432,2,11.642201
JAX00483433,2,11.643728
JAX00091274,2,11.654982
JAX00483435,2,11.668876
JAX00483436,2,11.669057
JAX00483437,2,11.683406
UNC2581492,2,11.686071
JAX00483439,2,11.686765
JAX00483441,2,11.697615
JAX00483446,2,11.706559
JAX00483447,2,11.70949
JAX00483450,2,11.711821
UNC2581866,2,11.712553
JAX00483452,2,11.712633
UNC2582189,2,11.764599
JAX00091283,2,11.79114
JAX00483457,2,11.79136
JAX00483463,2,11.84232
JAX00483464,2,11.843058
UNC2583110,2,11.843491
JAX00483468,2,11.891552
JAX00483469,2,11.891572
JAX00483473,2,11.89523
JAX00091293,2,11.89529
JAX00483475,2,11.931864
JAX00483476,2,11.933531
UNC2584596,2,11.933868
JAX00483478,2,11.938268
JAX00483479,2,11.938483
JAX00091295,2,11.941274
JAX00091296,2,11.941611
UNC2585175,2,11.957013
JAX00483484,2,11.964248
JAX00483485,2,11.964413
JAX00483489,2,11.968397
JAX00483490,2,11.972877
UNC2585520,2,11.974112
JAX00483492,2,11.974644
JAX00483495,2,11.977286
JAX00091300,2,11.987715
JAX00483498,2,11.98899
UNC2586034,2,12.006455
JAX00091302,2,12.016115
JAX00483504,2,12.029123
JAX00483505,2,12.029241
JAX00483507,2,12.035156
JAX00483508,2,12.039248
JAX00483510,2,12.04593
JAX00483511,2,12.049046
UNC2586969,2,12.057397
JAX00483513,2,12.059596
UNC2587542,2,12.098609
UNC2587898,2,12.121581
JAX00483517,2,12.122366
JAX00483519,2,12.12737
UNC2588702,2,12.159976
UNC2589143,2,12.180832
JAX00483524,2,12.183827
JAX00483532,2,12.214648
JAX00091316,2,12.21782
JAX00483537,2,12.218225
UNC2589742,2,12.218958
JAX00091321,2,12.263261
JAX00483538,2,12.263644
JAX00483541,2,12.276319
JAX00483542,2,12.27775
JAX00091322,2,12.286802
UNC2590872,2,12.297978
JAX00483547,2,12.312634
JAX00483554,2,12.321945
UNC2591167,2,12.326093
JAX00091326,2,12.343128
UNC2591479,2,12.363603
UNC2591891,2,12.393788
JAX00483560,2,12.403308
JAX00091332,2,12.426047
UNC2592332,2,12.429932
JAX00483574,2,12.457367
JAX00483575,2,12.457413
JAX00483579,2,12.476611
JAX00483582,2,12.483371
JAX00091339,2,12.505617
JAX00483585,2,12.506108
JAX00483589,2,12.525162
UNC2593326,2,12.532322
UNC2593491,2,12.574922
UNC2593741,2,12.602962
UNC2594189,2,12.63403
JAX00483598,2,12.650438
JAX00483599,2,12.662643
UNC2594676,2,12.667208
JAX00483600,2,12.66903
JAX00483601,2,12.669976
JAX00483604,2,12.68707
JAX00483606,2,12.697241
JAX00483609,2,12.698338
JAX00215619,2,12.719746
JAX00483611,2,12.738609
JAX00091355,2,12.761557
JAX00091357,2,12.761813
UNC2595969,2,12.770668
JAX00091358,2,12.783283
JAX00091359,2,12.784269
JAX00091360,2,12.78518
UNC2596414,2,12.801386
JAX00483616,2,12.812255
JAX00483617,2,12.812433
JAX00483618,2,12.812466
JAX00483620,2,12.814244
JAX00091361,2,12.816659
JAX00483622,2,12.819152
JAX00483628,2,12.853936
UNC2597470,2,12.870764
JAX00483632,2,12.901031
JAX00091367,2,12.901835
JAX00091368,2,12.902123
JAX00091369,2,12.902194
UNC2598046,2,12.913448
JAX00483633,2,12.921693
JAX00483636,2,12.926443
JAX00483637,2,12.926616
UNC2598265,2,12.934792
UNC2598666,2,12.978703
JAX00483639,2,12.992344
JAX00483645,2,12.998246
JAX00483654,2,13.027684
JAX00483657,2,13.049609
JAX00483660,2,13.05165
JAX00483663,2,13.053215
JAX00483665,2,13.067556
UNC2599844,2,13.077834
JAX00091383,2,13.112425
JAX00091384,2,13.112583
backupJAX00483666,2,13.112856
JAX00483668,2,13.120899
JAX00483669,2,13.124447
JAX00483671,2,13.125614
JAX00483674,2,13.128615
JAX00483678,2,13.134913
JAX00091385,2,13.145662
UNC2600629,2,13.145994
JAX00483689,2,13.153145
JAX00483690,2,13.162609
JAX00483691,2,13.17537
JAX00483692,2,13.175696
JAX00091388,2,13.183042
JAX00483693,2,13.1975
UNC2601602,2,13.210846
JAX00483700,2,13.234035
JAX00483702,2,13.244371
UNC2602270,2,13.246315
JAX00483712,2,13.300411
JAX00091397,2,13.302449
JAX00091399,2,13.305396
UNC2603382,2,13.316092
UNC2603672,2,13.33331
JAX00483719,2,13.34641
JAX00215636,2,13.348664
JAX00091402,2,13.357845
JAX00483721,2,13.360151
JAX00483722,2,13.360631
UNC2604752,2,13.41806
JAX00483735,2,13.428368
UNC2605121,2,13.451949
JAX00091411,2,13.473328
UNC2605306,2,13.480787
JAX00483744,2,13.507988
JAX00483747,2,13.513146
UNC2605774,2,13.521127
JAX00483750,2,13.524278
JAX00483751,2,13.527589
UNC2606041,2,13.5542
JAX00091416,2,13.554495
JAX00483754,2,13.565173
UNC2606329,2,13.609043
JAX00483756,2,13.613663
JAX00483757,2,13.613683
JAX00091423,2,13.623355
backupJAX00215642,2,13.636572
JAX00483758,2,13.636663
JAX00483759,2,13.642189
JAX00483761,2,13.642598
JAX00483765,2,13.64774
JAX00483768,2,13.655954
JAX00091424,2,13.664146
UNC2607370,2,13.675443
JAX00483772,2,13.679135
JAX00483779,2,13.698088
JAX00091427,2,13.703024
JAX00091428,2,13.703341
UNC2608069,2,13.716945
JAX00483782,2,13.739187
JAX00091431,2,13.741896
UNC2608539,2,13.758443
JAX00483786,2,13.779173
UNC2609184,2,13.800327
JAX00091438,2,13.812766
UNC2609608,2,13.828695
JAX00483789,2,13.846781
UNC2609906,2,13.856856
JAX00091440,2,13.857073
UNC2610362,2,13.89655
JAX00483797,2,13.901217
UNC2610958,2,13.928045
JAX00091445,2,13.930083
JAX00091446,2,13.930143
UNC2611282,2,13.96223
JAX00483799,2,13.962851
JAX00483802,2,13.967026
JAX00483804,2,13.968833
JAX00483805,2,13.969071
JAX00483807,2,13.991497
JAX00091451,2,14.011995
JAX00091452,2,14.012048
JAX00483809,2,14.028561
JAX00483811,2,14.050048
JAX00091455,2,14.054204
UNC2612112,2,14.063463
JAX00091456,2,14.070846
UNC2612481,2,14.096405
JAX00483816,2,14.100887
JAX00483822,2,14.128459
JAX00483826,2,14.130551
JAX00483827,2,14.131302
JAX00483832,2,14.139746
UNC2613535,2,14.155341
JAX00091463,2,14.19397
JAX00483840,2,14.197394
UNC2614353,2,14.197997
JAX00091468,2,14.227204
UNC2614687,2,14.234183
UNC2615114,2,14.257858
JAX00483847,2,14.287206
JAX00483849,2,14.309488
JAX00483850,2,14.311302
UNC2615773,2,14.312389
JAX00483854,2,14.321747
JAX00483855,2,14.322038
UNC2616175,2,14.329869
JAX00483858,2,14.344379
JAX00091478,2,14.38304
JAX00091479,2,14.383248
UNC2617431,2,14.403576
UNC2618111,2,14.453262
JAX00091485,2,14.46624
JAX00215655,2,14.46911
UNC2618356,2,14.471521
JAX00215656,2,14.472437
JAX00215657,2,14.472565
JAX00483869,2,14.47316
UNC2618650,2,14.506727
JAX00091489,2,14.511156
UNC2618895,2,14.535738
JAX00091491,2,14.542944
JAX00091492,2,14.544129
JAX00215658,2,14.554277
JAX00215659,2,14.554393
JAX00215660,2,14.554539
JAX00483877,2,14.569998
JAX00483877_b,2,14.570004
JAX00483878,2,14.570075
JAX00483880,2,14.574272
