#
# nrow 11155
# ncol 3
marker,chromosome,bp
UNC19000946,11,4.796547
JAX00302883,11,4.823622
JAX00302885,11,4.825705
JAX00023917,11,4.831349
JAX00302891,11,4.831689
JAX00023918,11,4.849158
JAX00023919,11,4.849544
JAX00023920,11,4.866378
UNC19001625,11,4.868924
JAX00302894,11,4.886529
JAX00302895,11,4.886593
UNC19001887,11,4.893644
JAX00023923,11,4.89661
UNC19002226,11,4.92718
JAX00023924,11,4.93024
UNC19002506,11,4.955722
UNC19002666,11,4.988983
JAX00302915,11,5.006588
UNC19002862,11,5.02126
UNC19003210,11,5.057534
JAX00023935,11,5.076123
UNC19003496,11,5.092135
JAX00302928,11,5.092293
UNC19003648,11,5.106562
JAX00302936,11,5.108826
JAX00023942,11,5.178094
UNC19004230,11,5.178909
JAX00023943,11,5.181392
JAX00302946,11,5.182759
UNC19004405,11,5.209353
JAX00023946,11,5.213336
JAX00023947,11,5.214364
UNC19004575,11,5.240535
JAX00023948,11,5.241604
JAX00302955,11,5.258648
JAX00023949,11,5.260962
UNC19004651,11,5.261115
JAX00023950,11,5.272354
JAX00023952,11,5.291125
JAX00302959,11,5.291632
JAX00302960,11,5.294049
JAX00302962,11,5.300377
JAX00023953,11,5.302037
JAX00023954,11,5.322349
JAX00302966,11,5.327092
UNC19004988,11,5.328783
JAX00023956,11,5.342869
JAX00302973,11,5.365866
UNC19005332,11,5.368296
UNC19005983,11,5.43415
JAX00023961,11,5.438254
JAX00302980,11,5.44705
UNC19006176,11,5.463238
JAX00023964,11,5.477031
UNC19006384,11,5.481521
JAX00302990,11,5.484204
JAX00302993,11,5.48962
JAX00023968,11,5.490584
JAX00302996,11,5.505441
JAX00302998,11,5.507338
UNC19006976,11,5.520996
JAX00023969,11,5.537467
JAX00303004,11,5.538473
JAX00303006,11,5.538629
UNC19007335,11,5.546061
JAX00303008,11,5.549021
JAX00023970,11,5.549698
UNC19007656,11,5.576486
JAX00023974,11,5.585
UNC19008219,11,5.628197
JAX00023977,11,5.629443
JAX00303011,11,5.63011
JAX00303014,11,5.634251
JAX00303016,11,5.638453
JAX00197223,11,5.654754
UNC19008421,11,5.656279
JAX00023978,11,5.656762
JAX00023981,11,5.684114
JAX00023982,11,5.68465
JAX00023983,11,5.705988
UNC19009169,11,5.724945
JAX00023985,11,5.72576
JAX00303038,11,5.741541
UNC19009427,11,5.74413
JAX00303044,11,5.763311
UNC19009896,11,5.789658
JAX00023989,11,5.790673
JAX00303052,11,5.79902
UNC19010021,11,5.800138
JAX00303058,11,5.804581
JAX00303060,11,5.825876
UNC19010189,11,5.846166
JAX00023993,11,5.853727
JAX00023995,11,5.879113
UNC19010416,11,5.879792
JAX00303067,11,5.891658
JAX00303069,11,5.915441
JAX00303070,11,5.91549
JAX00303074,11,5.926848
UNC19011005,11,5.939224
JAX00024001,11,5.9506
UNC19011215,11,5.957278
JAX00303084,11,5.959138
JAX00024005,11,6.006516
UNC19011636,11,6.00738
JAX00303092,11,6.024125
UNC19011743,11,6.028502
JAX00303093,11,6.034779
JAX00024008,11,6.040555
JAX00303096,11,6.053942
JAX00303097,11,6.053994
UNC19011884,11,6.057963
JAX00197234,11,6.059233
JAX00303103,11,6.071025
UNC19012055,11,6.081828
JAX00024012,11,6.100573
UNC19012239,11,6.112477
UNC19012419,11,6.143343
UNC110563185,11,6.169806
UNC19012588,11,6.173243
JAX00024020,11,6.21048
JAX00024022,11,6.221723
JAX00303123,11,6.222096
JAX00303125,11,6.223692
UNC19012937,11,6.224342
JAX00303126,11,6.226783
UNC19013130,11,6.250072
JAX00024023,11,6.252336
JAX00303128,11,6.266722
JAX00303131,11,6.270901
UNC19013461,11,6.287632
JAX00303138,11,6.294478
UNC19013504,11,6.296893
JAX00303139,11,6.296998
JAX00024027,11,6.303615
JAX00303142,11,6.3199
JAX00303143,11,6.322937
JAX00024030,11,6.328699
UNC19013824,11,6.330646
UNC19014071,11,6.367445
JAX00024033,11,6.370625
JAX00303149,11,6.380577
JAX00303150,11,6.380825
JAX00303151,11,6.380927
JAX00197243,11,6.384973
JAX00024036,11,6.406475
JAX00024037,11,6.408113
JAX00303157,11,6.408364
JAX00303158,11,6.409425
JAX00303159,11,6.41656
UNC19014590,11,6.430992
JAX00024038,11,6.453308
JAX00024039,11,6.454699
backupJAX00024040,11,6.461527
JAX00303168,11,6.482398
JAX00024041,11,6.483086
JAX00303171,11,6.486854
JAX00303174,11,6.497807
UNC19015418,11,6.506371
JAX00303185,11,6.518473
UNC19015569,11,6.521263
UNC19015832,11,6.554455
JAX00197245,11,6.570631
JAX00303200,11,6.571412
JAX00303201,11,6.586697
JAX00303202,11,6.588999
UNC19016155,11,6.594975
JAX00197247,11,6.602038
UNC19016438,11,6.626472
UNC19016786,11,6.671423
UNC19016840,11,6.675325
JAX00024053,11,6.675484
JAX00303220,11,6.68172
JAX00303221,11,6.682224
JAX00024056,11,6.682239
JAX00303227,11,6.702772
UNC19017246,11,6.724343
JAX00303229,11,6.725565
UNC110004099,11,6.733367
JAX00303262,11,6.8028
JAX00024065,11,6.820411
JAX00303269,11,6.826212
UNC19018757,11,6.826402
JAX00303271,11,6.826577
JAX00303276,11,6.853375
JAX00303277,11,6.853437
JAX00303282,11,6.863716
JAX00303285,11,6.864724
JAX00024069,11,6.864924
JAX00024071,11,6.898332
UNC19020032,11,6.918185
JAX00303298,11,6.920591
UNC19020728,11,6.962137
JAX00303311,11,6.982194
JAX00303316,11,6.984518
backupJAX00303322,11,6.988399
JAX00303326,11,7.000268
JAX00024080,11,7.000916
JAX00303330,11,7.002916
JAX00303331,11,7.003901
JAX00303333,11,7.005989
JAX00024082,11,7.012608
JAX00303337,11,7.013297
B6_rs3668599,11,7.030169
JAX00197257,11,7.053647
JAX00303344,11,7.060286
JAX00303349,11,7.071189
JAX00303357,11,7.0865
UNC19022757,11,7.091117
JAX00303361,11,7.091382
JAX00024090,11,7.123577
JAX00197261,11,7.147959
JAX00024092,11,7.180566
JAX00303367,11,7.182347
JAX00303368,11,7.182976
JAX00303370,11,7.18318
JAX00303371,11,7.183574
JAX00303372,11,7.183637
JAX00024094,11,7.188213
JAX00024096,11,7.219544
JAX00303381,11,7.259187
JAX00303382,11,7.261803
JAX00303386,11,7.262994
JAX00303388,11,7.272254
JAX00303390,11,7.27252
JAX00024099,11,7.27337
JAX00197263,11,7.273965
JAX00303394,11,7.27867
JAX00303395,11,7.278861
JAX00303400,11,7.279782
JAX00303401,11,7.289084
JAX00303402,11,7.294337
JAX00303417,11,7.330527
JAX00303420,11,7.333102
JAX00303421,11,7.333526
UNC19026450,11,7.335536
JAX00303426,11,7.338037
JAX00303427,11,7.33836
JAX00303430,11,7.349422
JAX00024106,11,7.358196
JAX00024108,11,7.367352
JAX00197267,11,7.394475
JAX00024109,11,7.39654
JAX00303432,11,7.396865
JAX00303435,11,7.407008
JAX00303439,11,7.415692
JAX00303441,11,7.421323
JAX00197269,11,7.441799
JAX00024115,11,7.470295
UNC19028669,11,7.483132
JAX00303458,11,7.49297
JAX00303462,11,7.512262
JAX00303463,11,7.515142
JAX00024119,11,7.529501
JAX00303469,11,7.529844
JAX00303472,11,7.550198
JAX00303473,11,7.553171
JAX00024121,11,7.553204
JAX00303475,11,7.566403
JAX00303476,11,7.566451
JAX00303482,11,7.568989
JAX00303483,11,7.570395
JAX00303489,11,7.605952
JAX00303490,11,7.606003
JAX00303491,11,7.606085
JAX00303492,11,7.623393
JAX00303493,11,7.623563
JAX00303494,11,7.632534
JAX00303495,11,7.634471
JAX00024127,11,7.638579
UNC19030936,11,7.657872
JAX00024130,11,7.660646
UNC19031647,11,7.71117
JAX00024134,11,7.731203
JAX00303515,11,7.732134
JAX00303516,11,7.757266
JAX00303520,11,7.762144
JAX00303525,11,7.815518
JAX00197280,11,7.832394
JAX00197281,11,7.837241
JAX00024143,11,7.851631
JAX00303537,11,7.87549
JAX00303538,11,7.876748
UNC19033721,11,7.890731
JAX00303546,11,7.903796
JAX00303547,11,7.903827
JAX00024146,11,7.908816
JAX00303559,11,7.940454
JAX00024150,11,7.940673
JAX00024151,11,7.944367
JAX00303563,11,7.962155
JAX00024153,11,7.971848
JAX00303565,11,7.975319
JAX00303568,11,7.975382
JAX00303569,11,7.984379
UNC19034954,11,7.984513
JAX00303578,11,8.045119
JAX00303579,11,8.046878
JAX00303581,11,8.0734
JAX00024162,11,8.100375
JAX00024163,11,8.101974
JAX00303590,11,8.110408
JAX00303591,11,8.111565
UNC19037232,11,8.141912
JAX00303599,11,8.167374
JAX00024169,11,8.183454
JAX00024172,11,8.210206
JAX00197292,11,8.235429
JAX00024174,11,8.244787
JAX00024175,11,8.257426
UNC19039019,11,8.275477
JAX00303603,11,8.281729
JAX00024176,11,8.28231
JAX00303604,11,8.28302
JAX00303607,11,8.29103
JAX00303608,11,8.29404
JAX00303610,11,8.296209
UNC19039867,11,8.33468
JAX00303616,11,8.352296
JAX00024181,11,8.359105
UNC19040497,11,8.369057
JAX00024182,11,8.37822
JAX00303623,11,8.386602
JAX00303625,11,8.390257
JAX00303627,11,8.397586
JAX00303628,11,8.398168
JAX00303629,11,8.398375
JAX00303630,11,8.406731
UNC19041208,11,8.407082
JAX00303636,11,8.431804
JAX00303637,11,8.432021
JAX00303641,11,8.432545
UNC19041786,11,8.435124
UNC19041999,11,8.444913
UNC19042369,11,8.462461
JAX00303651,11,8.476021
JAX00303656,11,8.479703
JAX00303660,11,8.483841
UNC19043066,11,8.497249
UNC19043401,11,8.518879
UNC19043565,11,8.531948
JAX00024194,11,8.544835
JAX00197302,11,8.55396
UNC19043991,11,8.557055
JAX00197303,11,8.55868
UNC19044241,11,8.572259
JAX00024198,11,8.574577
JAX00303676,11,8.574594
UNC19044550,11,8.590932
UNC19044781,11,8.604364
JAX00024201,11,8.617557
UNC19045380,11,8.647553
JAX00024204,11,8.661492
JAX00303677,11,8.664751
UNC19045570,11,8.665527
UNC19046035,11,8.686244
JAX00024205,11,8.691646
JAX00303679,11,8.691885
JAX00303680,11,8.693266
JAX00303684,11,8.695311
UNC19046363,11,8.702473
JAX00303688,11,8.70384
UNC19046581,11,8.713973
JAX00303692,11,8.727159
UNC19046939,11,8.733147
UNC19047186,11,8.750011
UNC19047694,11,8.774151
JAX00303698,11,8.786289
JAX00024211,11,8.786437
JAX00303700,11,8.787013
UNC19047951,11,8.788231
JAX00303702,11,8.789413
UNC19048306,11,8.803997
JAX00303705,11,8.818768
JAX00303706,11,8.818846
UNC19049023,11,8.851316
UNC19049167,11,8.858703
JAX00197312,11,8.864943
UNC19049605,11,8.878792
JAX00303711,11,8.884379
JAX00303714,11,8.895319
UNC19049919,11,8.897016
JAX00024222,11,8.91832
UNC19050294,11,8.919274
UNC19050597,11,8.932632
JAX00024225,11,8.942562
UNC110635484,11,8.949579
UNC19050874,11,8.951711
JAX00024226,11,8.966501
JAX00303723,11,8.974638
UNC19051216,11,8.976658
UNC19051318,11,8.991002
JAX00024228,11,8.993257
UNC19051538,11,9.013214
JAX00024229,11,9.023931
JAX00024230,11,9.024037
JAX00303724,11,9.024201
JAX00024231,11,9.025958
UNC19051789,11,9.033969
JAX00024232,11,9.06546
JAX00303739,11,9.073441
JAX00303743,11,9.08192
JAX00303744,11,9.082539
JAX00303746,11,9.083612
JAX00303748,11,9.086824
JAX00197316,11,9.093624
JAX00197318,11,9.093905
UNC19052890,11,9.104948
JAX00303750,11,9.115644
JAX00303751,11,9.117435
JAX00303753,11,9.121287
UNC19053280,11,9.129439
UNC19053972,11,9.171148
JAX00303757,11,9.178034
JAX00303758,11,9.178091
JAX00197322,11,9.202844
UNC19054409,11,9.210957
JAX00303759,11,9.214293
JAX00303761,11,9.21743
JAX00303763,11,9.218112
UNC19055180,11,9.25583
UNC19055538,11,9.294091
JAX00303774,11,9.303607
JAX00024252,11,9.312373
JAX00303780,11,9.334597
backupUNC110245369,11,9.339967
JAX00024253,11,9.340688
JAX00303782,11,9.351286
JAX00024256,11,9.362489
JAX00024257,11,9.381274
UNC19056716,11,9.383347
UNC19056857,11,9.404811
JAX00024261,11,9.418451
JAX00303786,11,9.441987
JAX00303792,11,9.446684
UNC19057642,11,9.455365
JAX00024262,11,9.466745
JAX00024265,11,9.496622
JAX00303802,11,9.49684
UNC19058452,11,9.499784
JAX00024269,11,9.538301
JAX00303805,11,9.538466
JAX00024273,11,9.582045
UNC19060097,11,9.583218
JAX00303808,11,9.587045
JAX00303809,11,9.591855
UNC19060374,11,9.597928
JAX00303814,11,9.60071
JAX00187445,11,9.60085
JAX00303815,11,9.606687
JAX00024274,11,9.616173
JAX00024275,11,9.616438
JAX00303819,11,9.618132
JAX00303822,11,9.622576
JAX00024276,11,9.62611
UNC19061070,11,9.642182
JAX00024278,11,9.651098
JAX00303830,11,9.653731
UNC19061464,11,9.679749
UNC110010657,11,9.688034
JAX00024282,11,9.716913
JAX00303833,11,9.716985
JAX00303838,11,9.721028
JAX00303842,11,9.728304
JAX00024283,11,9.746991
JAX00024284,11,9.747535
JAX00024285,11,9.748123
JAX00024287,11,9.766038
JAX00303854,11,9.767838
JAX00303855,11,9.767944
JAX00303858,11,9.805611
JAX00303862,11,9.81067
UNC19064571,11,9.830728
JAX00024293,11,9.860246
UNC19065101,11,9.867061
JAX00024296,11,9.902551
JAX00024297,11,9.907147
JAX00303872,11,9.909703
UNC19065994,11,9.918269
JAX00303880,11,9.968548
JAX00197345,11,9.971294
UNC19067240,11,9.973897
JAX00024301,11,9.979832
JAX00024302,11,9.984729
JAX00303882,11,9.987899
JAX00024303,11,9.996073
UNC19067793,11,10.004616
JAX00303885,11,10.024947
JAX00303886,11,10.02648
JAX00303888,11,10.027789
backupUNC110643057,11,10.038274
JAX00303893,11,10.042331
JAX00024307,11,10.056042
UNC19069016,11,10.057982
UNC19069346,11,10.089125
JAX00303905,11,10.128619
JAX00024315,11,10.141749
JAX00303907,11,10.142227
JAX00303908,11,10.143036
JAX00024317,11,10.181458
JAX00024318,11,10.181881
UNC19071259,11,10.216192
JAX00024320,11,10.218052
JAX00303912,11,10.218108
JAX00303918,11,10.226959
backupUNC111446928,11,10.250021
UNC19072079,11,10.253447
JAX00024323,11,10.26941
JAX00024324,11,10.269453
JAX00303920,11,10.269526
JAX00303921,11,10.269991
JAX00303923,11,10.271081
JAX00303926,11,10.307229
JAX00303927,11,10.30808
JAX00303929,11,10.325823
JAX00024330,11,10.347407
UNC19073349,11,10.369044
JAX00024336,11,10.416596
UNC19074003,11,10.417894
JAX00303931,11,10.422756
JAX00303932,11,10.428213
UNC19074609,11,10.451326
JAX00024339,11,10.456355
JAX00303942,11,10.477581
UNC19075205,11,10.489985
JAX00024341,11,10.508761
UNC19076532,11,10.580523
UNC19076846,11,10.608693
JAX00303955,11,10.620254
JAX00024350,11,10.620365
UNC19077597,11,10.649327
UNC19078056,11,10.687492
JAX00303958,11,10.696295
JAX00024355,11,10.698123
JAX00303960,11,10.698197
JAX00303962,11,10.699188
JAX00303963,11,10.700258
JAX00303964,11,10.700608
JAX00303965,11,10.701259
JAX00303968,11,10.733005
JAX00303969,11,10.733399
UNC19078817,11,10.735118
JAX00024358,11,10.738146
JAX00303970,11,10.740262
UNC19079262,11,10.769228
JAX00303973,11,10.78592
UNC19079544,11,10.802682
JAX00303977,11,10.810721
JAX00303978,11,10.817086
JAX00197360,11,10.817598
JAX00197361,11,10.817653
JAX00303979,11,10.820489
JAX00303980,11,10.821222
UNC19080247,11,10.855973
JAX00303983,11,10.877404
JAX00303984,11,10.879558
JAX00303987,11,10.882763
JAX00303989,11,10.886333
UNC19080517,11,10.886644
JAX00024371,11,10.903789
UNC19081256,11,10.931966
JAX00024375,11,10.951054
JAX00303997,11,10.959832
UNC19081632,11,10.965805
JAX00024378,11,10.989713
UNC19082169,11,11.01318
JAX00304001,11,11.019185
JAX00304002,11,11.02357
JAX00304005,11,11.028654
backupUNC110247845,11,11.033281
UNC19082590,11,11.052442
JAX00304009,11,11.052606
JAX00304013,11,11.071521
JAX00187446,11,11.071621
JAX00304014,11,11.075574
UNC19083219,11,11.082041
JAX00304015,11,11.092132
JAX00024385,11,11.095447
JAX00304016,11,11.099767
UNC19083959,11,11.118536
UNC19084748,11,11.159667
JAX00304019,11,11.168719
JAX00304022,11,11.171268
JAX00304023,11,11.17131
JAX00304024,11,11.171453
JAX00304026,11,11.173009
backupUNC110652997,11,11.186903
JAX00197372,11,11.240458
UNC19086215,11,11.284567
JAX00304028,11,11.318654
UNC19086999,11,11.365672
JAX00304032,11,11.368791
JAX00304033,11,11.370306
JAX00304034,11,11.37079
JAX00024405,11,11.387232
UNC19087483,11,11.393001
JAX00024408,11,11.421134
UNC19087916,11,11.425461
JAX00024411,11,11.46684
UNC19088751,11,11.485391
JAX00304044,11,11.488398
JAX00304047,11,11.524175
UNC19089097,11,11.524304
JAX00024416,11,11.539545
JAX00024417,11,11.53967
JAX00024418,11,11.539696
JAX00197382,11,11.552454
JAX00024419,11,11.576969
UNC19089950,11,11.582449
JAX00024421,11,11.584193
UNC19090096,11,11.598575
JAX00304050,11,11.605268
JAX00304053,11,11.606265
JAX00304058,11,11.617912
JAX00024423,11,11.619115
JAX00304064,11,11.628287
JAX00304071,11,11.650449
JAX00304075,11,11.654176
UNC110013548,11,11.655332
JAX00304080,11,11.656416
JAX00304083,11,11.659896
JAX00024426,11,11.663374
JAX00024427,11,11.66929
JAX00304092,11,11.678654
JAX00304093,11,11.684307
JAX00024429,11,11.684624
JAX00304096,11,11.692018
UNC19091458,11,11.69921
UNC19091580,11,11.711863
JAX00304097,11,11.716111
JAX00304101,11,11.725308
JAX00024431,11,11.738019
JAX00024433,11,11.742435
UNC19092125,11,11.759762
JAX00024434,11,11.785545
JAX00304113,11,11.799431
UNC19092678,11,11.802126
JAX00024437,11,11.822646
JAX00024438,11,11.823389
JAX00024439,11,11.835869
UNC19093082,11,11.837795
JAX00304122,11,11.854446
JAX00024440,11,11.860798
UNC19093440,11,11.8763
JAX00304124,11,11.893915
JAX00304130,11,11.900286
JAX00304133,11,11.916628
UNC19093921,11,11.924212
JAX00024446,11,11.95253
UNC19094198,11,11.955821
JAX00024447,11,11.956578
UNC110013913,11,11.965993
JAX00304142,11,11.988488
JAX00304144,11,11.991633
JAX00304146,11,11.992064
UNC19094776,11,12.00947
JAX00304151,11,12.0113
JAX00304154,11,12.015677
UNC19095072,11,12.070257
JAX00304160,11,12.071006
JAX00024455,11,12.071541
JAX00024456,11,12.0742
JAX00024457,11,12.074235
JAX00304163,11,12.080049
JAX00304165,11,12.084915
JAX00197396,11,12.091595
JAX00304169,11,12.098962
JAX00304170,11,12.099434
JAX00304173,11,12.114148
JAX00304177,11,12.115356
JAX00304179,11,12.115914
JAX00304184,11,12.122087
JAX00024462,11,12.143963
JAX00304191,11,12.148993
JAX00304192,11,12.150287
JAX00024463,11,12.151402
JAX00304193,11,12.152268
UNC19096261,11,12.15953
JAX00304199,11,12.171165
JAX00304203,11,12.172483
JAX00024464,11,12.174486
UNC19096529,11,12.178636
JAX00024466,11,12.1933
JAX00197402,11,12.205439
JAX00197403,11,12.20549
UNC19097144,11,12.221288
JAX00024469,11,12.222244
JAX00304213,11,12.243735
JAX00024470,11,12.24377
JAX00304215,11,12.281406
JAX00304217,11,12.28367
JAX00024473,11,12.294252
JAX00024474,11,12.296633
JAX00024477,11,12.336299
JAX00024478,11,12.336366
JAX00304223,11,12.341554
JAX00304224,11,12.342277
UNC19098824,11,12.36257
JAX00024479,11,12.375465
JAX00304227,11,12.376235
UNC19099408,11,12.396097
UNC19099824,11,12.4276
JAX00024482,11,12.430885
JAX00024488,11,12.490308
JAX00024489,11,12.494021
JAX00304236,11,12.494658
JAX00304238,11,12.499564
UNC19100965,11,12.512308
JAX00304239,11,12.518228
JAX00024491,11,12.521107
backupUNC110429796,11,12.527049
JAX00304247,11,12.588677
JAX00024494,11,12.588698
JAX00024495,11,12.589528
JAX00024496,11,12.591985
UNC19102056,11,12.60092
JAX00197412,11,12.622961
JAX00024499,11,12.630641
JAX00197414,11,12.637956
JAX00304252,11,12.657018
JAX00304255,11,12.664327
JAX00304257,11,12.667619
UNC19103178,11,12.669957
JAX00304258,11,12.688108
JAX00304260,11,12.710665
UNC19103629,11,12.71662
JAX00024506,11,12.72367
JAX00197415,11,12.732654
JAX00304264,11,12.738562
JAX00304268,11,12.742557
UNC19104307,11,12.758349
JAX00304272,11,12.76711
JAX00304273,11,12.773256
UNC110015701,11,12.785664
UNC19104645,11,12.787534
JAX00304276,11,12.810152
JAX00304280,11,12.816849
JAX00304281,11,12.81962
JAX00024513,11,12.819743
JAX00024514,11,12.826148
JAX00304287,11,12.853479
UNC19105478,11,12.883137
JAX00304293,11,12.886919
JAX00024520,11,12.917955
UNC19106398,11,12.941071
JAX00304300,11,12.943862
UNC110016407,11,12.980372
JAX00304309,11,12.992728
UNC19107993,11,13.019182
JAX00304317,11,13.021268
JAX00197421,11,13.042101
JAX00304326,11,13.066677
JAX00197422,11,13.068461
JAX00304331,11,13.072486
UNC19109203,11,13.100994
JAX00304333,11,13.1201
JAX00304334,11,13.120166
JAX00304335,11,13.120251
JAX00304337,11,13.125096
JAX00304339,11,13.126244
UNC19110472,11,13.166355
JAX00024542,11,13.21757
JAX00024544,11,13.223244
backupUNC110250267,11,13.235788
JAX00304349,11,13.23771
UNC19111907,11,13.269726
JAX00024549,11,13.305727
JAX00304351,11,13.306747
JAX00304365,11,13.34436
JAX00024553,11,13.34995
JAX00304368,11,13.352021
UNC19113167,11,13.352177
JAX00304371,11,13.354448
JAX00304375,11,13.378376
JAX00304377,11,13.392626
UNC19114033,11,13.400317
JAX00024557,11,13.41617
UNC19114511,11,13.440251
JAX00304388,11,13.444041
JAX00024564,11,13.50967
JAX00304400,11,13.51048
JAX00304401,11,13.511317
JAX00304405,11,13.51427
JAX00304406,11,13.523802
JAX00024566,11,13.523904
JAX00304407,11,13.524428
JAX00304408,11,13.524727
JAX00024568,11,13.52625
JAX00024570,11,13.572873
UNC19116890,11,13.578802
JAX00304410,11,13.59139
JAX00304413,11,13.594458
JAX00304415,11,13.607772
JAX00024572,11,13.609487
JAX00304418,11,13.643742
JAX00304419,11,13.647697
UNC19117846,11,13.666238
JAX00024580,11,13.706827
JAX00304421,11,13.725162
JAX00304423,11,13.725248
JAX00304425,11,13.72547
JAX00024582,11,13.741679
JAX00304429,11,13.750252
JAX00197435,11,13.756609
JAX00304434,11,13.776011
JAX00024584,11,13.779507
JAX00024587,11,13.862423
JAX00024588,11,13.865714
JAX00024589,11,13.875124
JAX00197436,11,13.899048
JAX00024591,11,13.909778
JAX00024592,11,13.911037
UNC19121167,11,13.944278
JAX00304450,11,13.956865
JAX00304451,11,13.958401
JAX00024597,11,13.970412
UNC19122150,11,13.988011
JAX00304453,11,13.990845
JAX00304459,11,14.006548
JAX00304460,11,14.013253
JAX00304461,11,14.013941
UNC19122873,11,14.036357
JAX00024602,11,14.051745
JAX00024604,11,14.069946
JAX00304465,11,14.077286
JAX00304466,11,14.083478
JAX00197445,11,14.145282
JAX00024608,11,14.145807
UNC19124782,11,14.151675
JAX00197446,11,14.163696
UNC19125036,11,14.164202
JAX00304472,11,14.171071
JAX00024612,11,14.179223
JAX00304480,11,14.236606
JAX00304483,11,14.250549
JAX00024618,11,14.25941
UNC19127275,11,14.280353
JAX00304487,11,14.289423
JAX00024621,11,14.303738
UNC19128578,11,14.349212
JAX00024627,11,14.385251
JAX00024628,11,14.38596
JAX00304500,11,14.386987
JAX00304501,11,14.39306
UNC19129775,11,14.411312
JAX00024629,11,14.420276
JAX00304504,11,14.431778
JAX00304507,11,14.462434
JAX00024634,11,14.462651
JAX00024635,11,14.499652
JAX00304514,11,14.517011
JAX00024642,11,14.592523
JAX00304515,11,14.596568
JAX00304516,11,14.59849
JAX00304517,11,14.598619
JAX00197459,11,14.666413
JAX00024649,11,14.679568
JAX00024653,11,14.726156
JAX00024654,11,14.729386
JAX00304541,11,14.739591
JAX00024655,11,14.739717
JAX00024657,11,14.790677
JAX00304549,11,14.837261
JAX00304551,11,14.86198
JAX00197464,11,14.863574
JAX00304556,11,14.866775
JAX00304562,11,14.869572
backupJAX00024664,11,14.87219
JAX00304564,11,14.872486
JAX00304565,11,14.923309
JAX00304567,11,14.923773
UNC19139113,11,14.93928
UNC19139554,11,14.971626
JAX00304571,11,14.972273
JAX00304573,11,14.983353
JAX00024671,11,14.983544
JAX00304574,11,14.98593
JAX00304575,11,14.987956
JAX00197467,11,14.988713
JAX00304579,11,15.018524
JAX00024672,11,15.019138
JAX00024673,11,15.027624
JAX00304580,11,15.044601
JAX00304582,11,15.04892
