#
# nrow 10771
# ncol 3
marker,chromosome,bp
JAX00194619,10,11.041554
JAX00282755,10,11.046756
JAX00282758,10,11.048351
JAX00282759,10,11.048405
JAX00282761,10,11.053386
JAX00282762,10,11.083778
UNC17421538,10,11.089013
JAX00282780,10,11.111377
JAX00282781,10,11.11207
JAX00282783,10,11.128825
JAX00282785,10,11.131902
UNC17422269,10,11.1369
JAX00282789,10,11.145563
JAX00014924,10,11.148156
JAX00014925,10,11.148216
JAX00014926,10,11.176993
JAX00014927,10,11.177188
JAX00282795,10,11.179622
JAX00014928,10,11.179723
JAX00282799,10,11.182824
JAX00282801,10,11.184364
UNC17423826,10,11.232324
JAX00194621,10,11.253628
JAX00282810,10,11.254327
JAX00014933,10,11.255048
JAX00282814,10,11.259212
UNC17424327,10,11.280702
JAX00282828,10,11.313357
UNC17424659,10,11.318026
UNC17424909,10,11.354171
JAX00014945,10,11.403645
JAX00282838,10,11.458851
JAX00014947,10,11.460733
JAX00282841,10,11.463764
JAX00014949,10,11.468005
JAX00282844,10,11.468118
JAX00282846,10,11.471935
UNC17426140,10,11.480522
JAX00282847,10,11.485938
JAX00282850,10,11.490908
JAX00282851,10,11.490926
JAX00282854,10,11.501656
JAX00282855,10,11.501754
UNC17426465,10,11.505764
JAX00282859,10,11.530517
JAX00282864,10,11.543758
JAX00282867,10,11.544095
JAX00014956,10,11.559689
JAX00014957,10,11.559823
JAX00282871,10,11.560681
UNC17427279,10,11.561754
UNC17427774,10,11.610989
JAX00282880,10,11.641512
UNC17428367,10,11.649582
JAX00282885,10,11.660164
JAX00282887,10,11.661912
UNC17428823,10,11.682299
JAX00282893,10,11.685702
JAX00014965,10,11.69803
JAX00014966,10,11.698254
UNC100015468,10,11.710506
JAX00014969,10,11.717455
UNC17429381,10,11.726882
JAX00282899,10,11.740683
UNC17429712,10,11.754035
JAX00014973,10,11.760835
UNC17430523,10,11.810952
JAX00014976,10,11.811963
JAX00282907,10,11.82271
UNC17431065,10,11.83928
JAX00014981,10,11.888659
JAX00282919,10,11.898261
UNC17431923,10,11.915691
JAX00282921,10,11.915761
JAX00014984,10,11.928649
UNC17432130,10,11.940764
JAX00282926,10,11.949949
JAX00014987,10,11.968531
JAX00282929,10,11.997516
UNC17432746,10,12.001165
JAX00282931,10,12.003663
JAX00282932,10,12.00859
JAX00014989,10,12.00919
JAX00014990,10,12.009652
JAX00282934,10,12.029959
JAX00194638,10,12.033455
JAX00014994,10,12.033617
JAX00282937,10,12.039546
UNC17433685,10,12.066985
JAX00282939,10,12.067836
JAX00014995,10,12.070086
JAX00014996,10,12.070167
JAX00014997,10,12.07018
JAX00282945,10,12.093524
JAX00282946,10,12.093648
JAX00194640,10,12.120779
UNC17434452,10,12.131694
JAX00014999,10,12.146201
JAX00015000,10,12.148513
JAX00282956,10,12.156328
JAX00015001,10,12.156415
JAX00282957,10,12.158836
JAX00282959,10,12.159679
JAX00282961,10,12.161455
backuprs33542876,10,12.168083
UNC17435042,10,12.168778
JAX00015003,10,12.171296
JAX00282967,10,12.184528
UNC17435779,10,12.214512
JAX00282974,10,12.227133
JAX00282979,10,12.250879
JAX00282984,10,12.256369
UNC17436632,10,12.28112
JAX00015011,10,12.284629
JAX00194644,10,12.299389
JAX00282997,10,12.306718
JAX00282999,10,12.30745
JAX00194646,10,12.307797
JAX00283000,10,12.311447
UNC17437384,10,12.325877
JAX00015014,10,12.327422
JAX00283004,10,12.333552
UNC17437758,10,12.352221
JAX00015016,10,12.354127
JAX00283005,10,12.372518
JAX00283007,10,12.372771
JAX00283009,10,12.373829
JAX00283013,10,12.393038
JAX00015019,10,12.401063
JAX00015021,10,12.416172
UNC17439084,10,12.429502
JAX00015022,10,12.431931
JAX00015024,10,12.432385
JAX00283021,10,12.461855
JAX00283023,10,12.465062
JAX00283024,10,12.465343
UNC17439712,10,12.467112
JAX00283029,10,12.471786
JAX00015025,10,12.476039
JAX00194648,10,12.476266
JAX00194649,10,12.47638
JAX00194650,10,12.476402
JAX00283033,10,12.497632
JAX00283040,10,12.529153
JAX00015028,10,12.540849
JAX00283041,10,12.545504
UNC17441350,10,12.548626
JAX00283047,10,12.549954
JAX00283049,10,12.550937
JAX00283050,10,12.551278
JAX00283052,10,12.5544
JAX00283058,10,12.557805
JAX00015031,10,12.572775
UNC17442067,10,12.581958
UNC17442370,10,12.599288
JAX00283061,10,12.604339
JAX00283062,10,12.604548
JAX00015035,10,12.607627
JAX00283064,10,12.624734
JAX00283067,10,12.630306
UNC17443109,10,12.636669
JAX00283070,10,12.658333
JAX00283071,10,12.658821
JAX00283073,10,12.664245
JAX00015040,10,12.673159
JAX00283078,10,12.699198
JAX00283079,10,12.699663
JAX00015042,10,12.705312
JAX00283080,10,12.706336
UNC17444797,10,12.728692
JAX00283082,10,12.734656
JAX00283085,10,12.740376
JAX00283088,10,12.759928
JAX00283089,10,12.767148
UNC17445502,10,12.768449
JAX00015048,10,12.777581
UNC17445798,10,12.785242
JAX00015050,10,12.794229
JAX00283095,10,12.794753
JAX00283096,10,12.795578
JAX00283100,10,12.816958
UNC17446445,10,12.830257
JAX00283104,10,12.831311
JAX00283105,10,12.834421
JAX00015053,10,12.851784
JAX00283108,10,12.853427
JAX00283110,10,12.857882
JAX00283114,10,12.869562
UNC17447010,10,12.873897
JAX00283116,10,12.88986
JAX00283120,10,12.896692
UNC17447451,10,12.912279
UNC17447702,10,12.931755
JAX00283133,10,12.936498
JAX00015059,10,12.937206
JAX00283136,10,12.941784
JAX00283139,10,12.954744
JAX00187278,10,12.960758
JAX00015062,10,12.972735
UNC17448671,10,12.999488
UNC17448713,10,13.006113
JAX00015066,10,13.009699
JAX00283150,10,13.015509
JAX00283151,10,13.03221
JAX00283152,10,13.033391
UNC17449148,10,13.042452
JAX00283156,10,13.057925
JAX00015068,10,13.058066
JAX00283157,10,13.058101
JAX00283159,10,13.058287
JAX00015069,10,13.059154
JAX00283160,10,13.078737
JAX00283161,10,13.078856
JAX00283164,10,13.094423
JAX00283166,10,13.100107
JAX00283167,10,13.134379
JAX00015074,10,13.138279
JAX00283168,10,13.13831
JAX00283172,10,13.156145
JAX00283176,10,13.169749
UNC17450835,10,13.169899
JAX00283180,10,13.188607
UNC17451116,10,13.190313
JAX00015079,10,13.206431
JAX00015080,10,13.209409
UNC17451794,10,13.241572
JAX00015083,10,13.249552
JAX00283187,10,13.249602
JAX00283189,10,13.256962
JAX00015084,10,13.257675
JAX00283191,10,13.261347
UNC17452343,10,13.282974
JAX00283194,10,13.29394
JAX00283198,10,13.305327
UNC17452844,10,13.307299
JAX00283200,10,13.308336
JAX00283202,10,13.324663
JAX00283206,10,13.368487
backupUNC100017248,10,13.370242
JAX00283208,10,13.375528
JAX00283209,10,13.378187
JAX00015092,10,13.387817
UNC17454054,10,13.3956
JAX00015095,10,13.396413
JAX00283215,10,13.41939
JAX00283216,10,13.420812
JAX00283218,10,13.423492
UNC17454625,10,13.427965
JAX00015097,10,13.434929
JAX00283220,10,13.441267
JAX00194661,10,13.441562
UNC17455313,10,13.471267
JAX00015101,10,13.485696
JAX00015102,10,13.487949
UNC17455816,10,13.500294
JAX00015104,10,13.528165
UNC17456795,10,13.551086
JAX00283233,10,13.552479
JAX00283235,10,13.554768
JAX00283238,10,13.556889
JAX00283240,10,13.56087
JAX00283241,10,13.561109
JAX00015106,10,13.564211
UNC100170236,10,13.572477
UNC17457306,10,13.577262
JAX00283244,10,13.594457
JAX00283245,10,13.594495
JAX00015109,10,13.59616
JAX00283248,10,13.611767
UNC17458403,10,13.652644
JAX00015112,10,13.659782
JAX00015113,10,13.665294
UNC17458868,10,13.678347
JAX00283258,10,13.688886
JAX00283259,10,13.69003
JAX00283260,10,13.69008
JAX00283261,10,13.690428
JAX00015117,10,13.70797
UNC17459566,10,13.733721
JAX00283272,10,13.736833
JAX00283275,10,13.740242
JAX00015121,10,13.750477
JAX00283278,10,13.751945
JAX00015122,10,13.759454
JAX00283281,10,13.75965
UNC17460095,10,13.765454
JAX00283285,10,13.783031
UNC17460473,10,13.791687
JAX00015124,10,13.802681
JAX00283295,10,13.818084
UNC17460863,10,13.822388
JAX00283298,10,13.829028
JAX00283300,10,13.8491
JAX00283301,10,13.849355
JAX00283302,10,13.849379
JAX00015127,10,13.849793
JAX00283303,10,13.849877
JAX00283305,10,13.853057
JAX00283306,10,13.854025
JAX00015129,10,13.85902
JAX00283308,10,13.859055
UNC17461521,10,13.874646
JAX00283310,10,13.908247
JAX00283313,10,13.908966
JAX00283318,10,13.909897
JAX00283319,10,13.911433
JAX00283323,10,13.912883
JAX00283329,10,13.916317
JAX00015133,10,13.920899
UNC17462366,10,13.936515
JAX00283336,10,13.964241
UNC17463050,10,13.985685
JAX00283338,10,13.993329
JAX00283340,10,13.993536
JAX00015140,10,14.002682
JAX00015141,10,14.002794
UNC17463968,10,14.037494
UNC100018945,10,14.03962
JAX00283344,10,14.063548
JAX00283348,10,14.06793
JAX00015145,10,14.083992
JAX00015146,10,14.088393
JAX00015147,10,14.092702
UNC17464953,10,14.093537
JAX00283359,10,14.107197
JAX00283360,10,14.107292
JAX00283361,10,14.107748
JAX00283362,10,14.113487
JAX00283365,10,14.126738
UNC17465536,10,14.12757
JAX00187283,10,14.141812
UNC17466186,10,14.166056
JAX00015151,10,14.167195
JAX00283374,10,14.179115
JAX00283375,10,14.195137
UNC17466799,10,14.201543
JAX00283377,10,14.202073
JAX00283381,10,14.232196
JAX00015158,10,14.233893
JAX00283387,10,14.243515
JAX00015159,10,14.249827
UNC17467550,10,14.255144
JAX00283396,10,14.269691
JAX00015160,10,14.270529
JAX00015161,10,14.270714
JAX00283397,10,14.271307
UNC17467833,10,14.276464
JAX00283400,10,14.289174
UNC17467989,10,14.301977
JAX00015163,10,14.31197
JAX00283407,10,14.374174
UNC17468903,10,14.38025
JAX00283409,10,14.386893
JAX00283411,10,14.394618
JAX00283413,10,14.395072
JAX00015171,10,14.41546
UNC17469598,10,14.449782
JAX00283415,10,14.462485
JAX00283417,10,14.462876
JAX00015175,10,14.474893
JAX00283425,10,14.49697
JAX00015178,10,14.51225
JAX00283428,10,14.515137
UNC17470436,10,14.517762
JAX00283435,10,14.538833
JAX00015180,10,14.542612
JAX00015182,10,14.566422
JAX00283441,10,14.604626
UNC17471419,10,14.612828
JAX00015187,10,14.65696
JAX00015188,10,14.657298
UNC100019701,10,14.695489
JAX00015192,10,14.708951
JAX00283466,10,14.752576
JAX00283468,10,14.753113
