#
# nrow 8667
# ncol 3
marker,chromosome,bp
UNC28667824,18,6.114159
JAX00451059,18,6.115989
JAX00079971,18,6.119716
JAX00212205,18,6.127521
JAX00212207,18,6.138681
JAX00451067,18,6.20091
JAX00079979,18,6.220007
JAX00079980,18,6.22015
JAX00451071,18,6.229039
JAX00451072,18,6.230883
JAX00451073,18,6.231208
UNC28669158,18,6.240785
JAX00451075,18,6.255816
JAX00451082,18,6.273355
JAX00451084,18,6.290481
JAX00451085,18,6.291794
JAX00451086,18,6.377618
JAX00451089,18,6.392182
JAX00451097,18,6.448792
JAX00451098,18,6.449251
JAX00451099,18,6.449351
JAX00079996,18,6.452842
JAX00079997,18,6.452904
JAX00451100,18,6.453123
JAX00212211,18,6.45749
UNC28671665,18,6.463587
JAX00451104,18,6.478007
JAX00451108,18,6.496893
JAX00451111,18,6.508059
JAX00212214,18,6.514108
JAX00212215,18,6.514205
JAX00080002,18,6.533458
JAX00080006,18,6.583489
JAX00080009,18,6.636009
JAX00080010,18,6.636895
JAX00451120,18,6.637019
JAX00080011,18,6.641982
JAX00451124,18,6.68229
JAX00080014,18,6.68451
JAX00451132,18,6.705605
JAX00451133,18,6.705952
JAX00451136,18,6.734756
JAX00451166,18,6.900534
JAX00451169,18,6.9036
JAX00451171,18,6.909289
JAX00451172,18,6.909689
JAX00451173,18,6.90976
JAX00451179,18,6.926418
JAX00451189,18,6.943157
JAX00451191,18,6.947012
JAX00451195,18,6.950477
JAX00451196,18,6.952951
backupUNC180006260,18,6.988697
JAX00080036,18,6.997181
JAX00080037,18,6.998156
JAX00080039,18,7.000324
JAX00080040,18,7.025717
UNC28678086,18,7.087222
JAX00080046,18,7.099037
JAX00451224,18,7.108067
JAX00451234,18,7.136055
JAX00080047,18,7.13974
JAX00080049,18,7.141268
JAX00451237,18,7.143395
JAX00451238,18,7.149787
JAX00451240,18,7.156015
UNC28679075,18,7.178666
JAX00451244,18,7.184038
JAX00451248,18,7.192493
JAX00080052,18,7.193721
JAX00080053,18,7.21112
JAX00080054,18,7.211167
JAX00080055,18,7.211236
CEAJAX00451251,18,7.215857
JAX00080058,18,7.261361
JAX00080059,18,7.297938
JAX00451259,18,7.311385
JAX00451261,18,7.335399
JAX00080062,18,7.338645
JAX00080063,18,7.338737
UNC28680469,18,7.357739
JAX00451268,18,7.364231
JAX00080065,18,7.380144
JAX00080066,18,7.380535
JAX00451277,18,7.404856
JAX00080069,18,7.416379
JAX00451280,18,7.41776
JAX00451284,18,7.454671
JAX00080075,18,7.498779
JAX00080076,18,7.498841
JAX00451289,18,7.498953
JAX00451291,18,7.547447
JAX00451297,18,7.57373
JAX00080081,18,7.578895
JAX00451301,18,7.604026
JAX00080087,18,7.657033
JAX00451311,18,7.664006
JAX00451324,18,7.713633
JAX00451328,18,7.729057
backupUNC180321411,18,7.734546
JAX00451330,18,7.735997
JAX00080094,18,7.73913
JAX00451348,18,7.841005
JAX00451351,18,7.849164
JAX00451354,18,7.875226
JAX00451357,18,7.878017
JAX00451358,18,7.878508
JAX00451359,18,7.878526
JAX00080104,18,7.887519
JAX00451362,18,7.930039
JAX00080107,18,7.9396
JAX00212246,18,7.943666
JAX00451366,18,7.948482
JAX00451369,18,7.979668
JAX00080112,18,7.981176
JAX00451370,18,7.983364
JAX00080116,18,8.049239
JAX00080118,18,8.063402
JAX00212247,18,8.072349
JAX00451378,18,8.080313
JAX00451383,18,8.094361
JAX00451384,18,8.09685
JAX00212250,18,8.10841
UNC28688449,18,8.11926
JAX00451394,18,8.129387
JAX00451399,18,8.186577
JAX00451400,18,8.186979
JAX00451401,18,8.187023
UNC28689200,18,8.195058
JAX00451407,18,8.197255
JAX00451408,18,8.197539
JAX00080126,18,8.19991
backupJAX00080129,18,8.205218
UNC28689844,18,8.235044
JAX00080131,18,8.255642
JAX00451417,18,8.258929
JAX00451419,18,8.259554
JAX00451423,18,8.295649
JAX00080134,18,8.298874
JAX00451430,18,8.323245
JAX00451432,18,8.325453
UNC28691431,18,8.377573
JAX00451448,18,8.387367
JAX00451450,18,8.398646
JAX00451451,18,8.402961
JAX00080144,18,8.425732
JAX00451455,18,8.441994
JAX00451456,18,8.442697
JAX00451457,18,8.447317
JAX00451461,18,8.452807
JAX00451462,18,8.453644
JAX00080146,18,8.454004
JAX00080147,18,8.454127
UNC28692973,18,8.466362
JAX00451466,18,8.470526
JAX00080150,18,8.499384
JAX00080151,18,8.499777
UNC28693683,18,8.523681
JAX00080152,18,8.526115
JAX00451470,18,8.526226
JAX00451472,18,8.526576
JAX00080154,18,8.545516
JAX00451478,18,8.56971
UNC28694256,18,8.577438
JAX00451479,18,8.589383
JAX00451480,18,8.589506
JAX00451482,18,8.60303
UNC28694830,18,8.624061
JAX00451487,18,8.660618
JAX00451492,18,8.675831
JAX00451494,18,8.67985
JAX00451497,18,8.717951
JAX00451500,18,8.720011
UNC28696250,18,8.720172
JAX00080168,18,8.741379
JAX00451503,18,8.742688
JAX00451507,18,8.753926
JAX00451510,18,8.757248
UNC28696502,18,8.758447
JAX00080171,18,8.777055
JAX00451514,18,8.779311
JAX00451515,18,8.780665
JAX00080175,18,8.82333
JAX00212261,18,8.844525
UNC28697296,18,8.860802
JAX00080178,18,8.86352
JAX00451521,18,8.879094
JAX00451523,18,8.880747
JAX00451524,18,8.88086
JAX00451525,18,8.883557
JAX00451531,18,8.887739
JAX00080182,18,8.928087
UNC28698346,18,8.929237
JAX00451534,18,8.961909
JAX00451535,18,8.96198
UNC180010742,18,8.975146
JAX00080187,18,8.989532
JAX00451541,18,9.000545
UNC28699481,18,9.002216
JAX00451542,18,9.005427
JAX00451548,18,9.041099
JAX00080191,18,9.049661
JAX00451553,18,9.065385
JAX00451554,18,9.065802
UNC28700487,18,9.069015
JAX00451562,18,9.097625
JAX00451564,18,9.101089
JAX00212270,18,9.102318
JAX00080194,18,9.104808
JAX00451566,18,9.109315
JAX00451567,18,9.109614
UNC28701604,18,9.189494
JAX00451571,18,9.1962
JAX00451578,18,9.200982
JAX00451580,18,9.202072
JAX00451581,18,9.202089
JAX00080205,18,9.212552
JAX00451584,18,9.237236
JAX00451585,18,9.242601
UNC28702402,18,9.273321
JAX00451587,18,9.273883
JAX00080207,18,9.274651
JAX00451588,18,9.275864
JAX00451589,18,9.28636
JAX00212275,18,9.31772
JAX00451594,18,9.329827
JAX00451595,18,9.330343
JAX00080212,18,9.330841
JAX00080214,18,9.335233
UNC28703354,18,9.338246
JAX00451598,18,9.368173
JAX00451599,18,9.368281
JAX00080215,18,9.377646
JAX00451602,18,9.381834
UNC28703801,18,9.398999
JAX00080219,18,9.428663
JAX00080221,18,9.44658
UNC28704118,18,9.448796
JAX00451605,18,9.452187
JAX00080222,18,9.459223
JAX00451610,18,9.464488
JAX00080223,18,9.464976
JAX00451611,18,9.46556
JAX00212278,18,9.548878
UNC180015399,18,9.598739
UNC28706162,18,9.622839
JAX00451621,18,9.625426
JAX00451623,18,9.625932
JAX00451635,18,9.65903
UNC28706635,18,9.672957
JAX00451642,18,9.713636
JAX00451646,18,9.724937
JAX00080242,18,9.730085
JAX00451655,18,9.735159
JAX00451657,18,9.749663
JAX00451661,18,9.75203
JAX00451663,18,9.758044
JAX00451664,18,9.764306
JAX00451669,18,9.778349
JAX00080246,18,9.788303
JAX00080247,18,9.788716
JAX00451674,18,9.7946
JAX00212283,18,9.79629
UNC28708212,18,9.80786
JAX00451682,18,9.844333
JAX00451687,18,9.867062
JAX00451689,18,9.873267
JAX00451691,18,9.878713
UNC28709112,18,9.884681
JAX00080259,18,9.942902
JAX00451695,18,9.948506
JAX00451699,18,9.977759
JAX00451700,18,9.985149
JAX00080263,18,10.007703
JAX00080264,18,10.00773
JAX00080265,18,10.034629
JAX00080266,18,10.063256
JAX00080267,18,10.066568
JAX00451706,18,10.071252
JAX00451709,18,10.075348
UNC28711178,18,10.106011
JAX00080269,18,10.113175
JAX00451711,18,10.119858
JAX00080272,18,10.121154
JAX00451714,18,10.131357
JAX00080273,18,10.136411
JAX00080274,18,10.139406
UNC28711740,18,10.169293
JAX00451717,18,10.172663
JAX00080275,18,10.172784
JAX00080276,18,10.177251
JAX00451719,18,10.191786
JAX00451721,18,10.200479
JAX00080280,18,10.2256
UNC28712292,18,10.226627
JAX00212295,18,10.240282
JAX00080281,18,10.251159
JAX00451727,18,10.255645
JAX00080283,18,10.257787
JAX00451729,18,10.257956
JAX00451734,18,10.317559
JAX00080288,18,10.349325
JAX00212298,18,10.355332
UNC28714002,18,10.363383
JAX00451737,18,10.364898
JAX00451741,18,10.396713
JAX00080293,18,10.418039
JAX00212300,18,10.442335
JAX00451744,18,10.44577
UNC180021811,18,10.453579
JAX00451750,18,10.47324
JAX00080296,18,10.475563
JAX00080297,18,10.475821
JAX00080299,18,10.492404
JAX00212301,18,10.492816
JAX00212302,18,10.492982
JAX00451752,18,10.496582
UNC28715603,18,10.498559
JAX00451754,18,10.514671
JAX00451756,18,10.524712
JAX00451760,18,10.550124
JAX00451762,18,10.562713
UNC28716470,18,10.563482
JAX00080305,18,10.57539
JAX00080307,18,10.582678
JAX00451766,18,10.601624
JAX00451767,18,10.627019
JAX00451769,18,10.629452
JAX00080309,18,10.631028
UNC28717171,18,10.631568
JAX00080311,18,10.655875
JAX00080313,18,10.658898
JAX00451775,18,10.695804
JAX00080316,18,10.69945
UNC180250967,18,10.704975
UNC28717789,18,10.7055
JAX00080317,18,10.728728
JAX00451779,18,10.762433
UNC28718524,18,10.777434
JAX00451782,18,10.778541
JAX00080320,18,10.778642
JAX00080321,18,10.779455
JAX00451784,18,10.787589
JAX00451786,18,10.796383
JAX00451787,18,10.798031
JAX00451789,18,10.811138
JAX00080325,18,10.818017
UNC28719154,18,10.842162
JAX00080328,18,10.860025
JAX00451792,18,10.863542
JAX00451793,18,10.890977
JAX00451796,18,10.902607
JAX00212313,18,10.913768
JAX00080331,18,10.913928
JAX00451799,18,10.925728
JAX00080332,18,10.930119
JAX00451802,18,10.931908
JAX00451806,18,10.947828
JAX00451810,18,10.970286
JAX00451812,18,10.977901
UNC28720742,18,10.979225
UNC28721176,18,11.017445
JAX00451813,18,11.019271
JAX00451816,18,11.02521
JAX00212316,18,11.063244
JAX00212317,18,11.063258
JAX00451819,18,11.065354
JAX00451820,18,11.067787
JAX00080342,18,11.069199
JAX00451821,18,11.071036
JAX00451824,18,11.075534
JAX00212318,18,11.077894
JAX00080343,18,11.078445
JAX00080345,18,11.101853
JAX00212319,18,11.105856
JAX00451826,18,11.106042
JAX00080346,18,11.107728
JAX00451827,18,11.107798
JAX00451830,18,11.143218
JAX00451837,18,11.157462
JAX00080351,18,11.163372
JAX00080352,18,11.192921
UNC28723367,18,11.205567
JAX00451843,18,11.214542
JAX00080354,18,11.218492
UNC28723734,18,11.227408
JAX00451853,18,11.241203
JAX00451860,18,11.265903
JAX00451861,18,11.266699
JAX00451865,18,11.268641
JAX00451866,18,11.268923
JAX00451869,18,11.269148
JAX00080360,18,11.308509
JAX00212322,18,11.310017
JAX00451878,18,11.316434
UNC28724761,18,11.318782
JAX00080362,18,11.320349
JAX00451892,18,11.362907
UNC28725371,18,11.371469
JAX00451896,18,11.374668
JAX00451913,18,11.390176
JAX00451912,18,11.390765
JAX00451911,18,11.390787
JAX00080370,18,11.390917
JAX00451906,18,11.391144
JAX00451901,18,11.401085
UNC28726152,18,11.462021
JAX00080371,18,11.465822
JAX00080372,18,11.473426
CEAJAX00080374,18,11.507285
JAX00080375,18,11.507319
JAX00451918,18,11.546393
JAX00451923,18,11.561844
JAX00451925,18,11.562549
JAX00451929,18,11.563022
UNC180251681,18,11.563747
UNC28727672,18,11.567254
JAX00080379,18,11.568875
JAX00451932,18,11.584989
JAX00451933,18,11.585488
JAX00451934,18,11.586137
JAX00451935,18,11.599779
JAX00451936,18,11.600978
JAX00451937,18,11.606342
JAX00451939,18,11.624036
JAX00451942,18,11.649334
JAX00451943,18,11.653269
UNC28729189,18,11.667989
UNC28730012,18,11.712398
JAX00451956,18,11.721103
UNC28731102,18,11.792697
JAX00080396,18,11.795713
JAX00451963,18,11.800178
JAX00451965,18,11.827762
JAX00080399,18,11.84092
UNC28731734,18,11.845339
JAX00080403,18,11.876058
JAX00451969,18,11.876946
JAX00451970,18,11.880752
JAX00451971,18,11.890569
JAX00451976,18,11.930755
JAX00080408,18,11.957887
JAX00080409,18,11.961082
JAX00212336,18,11.974105
UNC28733780,18,11.975798
JAX00080410,18,11.979292
UNC181063332,18,11.988056
JAX00451982,18,11.999793
JAX00451987,18,12.001878
JAX00451989,18,12.006811
UNC28735006,18,12.042664
JAX00080415,18,12.04435
UNC28735608,18,12.080549
UNC28736096,18,12.10603
JAX00452011,18,12.131471
JAX00452014,18,12.135065
JAX00452015,18,12.135585
JAX00452019,18,12.140968
UNC28737078,18,12.152275
JAX00080422,18,12.160804
JAX00080423,18,12.160939
UNC28738218,18,12.20571
JAX00452025,18,12.219223
UNC28738973,18,12.237278
JAX00452036,18,12.243122
JAX00452037,18,12.243158
UNC28739749,18,12.26792
JAX00080433,18,12.269754
JAX00212340,18,12.278178
UNC28740190,18,12.289901
JAX00452047,18,12.290718
JAX00452048,18,12.293062
JAX00212341,18,12.307619
JAX00452051,18,12.310788
UNC28740748,18,12.321688
JAX00452056,18,12.337194
JAX00452058,18,12.338521
JAX00452065,18,12.346376
JAX00452066,18,12.346453
JAX00452067,18,12.347455
JAX00452068,18,12.34991
UNC28741259,18,12.350452
JAX00080437,18,12.351367
JAX00452069,18,12.351403
JAX00452074,18,12.352596
JAX00452076,18,12.353608
JAX00452077,18,12.353893
JAX00452078,18,12.354011
JAX00080439,18,12.354104
UNC28741619,18,12.368036
JAX00452084,18,12.368923
JAX00452090,18,12.377769
JAX00452092,18,12.379178
JAX00452094,18,12.379604
JAX00452095,18,12.381233
JAX00212345,18,12.383885
JAX00452104,18,12.385388
UNC28742422,18,12.401374
JAX00080444,18,12.428838
UNC28742995,18,12.437428
JAX00452108,18,12.44177
JAX00452115,18,12.461128
UNC28743448,18,12.465413
JAX00452121,18,12.506508
JAX00452127,18,12.509685
JAX00452131,18,12.530531
JAX00080449,18,12.533575
JAX00080450,18,12.533755
JAX00080451,18,12.534212
UNC28744651,18,12.536908
UNC180253368,18,12.54419
JAX00452139,18,12.546293
UNC28745166,18,12.560604
JAX00452149,18,12.564372
UNC28745933,18,12.592874
JAX00080457,18,12.59635
JAX00452156,18,12.613877
UNC28746348,18,12.618486
JAX00452160,18,12.618883
JAX00452162,18,12.624708
JAX00452165,18,12.636698
JAX00452166,18,12.636781
JAX00452173,18,12.640712
JAX00452181,18,12.650201
UNC28747070,18,12.651721
JAX00080462,18,12.676337
JAX00452187,18,12.678353
UNC28747578,18,12.681285
JAX00212352,18,12.69684
JAX00452189,18,12.698556
JAX00452190,18,12.698597
UNC28747988,18,12.709429
JAX00452191,18,12.709984
JAX00212354,18,12.723568
JAX00452195,18,12.724757
UNC28748361,18,12.736338
JAX00080467,18,12.757628
JAX00080469,18,12.758776
UNC28748931,18,12.766316
UNC28749207,18,12.78992
JAX00080473,18,12.82101
JAX00452205,18,12.822577
UNC28749655,18,12.82786
JAX00080475,18,12.834925
UNC28750078,18,12.852985
JAX00452208,18,12.868555
JAX00452209,18,12.868575
JAX00080476,18,12.873364
JAX00080478,18,12.873504
UNC28750701,18,12.893729
JAX00452216,18,12.912652
UNC28751141,18,12.930454
JAX00452220,18,12.938311
UNC28751456,18,12.953731
JAX00212362,18,12.954167
JAX00080484,18,12.957009
JAX00452225,18,12.965916
UNC28751916,18,12.984547
UNC28752461,18,13.023512
JAX00452233,18,13.023585
JAX00080488,18,13.031528
JAX00080489,18,13.031614
JAX00452237,18,13.032367
JAX00452238,18,13.032632
JAX00452239,18,13.040358
UNC28752746,18,13.04341
UNC28753397,18,13.081065
JAX00452240,18,13.082019
JAX00452242,18,13.082304
JAX00080491,18,13.091199
UNC28753806,18,13.099691
JAX00080495,18,13.114706
JAX00080496,18,13.130498
UNC28754436,18,13.139173
JAX00452255,18,13.16448
JAX00212365,18,13.166346
JAX00452257,18,13.166809
JAX00080498,18,13.172388
UNC28755081,18,13.177823
JAX00080500,18,13.180874
UNC28755520,18,13.208206
UNC28755607,18,13.212144
JAX00212366,18,13.214938
JAX00452270,18,13.235741
JAX00452272,18,13.250012
UNC28756673,18,13.291013
JAX00452275,18,13.29729
JAX00452276,18,13.312959
UNC28756913,18,13.315362
UNC28757017,18,13.344493
JAX00452278,18,13.353483
JAX00452279,18,13.357593
UNC28757415,18,13.380906
JAX00452280,18,13.381665
JAX00452283,18,13.416926
UNC28757749,18,13.424299
JAX00080520,18,13.443604
JAX00452288,18,13.451711
JAX00452290,18,13.463739
JAX00452291,18,13.463852
JAX00080521,18,13.468049
UNC28758192,18,13.471088
JAX00080523,18,13.47698
UNC180048078,18,13.479527
JAX00452299,18,13.488198
JAX00452300,18,13.493865
UNC28758455,18,13.494823
UNC28758704,18,13.522603
JAX00452304,18,13.540349
JAX00452305,18,13.556651
JAX00452309,18,13.561228
UNC28759125,18,13.564446
JAX00452311,18,13.564678
JAX00080528,18,13.573627
UNC28759388,18,13.584397
JAX00452319,18,13.598113
JAX00452324,18,13.609884
JAX00452325,18,13.610649
JAX00080532,18,13.610788
JAX00080533,18,13.615344
UNC28759668,18,13.621161
JAX00452330,18,13.639263
UNC28759847,18,13.645157
JAX00080535,18,13.651931
JAX00452332,18,13.666326
JAX00452334,18,13.668853
JAX00080537,18,13.675858
JAX00452335,18,13.67665
UNC28760216,18,13.679109
JAX00452337,18,13.686555
JAX00452338,18,13.697646
JAX00452339,18,13.700369
UNC28760537,18,13.707109
JAX00080541,18,13.720061
UNC28760923,18,13.747631
UNC28761104,18,13.762846
JAX00452344,18,13.762957
JAX00452345,18,13.76306
UNC_rs47875719,18,13.781966
JAX00080546,18,13.793063
JAX00452351,18,13.805265
JAX00452352,18,13.806985
JAX00080547,18,13.810613
JAX00452353,18,13.81148
JAX00452354,18,13.812097
UNC28762088,18,13.824575
JAX00452359,18,13.825829
JAX00452362,18,13.832318
JAX00080549,18,13.837071
JAX00212380,18,13.841083
UNC28762312,18,13.849437
JAX00452368,18,13.854757
JAX00452371,18,13.869948
JAX00452372,18,13.870085
JAX00080551,18,13.873937
JAX00452376,18,13.880692
UNC28762722,18,13.88105
JAX00452379,18,13.915593
JAX00080555,18,13.916546
UNC28763148,18,13.917902
JAX00452384,18,13.940485
UNC28763531,18,13.951385
JAX00452387,18,13.953918
JAX00080558,18,13.954122
JAX00080559,18,13.956128
JAX00452388,18,13.957506
JAX00452389,18,13.958286
JAX00452390,18,13.965727
UNC28763785,18,13.980472
JAX00452392,18,13.984961
JAX00452393,18,13.988267
JAX00080562,18,13.99726
JAX00452398,18,14.0032
UNC28764033,18,14.009052
JAX00080563,18,14.035529
UNC28764374,18,14.041888
JAX00452401,18,14.047691
JAX00452403,18,14.057723
UNC28764445,18,14.060662
JAX00212384,18,14.060905
JAX00452405,18,14.066453
JAX00080567,18,14.075008
JAX00080569,18,14.113477
JAX00212385,18,14.150165
JAX00080577,18,14.196356
UNC28765920,18,14.199595
JAX00452417,18,14.204644
UNC28766018,18,14.211937
JAX00452420,18,14.214601
JAX00452421,18,14.215121
JAX00452425,18,14.241305
UNC28766612,18,14.278448
JAX00212390,18,14.280093
UNC28766918,18,14.312878
JAX00080586,18,14.325168
JAX00452436,18,14.329139
JAX00452437,18,14.331775
JAX00452442,18,14.334764
UNC28767135,18,14.338601
JAX00080588,18,14.358071
JAX00452447,18,14.360521
JAX00080589,18,14.363668
JAX00212391,18,14.364399
JAX00212393,18,14.364709
UNC28767498,18,14.373718
JAX00452451,18,14.388181
JAX00452452,18,14.389059
JAX00452453,18,14.389257
JAX00452454,18,14.38929
JAX00452455,18,14.391284
UNC28767797,18,14.405611
JAX00452459,18,14.4198
JAX00080594,18,14.429603
JAX00080595,18,14.429738
UNC28768144,18,14.432061
UNC28768603,18,14.465482
UNC28768838,18,14.485024
JAX00080597,18,14.493105
JAX00080598,18,14.493977
JAX00452481,18,14.494195
JAX00452482,18,14.494271
JAX00452485,18,14.512456
UNC28769176,18,14.518363
JAX00080600,18,14.528137
JAX00080601,18,14.529896
JAX00080602,18,14.540575
JAX00452491,18,14.546204
JAX00452495,18,14.552192
JAX00452499,18,14.573032
JAX00452501,18,14.575813
JAX00452502,18,14.579059
JAX00452503,18,14.579245
JAX00080605,18,14.601173
JAX00080607,18,14.601238
JAX00452506,18,14.60188
JAX00452511,18,14.61932
JAX00452523,18,14.627732
JAX00080609,18,14.633418
UNC28770585,18,14.635844
JAX00452530,18,14.643714
JAX00080610,18,14.643951
JAX00452534,18,14.648284
JAX00452537,18,14.649362
JAX00080611,18,14.673528
JAX00080613,18,14.68348
JAX00452545,18,14.688675
JAX00452546,18,14.68888
JAX00452549,18,14.699104
UNC28771428,18,14.699455
JAX00080616,18,14.72225
UNC28771938,18,14.733993
JAX00452558,18,14.740839
JAX00080617,18,14.744342
JAX00080618,18,14.74459
UNC28772471,18,14.767484
UNC28772802,18,14.796207
JAX00212400,18,14.804445
JAX00452567,18,14.80985
JAX00080623,18,14.823355
UNC28773562,18,14.857122
UNC28773916,18,14.887993
UNC28774047,18,14.916684
JAX00452579,18,14.918829
JAX00452581,18,14.919404
JAX00452585,18,14.939355
JAX00080633,18,14.954871
UNC28774536,18,14.955486
JAX00452588,18,14.963366
JAX00452589,18,14.963921
JAX00452592,18,14.965892
JAX00452593,18,14.966029
JAX00080636,18,14.97633
UNC28774664,18,14.977802
JAX00080638,18,15.026621
JAX00452607,18,15.048722
JAX00452608,18,15.049387
JAX00452609,18,15.059465
JAX00080642,18,15.067696
JAX00452612,18,15.069888
UNC28775319,18,15.072703
JAX00452614,18,15.093228
JAX00452617,18,15.094343
JAX00452622,18,15.104594
JAX00080644,18,15.108784
JAX00452625,18,15.128853
JAX00452627,18,15.142072
JAX00080648,18,15.156155
UNC28776739,18,15.159487
JAX00452628,18,15.16396
JAX00452629,18,15.16612
JAX00452637,18,15.190874
UNC28777036,18,15.191704
JAX00080651,18,15.19479
UNC28777365,18,15.218144
JAX00080655,18,15.233903
UNC28777523,18,15.235444
