#
# nrow 10981
# ncol 3
marker,chromosome,bp
UNC20572554,12,6.478639
JAX00324558,12,6.493298
JAX00199710,12,6.518022
JAX00324561,12,6.519666
JAX00324575,12,6.580737
JAX00324578,12,6.594633
UNC20573688,12,6.598819
UNC20573991,12,6.632314
JAX00324586,12,6.644847
JAX00324587,12,6.64699
JAX00324590,12,6.662375
JAX00324591,12,6.662807
JAX00324593,12,6.662993
JAX00324595,12,6.692292
JAX00324598,12,6.704172
JAX00324604,12,6.721638
UNC120345124,12,6.723063
JAX00032891,12,6.726574
JAX00324605,12,6.727446
JAX00324606,12,6.727793
JAX00324608,12,6.742552
JAX00032893,12,6.752773
JAX00324612,12,6.753079
JAX00324614,12,6.753959
JAX00324619,12,6.759615
JAX00324620,12,6.760825
UNC20575242,12,6.770967
JAX00324625,12,6.77511
JAX00324626,12,6.775799
JAX00324629,12,6.790157
JAX00324631,12,6.796059
JAX00032897,12,6.799912
JAX00324633,12,6.817353
JAX00324638,12,6.829304
JAX00199717,12,6.830869
JAX00199718,12,6.830896
UNC20575747,12,6.840478
JAX00324639,12,6.84782
JAX00324641,12,6.85636
JAX00324644,12,6.857835
JAX00324645,12,6.857857
JAX00324647,12,6.861913
UNC20576165,12,6.887956
JAX00324650,12,6.894408
JAX00324651,12,6.897815
JAX00324653,12,6.900167
JAX00324656,12,6.904094
JAX00199719,12,6.909897
JAX00324660,12,6.911339
JAX00032905,12,6.913342
JAX00324663,12,6.937972
JAX00324665,12,6.938837
JAX00324667,12,6.94914
UNC20576704,12,6.95169
JAX00324670,12,6.951959
JAX00324674,12,6.973066
JAX00324675,12,6.975411
JAX00324676,12,6.979029
JAX00324677,12,6.979577
UNC20577042,12,6.98325
JAX00032912,12,6.985117
JAX00324682,12,6.998535
JAX00324685,12,6.998927
JAX00032913,12,7.018949
JAX00324696,12,7.023555
JAX00324700,12,7.034345
JAX00324704,12,7.041362
JAX00032914,12,7.041551
JAX00032916,12,7.041884
JAX00324705,12,7.041965
JAX00324708,12,7.047695
JAX00324710,12,7.048935
JAX00324711,12,7.051869
JAX00324714,12,7.052746
JAX00324720,12,7.060965
JAX00324722,12,7.065092
JAX00324723,12,7.073599
UNC20578215,12,7.080189
JAX00199725,12,7.083735
UNC20578807,12,7.127154
JAX00324740,12,7.132083
JAX00324741,12,7.135521
UNC20579155,12,7.17079
JAX00324742,12,7.175162
JAX00324747,12,7.197413
JAX00324752,12,7.204045
JAX00199728,12,7.229495
JAX00324763,12,7.244446
UNC20580229,12,7.244849
JAX00032931,12,7.250311
UNC20580800,12,7.301953
JAX00324775,12,7.309895
JAX00324777,12,7.314426
JAX00324778,12,7.314603
JAX00324779,12,7.326965
JAX00324782,12,7.332249
JAX00324792,12,7.386285
JAX00324794,12,7.386936
UNC20582011,12,7.421208
JAX00032944,12,7.433708
JAX00324810,12,7.467617
UNC20582615,12,7.474421
JAX00324813,12,7.481775
JAX00324814,12,7.484186
JAX00324816,12,7.484281
UNC20583206,12,7.512747
JAX00324825,12,7.520129
JAX00324826,12,7.522244
JAX00324828,12,7.524208
JAX00324830,12,7.552121
JAX00324832,12,7.552795
JAX00032953,12,7.559849
JAX00324835,12,7.567078
JAX00032956,12,7.602029
UNC20584055,12,7.602779
JAX00324847,12,7.623017
JAX00324849,12,7.627257
JAX00324850,12,7.627302
JAX00032960,12,7.642079
JAX00324858,12,7.653917
JAX00324859,12,7.654493
UNC20584895,12,7.656889
JAX00324865,12,7.674349
JAX00324866,12,7.674454
JAX00324869,12,7.683489
JAX00324870,12,7.68415
JAX00032962,12,7.684317
JAX00032964,12,7.68921
JAX00324873,12,7.690411
UNC20585373,12,7.694204
JAX00324878,12,7.705763
JAX00032966,12,7.71078
UNC120345621,12,7.717481
JAX00324880,12,7.730289
JAX00324881,12,7.731663
JAX00324882,12,7.733322
JAX00199739,12,7.754948
JAX00324888,12,7.760185
UNC20586263,12,7.771548
JAX00324897,12,7.778721
JAX00324898,12,7.781365
JAX00032972,12,7.781613
JAX00032975,12,7.849816
JAX00324910,12,7.852005
JAX00324915,12,7.858547
JAX00324916,12,7.859353
JAX00324923,12,7.878506
UNC20587427,12,7.88681
JAX00324926,12,7.889603
JAX00324927,12,7.88968
JAX00324928,12,7.889738
JAX00324932,12,7.892648
JAX00032980,12,7.911251
JAX00324937,12,7.933842
JAX00032983,12,7.967389
JAX00324947,12,7.975765
UNC20588524,12,7.977301
JAX00324954,12,7.978374
JAX00324956,12,7.978979
JAX00032985,12,7.979092
JAX00324957,12,7.979135
JAX00324958,12,7.979163
JAX00324960,12,7.979935
JAX00324965,12,7.98161
JAX00324966,12,7.98179
JAX00324968,12,7.982064
JAX00324969,12,7.982164
JAX00324975,12,7.985281
JAX00324976,12,7.985354
backupUNC120346225,12,7.985886
JAX00324978,12,8.002813
JAX00324979,12,8.003124
UNC20588948,12,8.009336
JAX00324986,12,8.011651
JAX00032986,12,8.011903
JAX00032987,12,8.012098
JAX00032989,12,8.022831
JAX00324993,12,8.051944
JAX00324994,12,8.052279
JAX00324995,12,8.053568
JAX00324997,12,8.05518
JAX00324998,12,8.060868
JAX00199743,12,8.061994
JAX00032992,12,8.063737
UNC20589634,12,8.077645
JAX00325004,12,8.098612
JAX00325005,12,8.099283
JAX00325008,12,8.107679
JAX00325012,12,8.114759
JAX00032995,12,8.118803
JAX00325013,12,8.119375
JAX00032998,12,8.158822
JAX00325017,12,8.164727
JAX00325018,12,8.164984
UNC20590943,12,8.18114
JAX00033003,12,8.189925
JAX00325023,12,8.190028
JAX00325025,12,8.226763
JAX00325032,12,8.233118
UNC20591727,12,8.239519
JAX00325034,12,8.28284
JAX00325035,12,8.287603
UNC20592554,12,8.302043
JAX00033010,12,8.329034
JAX00033012,12,8.330554
UNC20593263,12,8.352522
JAX00199752,12,8.363698
JAX00033015,12,8.36377
backupUNC120346593,12,8.370243
JAX00325045,12,8.371138
JAX00325046,12,8.37591
JAX00325052,12,8.391196
JAX00325053,12,8.393887
JAX00325055,12,8.396491
JAX00033016,12,8.398972
JAX00033018,12,8.40847
UNC20594325,12,8.423315
JAX00325066,12,8.432194
JAX00033021,12,8.442395
JAX00325070,12,8.448836
JAX00325072,12,8.454952
JAX00325073,12,8.455104
backupUNC120347016,12,8.461253
JAX00325079,12,8.471772
JAX00325083,12,8.480536
JAX00325084,12,8.491133
JAX00325087,12,8.494907
JAX00325088,12,8.499469
JAX00325089,12,8.499498
UNC20595628,12,8.516892
JAX00325090,12,8.519051
JAX00325096,12,8.557594
UNC20597134,12,8.716216
JAX00033039,12,8.721252
JAX00033040,12,8.760286
JAX00325109,12,8.761659
UNC20597328,12,8.768301
JAX00033045,12,8.818828
JAX00325112,12,8.820988
JAX00325114,12,8.825914
JAX00033046,12,8.83042
UNC20598056,12,8.857525
JAX00325116,12,8.858298
JAX00325117,12,8.87457
JAX00325124,12,8.884209
JAX00033054,12,8.92365
JAX00325127,12,8.937237
JAX00325130,12,8.977257
JAX00325131,12,8.977357
JAX00325132,12,8.978191
UNC20599638,12,9.003598
JAX00033058,12,9.00646
JAX00033059,12,9.008217
JAX00033061,12,9.035267
JAX00033063,12,9.041302
UNC20600326,12,9.065346
JAX00325143,12,9.068331
JAX00325144,12,9.068933
JAX00033064,12,9.077428
JAX00325148,12,9.084598
JAX00325150,12,9.098593
JAX00325154,12,9.11329
JAX00325155,12,9.113573
JAX00325157,12,9.117119
JAX00325159,12,9.118404
JAX00199770,12,9.154747
JAX00325162,12,9.18368
UNC20601450,12,9.186223
UNC120347469,12,9.210348
UNC20601730,12,9.218602
JAX00325168,12,9.22678
JAX00325169,12,9.228239
JAX00325170,12,9.22867
JAX00325172,12,9.23081
JAX00325173,12,9.231254
JAX00325178,12,9.237042
JAX00199771,12,9.237493
JAX00325182,12,9.243089
JAX00033077,12,9.246195
JAX00325186,12,9.283311
JAX00325187,12,9.284797
UNC20602818,12,9.306401
JAX00033083,12,9.310235
JAX00325190,12,9.314105
JAX00325196,12,9.352404
JAX00325199,12,9.358094
JAX00325200,12,9.358159
JAX00325201,12,9.358468
JAX00033085,12,9.359286
JAX00325202,12,9.361318
JAX00325204,12,9.364996
JAX00325206,12,9.367432
JAX00325210,12,9.398643
JAX00033088,12,9.398821
JAX00325212,12,9.401542
JAX00033089,12,9.410445
JAX00199778,12,9.424914
JAX00033091,12,9.430662
JAX00325216,12,9.443305
JAX00325217,12,9.443518
JAX00325219,12,9.445781
JAX00325220,12,9.445975
JAX00325223,12,9.449546
JAX00033094,12,9.461236
JAX00325225,12,9.468127
JAX00325228,12,9.471918
UNC20604636,12,9.477964
JAX00325230,12,9.48945
JAX00325231,12,9.490304
JAX00325232,12,9.490432
JAX00325233,12,9.497994
JAX00325234,12,9.498237
JAX00325235,12,9.508987
JAX00325236,12,9.509042
JAX00325237,12,9.518126
JAX00325238,12,9.518899
JAX00325240,12,9.519301
JAX00033097,12,9.520029
JAX00325246,12,9.524693
JAX00199779,12,9.535971
JAX00325248,12,9.53883
UNC20605515,12,9.555053
JAX00199781,12,9.571312
JAX00033102,12,9.573183
UNC120001653,12,9.576347
UNC20605938,12,9.59365
JAX00325252,12,9.594577
JAX00325255,12,9.59763
JAX00033103,12,9.599716
JAX00033105,12,9.611708
UNC20606303,12,9.625947
JAX00325259,12,9.654382
JAX00325260,12,9.660474
JAX00325261,12,9.663879
JAX00325263,12,9.668999
UNC20606837,12,9.695502
JAX00325267,12,9.716771
JAX00325268,12,9.717143
JAX00325276,12,9.739337
JAX00033116,12,9.755251
JAX00325278,12,9.767761
JAX00325287,12,9.777466
JAX00325293,12,9.817878
JAX00325294,12,9.817936
JAX00033121,12,9.821432
UNC20608503,12,9.844227
JAX00033123,12,9.847217
backupUNC120348716,12,9.855317
JAX00325299,12,9.865385
JAX00325300,12,9.865401
JAX00325301,12,9.865601
JAX00033125,12,9.87093
UNC20608961,12,9.873349
JAX00325305,12,9.906081
UNC20609242,12,9.9089
UNC20609427,12,9.92498
JAX00033129,12,9.930432
UNC20609739,12,9.955141
JAX00033131,12,9.955236
UNC20609857,12,9.963787
JAX00325312,12,9.965253
UNC20610097,12,9.977504
JAX00325315,12,9.983823
JAX00325319,12,9.987406
UNC20610302,12,9.990694
UNC20610436,12,10.005918
JAX00325324,12,10.009784
UNC20610547,12,10.01707
JAX00325328,12,10.043997
JAX00033136,12,10.044196
UNC20610771,12,10.044564
UNC20610884,12,10.050735
UNC20611071,12,10.066969
JAX00325330,12,10.072566
JAX00033139,12,10.079279
JAX00033140,12,10.079485
JAX00325336,12,10.0796
UNC20611188,12,10.082189
JAX00325339,12,10.08679
JAX00325344,12,10.090947
UNC20611323,12,10.092782
UNC20611420,12,10.106952
UNC20611641,12,10.120832
JAX00325348,12,10.134269
UNC20611785,12,10.134979
JAX00325350,12,10.136442
JAX00325352,12,10.137595
JAX00325354,12,10.137954
JAX00033145,12,10.145471
JAX00033146,12,10.145776
JAX00033147,12,10.147403
UNC20612005,12,10.151357
UNC20612104,12,10.155004
UNC20612513,12,10.189387
JAX00325355,12,10.194119
UNC20612588,12,10.200501
UNC20612779,12,10.211504
JAX00325356,12,10.211823
UNC20613001,12,10.226108
JAX00325361,12,10.237958
JAX00033151,12,10.238216
UNC20613163,12,10.242198
UNC20613238,12,10.248036
UNC20613367,12,10.258899
JAX00325364,12,10.274149
JAX00325366,12,10.274744
JAX00325367,12,10.27682
JAX00033155,12,10.277869
UNC20613601,12,10.278215
JAX00325369,12,10.283404
JAX00033156,12,10.286085
UNC20613689,12,10.290456
UNC20613793,12,10.30006
JAX00325375,12,10.318437
JAX00033159,12,10.318547
UNC20614013,12,10.319545
UNC20614177,12,10.341317
JAX00033161,12,10.359274
UNC20614630,12,10.364093
JAX00325386,12,10.378759
JAX00325387,12,10.379253
JAX00325388,12,10.380853
UNC20614824,12,10.382747
JAX00325392,12,10.387939
JAX00325394,12,10.399491
JAX00033163,12,10.401107
UNC20615053,12,10.40787
JAX00033165,12,10.408659
JAX00325395,12,10.412071
JAX00199787,12,10.412611
UNC20615249,12,10.421355
UNC20615408,12,10.435161
UNC20615538,12,10.443629
JAX00325401,12,10.450072
UNC20615680,12,10.459556
UNC20615812,12,10.469683
JAX00033169,12,10.469735
JAX00325404,12,10.478999
UNC20615959,12,10.48574
UNC20616110,12,10.498512
JAX00325409,12,10.500848
JAX00033172,12,10.521744
UNC20616342,12,10.524965
UNC20616517,12,10.536453
JAX00187614,12,10.544518
UNC20616578,12,10.545363
JAX00325413,12,10.555671
JAX00033175,12,10.561008
JAX00033177,12,10.561186
JAX00325417,12,10.564266
UNC20616787,12,10.564554
JAX00325419,12,10.569211
JAX00325420,12,10.569503
UNC20616895,12,10.576224
UNC20617216,12,10.594572
UNC120650885,12,10.600971
JAX00325422,12,10.601194
UNC20617407,12,10.603982
UNC20617558,12,10.615438
JAX00199794,12,10.620108
UNC20617755,12,10.625074
JAX00325424,12,10.627709
JAX00033181,12,10.631382
JAX00033182,12,10.631439
UNC20617903,12,10.640905
UNC20618082,12,10.650969
JAX00325425,12,10.663695
UNC20618458,12,10.67109
JAX00033184,12,10.674812
UNC20618622,12,10.688628
UNC20618852,12,10.702922
JAX00325440,12,10.713343
JAX00033187,12,10.719854
UNC20618988,12,10.721275
JAX00325444,12,10.726755
JAX00033190,12,10.754818
JAX00033192,12,10.776721
JAX00033193,12,10.783878
JAX00325454,12,10.812693
JAX00199798,12,10.830156
JAX00199799,12,10.830333
JAX00033196,12,10.830569
JAX00033198,12,10.834522
UNC20621151,12,10.881628
JAX00033202,12,10.902666
JAX00325466,12,10.910808
JAX00325472,12,10.943473
UNC20622163,12,10.955207
JAX00033207,12,10.960889
JAX00033208,12,10.994549
UNC20622785,12,11.028249
JAX00033211,12,11.032716
JAX00325489,12,11.052682
JAX00325490,12,11.060187
JAX00199801,12,11.070168
JAX00325492,12,11.086286
JAX00325494,12,11.090189
JAX00325495,12,11.091184
UNC20623452,12,11.091797
JAX00033216,12,11.097015
JAX00325501,12,11.09794
JAX00325503,12,11.100686
JAX00325505,12,11.101307
JAX00325508,12,11.102897
JAX00325514,12,11.129857
JAX00325517,12,11.139089
JAX00325518,12,11.139335
JAX00325519,12,11.141233
UNC20624337,12,11.157678
JAX00033220,12,11.158698
JAX00033222,12,11.164322
JAX00033223,12,11.185091
JAX00325533,12,11.221022
JAX00325534,12,11.221724
UNC20625512,12,11.239137
JAX00033226,12,11.239855
JAX00325537,12,11.254659
JAX00325540,12,11.258877
JAX00033231,12,11.280527
UNC20626133,12,11.299512
JAX00325547,12,11.301887
JAX00325548,12,11.303566
JAX00325549,12,11.303703
JAX00033232,12,11.317425
JAX00033233,12,11.317463
JAX00325556,12,11.334621
JAX00325558,12,11.351895
JAX00325559,12,11.357941
UNC20627256,12,11.380704
JAX00325564,12,11.385122
JAX00033239,12,11.399156
JAX00325568,12,11.408994
JAX00325574,12,11.418756
UNC20627907,12,11.425549
JAX00325578,12,11.430013
JAX00033244,12,11.474787
backupUNC120005635,12,11.482184
JAX00325582,12,11.48233
JAX00325583,12,11.482592
JAX00187616,12,11.609403
UNC20629691,12,11.611403
JAX00325605,12,11.615039
JAX00033257,12,11.634312
JAX00325613,12,11.657141
JAX00325619,12,11.658382
UNC20630505,12,11.674027
JAX00033259,12,11.680062
JAX00033261,12,11.686379
JAX00033263,12,11.712395
JAX00325623,12,11.712715
UNC20631117,12,11.722165
JAX00325626,12,11.744822
JAX00325627,12,11.746008
JAX00325631,12,11.754119
JAX00033265,12,11.764403
JAX00033267,12,11.770519
JAX00033269,12,11.781997
JAX00325639,12,11.799043
JAX00325644,12,11.811437
JAX00325645,12,11.8117
JAX00033270,12,11.815568
JAX00325652,12,11.822525
UNC20632983,12,11.822888
backupUNC120488539,12,11.825418
JAX00325658,12,11.857022
JAX00325659,12,11.85821
JAX00199817,12,11.858608
UNC20633466,12,11.865913
JAX00033275,12,11.869119
JAX00033276,12,11.873311
JAX00325670,12,11.94569
JAX00325671,12,11.946768
JAX00325672,12,11.946806
JAX00033280,12,11.949843
JAX00033282,12,11.956374
JAX00325677,12,11.967159
JAX00325680,12,11.968059
JAX00033283,12,11.9869
JAX00325684,12,11.988849
JAX00325689,12,11.999608
JAX00033284,12,11.999901
JAX00325691,12,12.00137
JAX00325692,12,12.001513
JAX00325694,12,12.008443
UNC20635327,12,12.00864
JAX00033285,12,12.012344
JAX00325698,12,12.017054
JAX00325699,12,12.017084
JAX00325704,12,12.022908
JAX00325706,12,12.025694
JAX00325712,12,12.032581
JAX00325714,12,12.033256
JAX00325715,12,12.033317
JAX00325718,12,12.033947
JAX00325720,12,12.035922
JAX00325726,12,12.086199
JAX00033290,12,12.090228
JAX00325731,12,12.090504
JAX00325732,12,12.095817
backupJAX00033291,12,12.098612
UNC20636780,12,12.113773
JAX00325736,12,12.15011
JAX00033296,12,12.15043
JAX00325743,12,12.154749
JAX00325744,12,12.154765
JAX00325745,12,12.154817
JAX00325746,12,12.175461
JAX00325754,12,12.208937
JAX00325755,12,12.21419
JAX00325758,12,12.219341
JAX00325760,12,12.220045
JAX00325761,12,12.220528
JAX00325767,12,12.229663
JAX00325770,12,12.230598
JAX00325774,12,12.238543
JAX00033303,12,12.244678
UNC20638862,12,12.247968
UNC20639168,12,12.265687
JAX00325787,12,12.273795
JAX00325789,12,12.273938
JAX00325795,12,12.276452
JAX00325796,12,12.276464
JAX00325800,12,12.286015
JAX00325818,12,12.313476
JAX00199826,12,12.323363
JAX00033308,12,12.330201
JAX00325830,12,12.340609
JAX00325835,12,12.346637
JAX00325841,12,12.350972
UNC20640456,12,12.356913
JAX00325849,12,12.364787
UNC120007934,12,12.382005
JAX00033313,12,12.394071
JAX00325856,12,12.394879
JAX00325857,12,12.395152
JAX00033315,12,12.395954
JAX00325863,12,12.401893
JAX00325864,12,12.402259
JAX00325866,12,12.403131
JAX00325868,12,12.403899
JAX00325872,12,12.416189
UNC20641597,12,12.41892
JAX00325878,12,12.421689
JAX00325885,12,12.434583
JAX00033317,12,12.437286
JAX00325891,12,12.446261
JAX00325892,12,12.446307
JAX00325898,12,12.458361
JAX00325899,12,12.458557
JAX00325900,12,12.472233
JAX00325901,12,12.472295
JAX00199828,12,12.487023
JAX00033320,12,12.488863
JAX00325905,12,12.51246
JAX00325907,12,12.532317
UNC20643304,12,12.53727
JAX00325917,12,12.567243
JAX00325919,12,12.573351
JAX00325920,12,12.574098
JAX00325923,12,12.578586
UNC20644033,12,12.582801
JAX00325927,12,12.601017
JAX00187617,12,12.603404
JAX00325928,12,12.607052
backupUNC120008313,12,12.609306
JAX00325930,12,12.614052
UNC20644706,12,12.620209
JAX00033331,12,12.635235
JAX00187618,12,12.66375
JAX00199830,12,12.676511
JAX00033334,12,12.679148
JAX00033335,12,12.685349
JAX00325948,12,12.685365
JAX00325952,12,12.686637
JAX00033336,12,12.68709
JAX00033337,12,12.705319
JAX00325956,12,12.70947
JAX00325958,12,12.70973
JAX00325961,12,12.714202
JAX00325963,12,12.718077
JAX00325966,12,12.72253
JAX00325970,12,12.727885
JAX00325973,12,12.728596
JAX00325974,12,12.728642
JAX00325975,12,12.72885
JAX00325980,12,12.750365
JAX00033342,12,12.766901
JAX00325984,12,12.783944
UNC20647170,12,12.784337
JAX00033343,12,12.798108
JAX00326004,12,12.815198
JAX00326005,12,12.816913
JAX00326010,12,12.82338
UNC20648013,12,12.841093
JAX00326013,12,12.864498
JAX00033349,12,12.878548
JAX00326024,12,12.879395
JAX00326032,12,12.88672
JAX00326038,12,12.895502
JAX00326043,12,12.908994
JAX00033352,12,12.909885
JAX00326046,12,12.910661
JAX00326047,12,12.910778
JAX00033353,12,12.921814
JAX00033354,12,12.925622
JAX00326053,12,12.939248
JAX00326058,12,12.944655
JAX00326059,12,12.944931
UNC20649437,12,12.949151
JAX00326060,12,12.959868
JAX00326061,12,12.959915
JAX00326064,12,12.962345
JAX00033356,12,12.965504
JAX00326065,12,12.967087
JAX00033357,12,12.968059
JAX00326068,12,12.97369
JAX00326069,12,12.974577
JAX00326072,12,12.981416
JAX00326073,12,12.981474
JAX00326074,12,12.992909
JAX00033358,12,12.99311
UNC20650408,12,13.014052
JAX00326076,12,13.018549
JAX00326078,12,13.01924
JAX00326079,12,13.020708
JAX00326081,12,13.023323
JAX00326083,12,13.024269
JAX00033363,12,13.050433
JAX00326087,12,13.052182
JAX00326089,12,13.05778
JAX00326097,12,13.092817
JAX00326102,12,13.108351
JAX00326105,12,13.112066
UNC20651821,12,13.114638
JAX00326107,12,13.115568
JAX00033367,12,13.115676
JAX00033369,12,13.123787
UNC20652374,12,13.147469
JAX00033370,12,13.149773
JAX00326115,12,13.154368
JAX00326121,12,13.162034
