#
# nrow 8916
# ncol 3
marker,chr,pos
JAX00176775,X,3.4819785
UNC30619041,X,3.4922685
JAX00708748,X,3.496307
JAX00176779,X,3.503401
JAX00708755,X,3.5036945
JAX00708759,X,3.524069
JAX00708760,X,3.5243995
UNC30619621,X,3.524475
JAX00708766,X,3.531168
JAX00176784,X,3.5405445
UNC30620013,X,3.541254
JAX00708767,X,3.545394
UNC30620339,X,3.554725
JAX00708770,X,3.555471
JAX00176788,X,3.5605375
JAX00708779,X,3.5656305
UNC30620787,X,3.5740195
UNC30621040,X,3.588123
JAX00708789,X,3.5956545
JAX00176792,X,3.5982355
UNC30621363,X,3.6063095
JAX00176794,X,3.6065245
UNC30621603,X,3.623122
JAX00708793,X,3.6271255
JAX00708794,X,3.630825
UNC30621909,X,3.6395725
JAX00176800,X,3.641404
JAX00708796,X,3.647029
JAX00708797,X,3.6489535
JAX00708798,X,3.6513105
JAX00708799,X,3.65142
UNC30622200,X,3.655965
JAX00708800,X,3.657426
JAX00708804,X,3.664349
UNC30622505,X,3.6735495
JAX00238519,X,3.676782
UNC30623235,X,3.7236295
UNC30623418,X,3.7376355
JAX00708821,X,3.7379865
JAX00176813,X,3.7381905
JAX00176814,X,3.739209
UNC200292334,X,3.742244
JAX00708823,X,3.745438
UNC30623801,X,3.7556865
JAX00708829,X,3.765757
JAX00708830,X,3.7659485
JAX00708831,X,3.766482
JAX00708833,X,3.766936
JAX00176819,X,3.770131
JAX00176820,X,3.7740075
JAX00238525,X,3.7769205
JAX00176823,X,3.798229
JAX00708837,X,3.79888
JAX00238526,X,3.8000315
JAX00708840,X,3.8163515
JAX00708841,X,3.8185075
UNC30624981,X,3.821009
JAX00176826,X,3.82104
JAX00176827,X,3.821239
UNC30625209,X,3.836397
JAX00176828,X,3.841674
JAX00176830,X,3.84274
UNC30625391,X,3.846286
JAX00708843,X,3.8562175
JAX00708846,X,3.864268
JAX00708848,X,3.8725635
JAX00708849,X,3.8730175
JAX00708851,X,3.8759835
JAX00708852,X,3.885147
UNC30626136,X,3.885861
JAX00708855,X,3.8911655
JAX00708858,X,3.9082515
UNC30626502,X,3.9085795
JAX00708859,X,3.91242
JAX00176840,X,3.920084
UNC30626663,X,3.920201
JAX00176842,X,3.926372
JAX00708866,X,3.9313215
JAX00708869,X,3.9521775
JAX00708872,X,3.952773
JAX00708876,X,3.9557735
JAX00708877,X,3.955806
JAX00708883,X,4.0144185
JAX00708884,X,4.018298
JAX00708885,X,4.0185635
JAX00176855,X,4.019086
JAX00176858,X,4.043759
JAX00708892,X,4.0625915
UNC30627439,X,4.0627655
JAX00708897,X,4.0918855
JAX00708898,X,4.091901
JAX00176875,X,4.1351715
JAX00708906,X,4.151297
JAX00708913,X,4.1652675
JAX00238530,X,4.1870685
JAX00708928,X,4.1935955
JAX00708920,X,4.2063145
JAX00708925,X,4.227149
JAX00708926,X,4.227831
JAX00238531,X,4.2384165
JAX00176890,X,4.2405445
JAX00708929,X,4.2413925
JAX00708930,X,4.2414285
JAX00708931,X,4.246151
JAX00708932,X,4.246564
JAX00708934,X,4.255657
JAX00176891,X,4.2611625
UNC30629137,X,4.264277
JAX00176897,X,4.2951395
UNC30629488,X,4.297997
JAX00708941,X,4.2984585
JAX00708944,X,4.3305275
JAX00708946,X,4.33057
JAX00176903,X,4.3306705
JAX00708951,X,4.3468165
JAX00708952,X,4.3477755
JAX00708953,X,4.3478215
JAX00176905,X,4.348864
JAX00708954,X,4.3607075
JAX00176907,X,4.367611
JAX00176908,X,4.367648
JAX00708959,X,4.3778
UNC30630586,X,4.3787185
JAX00708960,X,4.3811735
JAX00238537,X,4.3948605
JAX00238538,X,4.394993
JAX00708967,X,4.405276
JAX00176913,X,4.4069905
JAX00708968,X,4.4072665
JAX00176914,X,4.4089925
UNC30631685,X,4.419306
JAX00176918,X,4.433597
JAX00176937,X,4.43388
JAX00176920,X,4.4424065
JAX00708982,X,4.44292
JAX00708986,X,4.4451885
JAX00708989,X,4.447441
JAX00709005,X,4.449547
backupJAX00708995,X,4.496074
JAX00708996,X,4.496082
JAX00176927,X,4.506096
JAX00176929,X,4.506921
JAX00176930,X,4.5103125
JAX00176931,X,4.5119885
JAX00709000,X,4.5188775
JAX00709001,X,4.5238235
JAX00176934,X,4.5334895
JAX00176935,X,4.533565
JAX00176936,X,4.56474
JAX00709008,X,4.577428
JAX00176939,X,4.5794615
JAX00709011,X,4.5802505
JAX00709012,X,4.5805225
JAX00176943,X,4.5998415
JAX00176944,X,4.606502
JAX00709019,X,4.607686
JAX00709020,X,4.6133525
JAX00176945,X,4.618105
JAX00176948,X,4.6324605
JAX00709024,X,4.6469405
JAX00238547,X,4.6531825
JAX00238549,X,4.6552005
JAX00176951,X,4.6596095
JAX00176956,X,4.6833165
JAX00709034,X,4.69052
JAX00709036,X,4.698086
JAX00176957,X,4.7074565
UNC30635548,X,4.7087165
JAX00709037,X,4.7099655
JAX00709038,X,4.7128595
JAX00709039,X,4.713524
JAX00709041,X,4.7177875
JAX00176960,X,4.720059
JAX00176961,X,4.7202185
JAX00176964,X,4.743211
UNC_rs50627251,X,4.758281
JAX00709047,X,4.7628145
JAX00176966,X,4.763873
JAX00709044,X,4.7639115
JAX00709051,X,4.7755235
JAX00709052,X,4.7824815
JAX00709054,X,4.7852825
JAX00176972,X,4.790176
JAX00176974,X,4.8007765
JAX00709057,X,4.813167
JAX00709059,X,4.816723
JAX00709062,X,4.8219275
JAX00176975,X,4.8238955
JAX00176976,X,4.8256845
JAX00176977,X,4.8256995
JAX00709065,X,4.8304975
JAX00709067,X,4.839292
JAX00176982,X,4.85841
JAX00238552,X,4.8611395
JAX00709072,X,4.8688225
JAX00176983,X,4.869577
JAX00709074,X,4.8737535
JAX00709076,X,4.8747845
JAX00709078,X,4.885777
JAX00709079,X,4.885793
UNC30638980,X,4.888254
JAX00176988,X,4.8927
JAX00709083,X,4.892763
JAX00709088,X,4.9309875
JAX00176993,X,4.939249
backupUNC200004813,X,4.959096
JAX00176996,X,4.9593855
JAX00709094,X,4.959731
JAX00709097,X,4.9670145
JAX00176999,X,4.971507
JAX00177000,X,4.971554
JAX00709099,X,4.972177
JAX00709103,X,4.984652
JAX00709104,X,4.994264
JAX00709105,X,4.9944205
JAX00709107,X,4.9970545
JAX00177004,X,5.0001365
UNC30641410,X,5.0185925
JAX00177008,X,5.038378
JAX00177010,X,5.0419965
JAX00709116,X,5.0462955
JAX00238554,X,5.049297
JAX00709117,X,5.049632
JAX00709118,X,5.0497655
JAX00177011,X,5.0561265
JAX00709121,X,5.0567285
JAX00177012,X,5.0619355
JAX00177013,X,5.0620735
JAX00709122,X,5.0631425
JAX00709124,X,5.0656445
UNC30642287,X,5.071742
JAX00177014,X,5.0805825
UNC30642514,X,5.0826655
JAX00709131,X,5.0863555
UNC30642753,X,5.095111
JAX00177019,X,5.101925
UNC30642921,X,5.106202
JAX00709132,X,5.1095755
UNC30643162,X,5.116719
JAX00177024,X,5.134004
JAX00709135,X,5.1374365
backupUNC200249354,X,5.144463
JAX00709137,X,5.1540805
JAX00709138,X,5.157372
UNC30643849,X,5.160772
UNC30643986,X,5.1718645
JAX00709142,X,5.177073
JAX00177030,X,5.179291
UNC30644141,X,5.183292
UNC30644302,X,5.1966445
JAX00177034,X,5.2000425
UNC30644441,X,5.205526
JAX00709151,X,5.2098655
UNC30644689,X,5.217208
JAX00177035,X,5.2187025
JAX00177037,X,5.2189055
UNC30644851,X,5.227577
JAX00709156,X,5.2289385
JAX00709157,X,5.2303285
JAX00709161,X,5.235201
UNC30645093,X,5.2382665
JAX00177039,X,5.2394585
JAX00177040,X,5.2407435
JAX00709162,X,5.244155
JAX00709163,X,5.247693
JAX00238555,X,5.2526045
JAX00709164,X,5.2552745
JAX00177042,X,5.262449
JAX00177043,X,5.262461
JAX00709165,X,5.2694845
UNC30645640,X,5.2697425
UNC30645817,X,5.284086
UNC30645925,X,5.290265
JAX00709173,X,5.2968985
JAX00177047,X,5.2982215
JAX00177049,X,5.2993075
UNC30646217,X,5.3029425
JAX00177051,X,5.3192535
JAX00177052,X,5.319312
JAX00709180,X,5.327407
UNC30646629,X,5.329899
UNC30646731,X,5.3378
JAX00177053,X,5.339398
JAX00238561,X,5.3443785
JAX00709183,X,5.349747
UNC30647009,X,5.3503315
JAX00709184,X,5.3570745
JAX00177056,X,5.3592095
UNC30647206,X,5.3606205
UNC30647370,X,5.372379
JAX00177059,X,5.382458
JAX00177060,X,5.3827645
JAX00709193,X,5.3846795
UNC30647623,X,5.3850035
JAX00709195,X,5.3869865
JAX00709197,X,5.3870955
UNC30647814,X,5.394441
JAX00709199,X,5.3959465
JAX00709200,X,5.3986685
JAX00177063,X,5.3994655
JAX00709201,X,5.399542
JAX00177064,X,5.399549
UNC30648078,X,5.4059185
JAX00238563,X,5.4074865
JAX00709204,X,5.4098745
JAX00709206,X,5.410798
backupUNC200310334,X,5.410964
UNC30648264,X,5.4144615
UNC30648327,X,5.4173165
UNC30648386,X,5.420061
JAX00177067,X,5.4214365
JAX00238565,X,5.4219275
UNC30648539,X,5.4260945
JAX00709208,X,5.426895
UNC30648622,X,5.4306005
UNC30648744,X,5.437422
UNC30648821,X,5.455693
JAX00177071,X,5.459561
UNC30649018,X,5.466575
JAX00709221,X,5.4696795
UNC30649084,X,5.4721135
UNC30649204,X,5.477948
JAX00177074,X,5.4791825
JAX00177076,X,5.4792125
UNC30649305,X,5.4834505
UNC30649376,X,5.4891255
UNC30649432,X,5.4926305
JAX00709228,X,5.496399
JAX00177077,X,5.4994965
UNC30649553,X,5.5005965
UNC30649629,X,5.506144
JAX00238568,X,5.508694
UNC30649708,X,5.5118
UNC30649793,X,5.517648
JAX00177080,X,5.519232
UNC30649860,X,5.522532
UNC30649957,X,5.5287085
UNC30650037,X,5.5359785
JAX00177083,X,5.539421
JAX00709239,X,5.548705
JAX00709243,X,5.563822
JAX00709245,X,5.5650685
UNC30650530,X,5.5791005
JAX00177090,X,5.5819935
JAX00709249,X,5.5855015
UNC30650934,X,5.604915
JAX00709257,X,5.6058435
JAX00709260,X,5.6139315
JAX00238576,X,5.615848
JAX00177095,X,5.61912
JAX00177096,X,5.619192
JAX00709262,X,5.619235
JAX00177099,X,5.6405645
JAX00709268,X,5.651511
backupJAX00709270,X,5.653333
JAX00709272,X,5.6564055
JAX00177103,X,5.6606875
JAX00709274,X,5.670018
JAX00709277,X,5.6722885
JAX00709280,X,5.6817075
UNC30652398,X,5.682141
JAX00709283,X,5.6899065
JAX00177107,X,5.69946
UNC30652732,X,5.7035605
JAX00177111,X,5.7191865
UNC30653309,X,5.729475
JAX00177115,X,5.7466785
UNC30653765,X,5.7556555
JAX00177116,X,5.7593655
JAX00709302,X,5.7611155
UNC30654286,X,5.778534
JAX00709308,X,5.7978835
JAX00709309,X,5.806242
JAX00709310,X,5.8088795
JAX00177127,X,5.8135685
JAX00238585,X,5.8135805
UNC30655107,X,5.8310585
JAX00177128,X,5.8400895
JAX00177129,X,5.8407935
JAX00709322,X,5.846845
UNC30655403,X,5.8524195
JAX00177131,X,5.8620595
JAX00177133,X,5.865069
JAX00177134,X,5.880471
UNC30655795,X,5.8827355
JAX00177137,X,5.898079
JAX00709330,X,5.9123755
JAX00709338,X,5.928664
JAX00709339,X,5.930415
UNC30656656,X,5.9318985
JAX00709340,X,5.937923
JAX00709341,X,5.937986
JAX00709344,X,5.94878
backupUNC200316908,X,5.9517575
JAX00709345,X,5.9552195
JAX00709346,X,5.955293
JAX00177151,X,5.9802365
JAX00709353,X,5.9941235
UNC30658252,X,6.0103025
JAX00709356,X,6.013709
JAX00709359,X,6.0171435
JAX00177155,X,6.0197135
JAX00709362,X,6.021509
JAX00709363,X,6.0226065
UNC30658767,X,6.033772
JAX00238594,X,6.038447
JAX00238595,X,6.0385085
JAX00177160,X,6.041973
JAX00709372,X,6.0599775
UNC30659322,X,6.060078
JAX00177163,X,6.060465
JAX00177165,X,6.0802455
JAX00709373,X,6.0814145
JAX00709375,X,6.0832065
JAX00709378,X,6.085349
JAX00709380,X,6.0892945
JAX00709382,X,6.089339
UNC30660255,X,6.1014435
JAX00709387,X,6.1242325
JAX00177172,X,6.1243405
JAX00709390,X,6.1312685
JAX00709391,X,6.1313155
UNC30660941,X,6.1363125
JAX00177174,X,6.140901
UNC200319662,X,6.1504255
JAX00709398,X,6.154526
JAX00238601,X,6.169085
JAX00177180,X,6.1762605
JAX00177181,X,6.176358
JAX00709404,X,6.188897
JAX00709408,X,6.197904
JAX00177182,X,6.199289
JAX00709411,X,6.199645
UNC30662406,X,6.2124855
JAX00709415,X,6.21448
JAX00709417,X,6.2159715
JAX00709418,X,6.217784
JAX00709419,X,6.2223695
UNC30663028,X,6.2383125
JAX00177192,X,6.262301
UNC30663933,X,6.286844
JAX00709434,X,6.313023
JAX00709437,X,6.316032
JAX00177201,X,6.3204625
UNC30664376,X,6.322017
JAX00238605,X,6.327924
JAX00709442,X,6.338824
UNC30664552,X,6.339042
JAX00177203,X,6.3391295
JAX00177204,X,6.3395635
JAX00709444,X,6.3505725
JAX00709447,X,6.356033
JAX00177208,X,6.3590065
UNC30664792,X,6.364817
JAX00709450,X,6.3651165
UNC30664973,X,6.390918
JAX00177213,X,6.4039135
JAX00177214,X,6.404026
JAX00709456,X,6.4091165
UNC30665419,X,6.4150075
JAX00177215,X,6.420169
JAX00709457,X,6.4214085
JAX00709465,X,6.4535125
JAX00709467,X,6.454536
JAX00709470,X,6.46473
UNC30666191,X,6.465714
JAX00709471,X,6.4678015
JAX00709473,X,6.474465
JAX00709475,X,6.475414
JAX00709478,X,6.490248
UNC200089428,X,6.491839
UNC30666893,X,6.492181
JAX00177228,X,6.5041685
JAX00709480,X,6.509693
JAX00709481,X,6.512062
JAX00709484,X,6.5222025
JAX00709485,X,6.5232115
JAX00709486,X,6.523605
JAX00177233,X,6.539463
JAX00177234,X,6.5401755
UNC30667923,X,6.5475945
JAX00709491,X,6.551954
JAX00177236,X,6.5523255
JAX00709500,X,6.5687035
JAX00709501,X,6.5759105
UNC30668589,X,6.590703
JAX00709504,X,6.5984975
JAX00177244,X,6.599387
JAX00709505,X,6.602202
JAX00709506,X,6.6117985
JAX00709512,X,6.629393
JAX00709513,X,6.6345845
UNC30669207,X,6.639789
JAX00177252,X,6.6593085
JAX00709522,X,6.664567
JAX00177255,X,6.681173
JAX00709526,X,6.6880795
JAX00709527,X,6.689398
JAX00709529,X,6.696436
JAX00709530,X,6.698506
JAX00177261,X,6.7197575
JAX00177262,X,6.7197845
JAX00709542,X,6.752103
JAX00709543,X,6.7554915
JAX00177266,X,6.7581345
JAX00709545,X,6.7586995
JAX00709546,X,6.758933
JAX00177269,X,6.778569
JAX00238624,X,6.7893915
UNC30671235,X,6.7898445
JAX00177274,X,6.7966165
JAX00709548,X,6.805585
JAX00177275,X,6.820009
JAX00177277,X,6.8202305
JAX00709553,X,6.833696
JAX00177278,X,6.839734
JAX00177279,X,6.839761
JAX00709555,X,6.854439
JAX00709559,X,6.866731
JAX00177284,X,6.873129
JAX00177285,X,6.873151
JAX00177286,X,6.8786455
UNC30672748,X,6.8921665
JAX00177287,X,6.8973105
JAX00709560,X,6.9052915
JAX00238629,X,6.9157025
JAX00177290,X,6.917363
JAX00709567,X,6.929204
JAX00709569,X,6.9337525
UNC30673331,X,6.9500535
JAX00177297,X,6.9576395
JAX00709574,X,6.964544
JAX00709575,X,6.964871
JAX00709576,X,6.9649945
JAX00177298,X,6.966686
JAX00709579,X,6.9741195
JAX00177299,X,6.9766825
JAX00177301,X,6.9783395
JAX00177302,X,7.006902
JAX00177303,X,7.0070435
UNC30674102,X,7.027182
JAX00177308,X,7.04041
JAX00709584,X,7.0416925
JAX00177311,X,7.060467
UNC30674758,X,7.078525
JAX00177318,X,7.099533
JAX00709591,X,7.1046315
JAX00177321,X,7.118306
JAX00709596,X,7.133768
JAX00709598,X,7.1463485
JAX00709599,X,7.1463935
JAX00709600,X,7.1481105
JAX00709601,X,7.148926
JAX00177326,X,7.1599265
JAX00177327,X,7.1601245
JAX00177328,X,7.160182
JAX00709608,X,7.1726515
JAX00709612,X,7.189136
UNC30676681,X,7.1937435
JAX00177333,X,7.2095355
JAX00709613,X,7.2118735
JAX00709617,X,7.220895
JAX00177337,X,7.2403815
JAX00177338,X,7.240697
UNC30677423,X,7.2456535
JAX00709620,X,7.251174
JAX00709622,X,7.2535655
JAX00177340,X,7.2611135
JAX00177344,X,7.2839845
JAX00177344_b,X,7.283985
JAX00709626,X,7.28409
JAX00177346,X,7.29413
JAX00177347,X,7.294236
JAX00177348,X,7.305652
JAX00709629,X,7.3071115
JAX00709632,X,7.328807
JAX00709634,X,7.3303505
UNC30679070,X,7.334342
JAX00177354,X,7.3408075
JAX00709635,X,7.3428635
JAX00709638,X,7.353179
JAX00709639,X,7.354009
JAX00177356,X,7.3577615
JAX00177357,X,7.36398
JAX00709642,X,7.364116
JAX00709643,X,7.3665235
JAX00709647,X,7.397894
JAX00177360,X,7.399692
JAX00177362,X,7.4000035
UNC200334548,X,7.4043545
JAX00177364,X,7.4199285
JAX00709650,X,7.425914
JAX00709651,X,7.4259325
JAX00709653,X,7.426184
JAX00709654,X,7.4263725
JAX00177366,X,7.4393065
JAX00177367,X,7.4410305
JAX00709657,X,7.4448115
JAX00709659,X,7.4506145
JAX00177369,X,7.4577665
JAX00177370,X,7.457842
JAX00709662,X,7.469151
JAX00709664,X,7.469299
JAX00709665,X,7.469358
JAX00709666,X,7.4694515
JAX00709667,X,7.4724245
JAX00177373,X,7.480373
JAX00709670,X,7.497905
UNC30682052,X,7.498018
JAX00709671,X,7.4980705
JAX00709672,X,7.5018895
JAX00709675,X,7.5111335
JAX00709676,X,7.5145965
JAX00177381,X,7.539099
JAX00177384,X,7.559191
UNC200210623,X,7.5705855
JAX00709682,X,7.5708325
JAX00177387,X,7.5768735
JAX00177389,X,7.5769005
JAX00177392,X,7.6015935
JAX00709691,X,7.6102225
JAX00709693,X,7.610839
JAX00709695,X,7.640519
JAX00709697,X,7.640566
JAX00177399,X,7.657128
JAX00709701,X,7.663534
JAX00709702,X,7.6636005
JAX00709703,X,7.6636725
JAX00709708,X,7.682585
JAX00709709,X,7.686867
JAX00177406,X,7.6965065
JAX00177409,X,7.7120995
JAX00177410,X,7.726738
JAX00709715,X,7.746074
JAX00709719,X,7.7473035
JAX00709720,X,7.7476565
UNC30685912,X,7.7498785
JAX00177414,X,7.760749
JAX00177415,X,7.7607905
JAX00709722,X,7.767905
JAX00177418,X,7.7884315
JAX00177421,X,7.7997055
JAX00177427,X,7.8389825
JAX00238650,X,7.849253
UNC30687129,X,7.8546105
JAX00177429,X,7.8619245
JAX00177430,X,7.862625
JAX00709727,X,7.8636085
JAX00238651,X,7.863928
JAX00709729,X,7.8744665
JAX00709731,X,7.876617
JAX00177434,X,7.88216
JAX00709733,X,7.8823655
JAX00177435,X,7.900382
UNC30687700,X,7.904892
JAX00709736,X,7.907921
UNC30688115,X,7.945381
JAX00177442,X,7.954115
JAX00177443,X,7.9543085
JAX00709741,X,7.9749915
JAX00177446,X,7.9783075
JAX00709744,X,7.9829935
UNC30688469,X,7.9957085
JAX00177448,X,7.997579
JAX00177450,X,8.0000605
JAX00709748,X,8.0171425
JAX00177453,X,8.020597
JAX00177456,X,8.039852
JAX00709755,X,8.047023
UNC30689278,X,8.0548325
JAX00177459,X,8.0619985
JAX00177460,X,8.0750895
JAX00177461,X,8.075282
JAX00238656,X,8.0826295
JAX00177463,X,8.09946
UNC30689836,X,8.1005745
JAX00709762,X,8.1050755
JAX00177467,X,8.120598
JAX00177468,X,8.120804
JAX00709767,X,8.1250275
JAX00709768,X,8.1251225
JAX00177469,X,8.1395075
JAX00177471,X,8.1398815
JAX00709774,X,8.149891
JAX00709775,X,8.1501525
UNC30690563,X,8.1542925
JAX00238658,X,8.1565165
JAX00177472,X,8.1622735
JAX00177473,X,8.1623995
JAX00177477,X,8.1785775
UNC30691033,X,8.1811725
JAX00709782,X,8.1894485
JAX00177478,X,8.2004555
JAX00177479,X,8.2009675
JAX00177480,X,8.20101
JAX00709786,X,8.211374
JAX00177481,X,8.2181385
JAX00709788,X,8.2186045
JAX00709794,X,8.2480745
JAX00177491,X,8.280768
UNC30692669,X,8.2921095
JAX00238665,X,8.292611
JAX00709801,X,8.295744
JAX00177494,X,8.300412
JAX00177498,X,8.3270295
UNC30693126,X,8.3341175
JAX00177500,X,8.3379565
JAX00709810,X,8.353976
UNC30693454,X,8.3558875
JAX00709811,X,8.3565175
JAX00709813,X,8.358878
JAX00177504,X,8.359808
UNC30693718,X,8.3712985
JAX00177505,X,8.3743425
JAX00238668,X,8.3787895
JAX00709819,X,8.384302
JAX00709820,X,8.3844925
JAX00709822,X,8.388173
UNC30694158,X,8.3938425
JAX00177508,X,8.398272
JAX00709823,X,8.402314
UNC30694401,X,8.414505
JAX00177511,X,8.416194
JAX00177513,X,8.4226295
JAX00238672,X,8.431742
UNC30694645,X,8.433866
JAX00177514,X,8.4382455
JAX00177517,X,8.4628145
JAX00177518,X,8.4630315
JAX00177519,X,8.46317
UNC30695131,X,8.466573
UNC30695738,X,8.5149065
JAX00177526,X,8.5170965
JAX00177527,X,8.521384
JAX00177528,X,8.521736
JAX00709842,X,8.531673
JAX00709843,X,8.5316825
UNC30695994,X,8.532998
JAX00177529,X,8.5413255
JAX00177530,X,8.541341
JAX00177531,X,8.541381
UNC30696306,X,8.5529875
JAX00177532,X,8.559481
JAX00177533,X,8.560776
JAX00177534,X,8.5608275
JAX00238678,X,8.5676525
UNC30696808,X,8.5860155
JAX00709853,X,8.592812
JAX00709854,X,8.6053965
JAX00709855,X,8.6056415
UNC30697012,X,8.606529
JAX00177541,X,8.617276
JAX00177542,X,8.617315
JAX00177543,X,8.6173315
UNC30697358,X,8.6361315
JAX00709858,X,8.6362045
UNC30697627,X,8.6532575
JAX00709864,X,8.6554435
JAX00709866,X,8.6560405
JAX00177547,X,8.6602045
JAX00177548,X,8.6602455
JAX00238681,X,8.66784
JAX00709876,X,8.6903275
JAX00238682,X,8.6904795
JAX00709882,X,8.717408
UNC30698758,X,8.753054
JAX00177561,X,8.756809
JAX00709883,X,8.757036
UNC30698948,X,8.772871
JAX00709886,X,8.7934
JAX00177568,X,8.796569
UNC30699425,X,8.817152
JAX00709887,X,8.8312515
UNC30699686,X,8.834313
JAX00177570,X,8.8399995
JAX00177572,X,8.840873
JAX00709891,X,8.8466525
UNC30699898,X,8.8498615
UNC200349871,X,8.853611
JAX00177576,X,8.8766175
JAX00177578,X,8.8785335
UNC30700441,X,8.893221
JAX00709899,X,8.8991885
UNC30700765,X,8.908953
JAX00709902,X,8.911223
JAX00709904,X,8.9138925
JAX00177583,X,8.919117
JAX00709907,X,8.929279
JAX00709908,X,8.929399
JAX00709909,X,8.9294195
JAX00709911,X,8.945363
JAX00709912,X,8.9454005
JAX00177588,X,8.9657165
UNC30701595,X,8.974688
JAX00709915,X,8.9751325
JAX00177592,X,8.979274
JAX00177593,X,8.983331
JAX00177594,X,9.0002905
JAX00709924,X,9.0544635
JAX00709926,X,9.054596
JAX00709928,X,9.0548715
JAX00709929,X,9.0656735
JAX00177603,X,9.0750735
JAX00177604,X,9.075102
JAX00177605,X,9.075534
JAX00709933,X,9.1170915
JAX00709935,X,9.120361
JAX00709936,X,9.1413885
JAX00709937,X,9.1416615
JAX00709938,X,9.1451555
JAX00709939,X,9.1457175
UNC30704330,X,9.146273
JAX00177612,X,9.1528605
JAX00177614,X,9.1533285
JAX00177617,X,9.184641
JAX00709943,X,9.191338
JAX00709947,X,9.1993875
JAX00709951,X,9.209865
JAX00177622,X,9.219832
JAX00709952,X,9.2232015
backupJAX00709954,X,9.2261935
JAX00177624,X,9.245911
JAX00709956,X,9.2466605
JAX00177628,X,9.2554125
JAX00177629,X,9.259817
