#
# nrow 6157
# ncol 3
marker,chromosome,bp
JAX00086388,19,4.304147
UNC29832192,19,4.31273
JAX00469147,19,4.3234
JAX00086390,19,4.324271
JAX00086391,19,4.335641
JAX00469152,19,4.343861
JAX00469157,19,4.352774
JAX00469158,19,4.365073
JAX00469161,19,4.384909
JAX00469166,19,4.409175
JAX00469167,19,4.409649
JAX00214195,19,4.412135
UNC29832780,19,4.416152
JAX00086401,19,4.447956
JAX00469173,19,4.460843
JAX00469178,19,4.484447
JAX00469190,19,4.5176
JAX00469194,19,4.536461
JAX00086405,19,4.539738
JAX00469201,19,4.557237
JAX00469206,19,4.570697
JAX00086409,19,4.578878
JAX00469207,19,4.579694
JAX00086410,19,4.581481
JAX00469209,19,4.587736
JAX00469214,19,4.602096
JAX00469216,19,4.603941
JAX00469218,19,4.607853
UNC29834997,19,4.628058
JAX00469231,19,4.656163
JAX00469233,19,4.658025
JAX00469237,19,4.678823
JAX00469244,19,4.721626
JAX00469248,19,4.728169
JAX00469251,19,4.729958
UNC29836189,19,4.732824
JAX00214203,19,4.740176
JAX00086422,19,4.74022
JAX00469261,19,4.740699
JAX00469264,19,4.750402
JAX00469272,19,4.780345
JAX00469274,19,4.834103
JAX00469276,19,4.836042
JAX00469285,19,4.894807
UNC29837897,19,4.907657
JAX00469293,19,4.909703
JAX00086434,19,4.910686
JAX00469299,19,4.92379
JAX00086435,19,4.929427
JAX00469302,19,4.930373
JAX00469305,19,4.952975
JAX00469306,19,4.953236
JAX00214208,19,4.95617
JAX00469307,19,4.981829
JAX00086440,19,4.985046
JAX00469314,19,5.006951
JAX00469315,19,5.007455
JAX00469316,19,5.011585
JAX00469317,19,5.016478
JAX00469318,19,5.016576
JAX00214211,19,5.033713
JAX00469323,19,5.035112
JAX00469324,19,5.037677
JAX00469327,19,5.040887
JAX00469329,19,5.048781
JAX00469331,19,5.05135
JAX00086445,19,5.058461
JAX00086447,19,5.080341
UNC190139327,19,5.083353
UNC29839866,19,5.099671
UNC190279660,19,5.109975
JAX00469346,19,5.13583
JAX00469347,19,5.137134
JAX00214213,19,5.161983
JAX00086454,19,5.179661
JAX00214215,19,5.179698
JAX00469358,19,5.190141
JAX00469360,19,5.191377
JAX00469365,19,5.202959
UNC29840729,19,5.20628
JAX00086457,19,5.225489
JAX00469371,19,5.227017
JAX00086458,19,5.229144
JAX00469375,19,5.232838
JAX00469383,19,5.262355
JAX00086461,19,5.26642
UNC29841215,19,5.268749
JAX00086462,19,5.290293
JAX00469387,19,5.334584
UNC29841737,19,5.340514
JAX00469388,19,5.34297
JAX00469389,19,5.343175
JAX00469392,19,5.344138
JAX00086467,19,5.353007
JAX00086470,19,5.385566
JAX00469408,19,5.403406
JAX00086471,19,5.411811
UNC29842600,19,5.433373
JAX00086473,19,5.438994
JAX00086475,19,5.450169
JAX00469423,19,5.450444
JAX00086478,19,5.484672
UNC29843285,19,5.503832
JAX00469446,19,5.52743
JAX00086480,19,5.546806
JAX00469454,19,5.557829
JAX00469455,19,5.559207
JAX00086486,19,5.603222
JAX00086487,19,5.617703
JAX00469464,19,5.624845
UNC29844952,19,5.650883
JAX00469466,19,5.669716
JAX00469468,19,5.682989
UNC29845290,19,5.68943
JAX00086492,19,5.691917
JAX00214232,19,5.735056
JAX00469482,19,5.758189
UNC29845938,19,5.758286
JAX00086498,19,5.76537
JAX00086499,19,5.778884
JAX00469491,19,5.796095
JAX00086501,19,5.80023
JAX00469497,19,5.820485
UNC29847184,19,5.872016
JAX00469508,19,5.922485
UNC29847961,19,5.95037
JAX00086510,19,5.954944
JAX00086513,19,5.964904
JAX00469525,19,6.009453
JAX00469527,19,6.011638
JAX00086516,19,6.019589
UNC29849062,19,6.027842
JAX00086518,19,6.037694
JAX00086520,19,6.051951
JAX00086521,19,6.063607
JAX00469541,19,6.070862
JAX00469542,19,6.071229
JAX00469543,19,6.071385
UNC29849578,19,6.083629
JAX00469546,19,6.101686
JAX00469547,19,6.104623
JAX00469548,19,6.144652
JAX00469549,19,6.146416
UNC29850416,19,6.154047
JAX00469555,19,6.198915
JAX00469562,19,6.219948
JAX00469564,19,6.220124
backupUNC190140806,19,6.221959
UNC29851182,19,6.223326
JAX00086532,19,6.225434
JAX00469573,19,6.231544
JAX00469582,19,6.257522
JAX00469583,19,6.257573
JAX00469588,19,6.265395
JAX00469597,19,6.2926
JAX00469599,19,6.294341
JAX00086538,19,6.294897
JAX00469605,19,6.304452
JAX00469609,19,6.322281
JAX00469610,19,6.322644
JAX00086540,19,6.347948
JAX00214245,19,6.360784
JAX00469613,19,6.366617
JAX00469618,19,6.390676
JAX00086546,19,6.4051
JAX00086547,19,6.40524
JAX00469621,19,6.405576
JAX00469629,19,6.443963
JAX00469631,19,6.449324
JAX00469634,19,6.457888
JAX00469635,19,6.458333
UNC29853003,19,6.458874
JAX00469646,19,6.516427
UNC29853576,19,6.532855
JAX00469657,19,6.538763
JAX00469664,19,6.545635
JAX00469668,19,6.571054
UNC29854243,19,6.580813
JAX00469679,19,6.597524
JAX00469690,19,6.649216
JAX00086564,19,6.650173
JAX00469695,19,6.657821
JAX00469702,19,6.665169
JAX00469707,19,6.670592
JAX00469719,19,6.898505
UNC29855954,19,6.902721
JAX00086567,19,6.90414
JAX00086570,19,6.949417
JAX00086571,19,6.950659
UNC29856661,19,6.982911
JAX00086573,19,6.983845
JAX00469738,19,6.990074
JAX00469744,19,7.02404
JAX00469745,19,7.02488
JAX00469746,19,7.031758
UNC29857130,19,7.058075
JAX00469752,19,7.087136
JAX00469758,19,7.096864
UNC29857813,19,7.122926
JAX00469764,19,7.141171
UNC29858472,19,7.200288
JAX00469774,19,7.221931
UNC29859195,19,7.273846
JAX00469779,19,7.286591
JAX00086597,19,7.303952
backupJAX00469786,19,7.337895
JAX00469789,19,7.358624
JAX00469793,19,7.388207
JAX00469798,19,7.39843
JAX00469799,19,7.400678
JAX00086605,19,7.401302
UNC29860444,19,7.422379
JAX00469808,19,7.433381
JAX00469809,19,7.433517
JAX00086609,19,7.468613
UNC29861333,19,7.493155
JAX00469818,19,7.510166
JAX00086614,19,7.513957
JAX00469822,19,7.537208
JAX00469825,19,7.562517
JAX00469826,19,7.564785
UNC29862012,19,7.572594
JAX00469828,19,7.596398
UNC190000807,19,7.612197
JAX00469833,19,7.615903
JAX00469834,19,7.626748
JAX00086623,19,7.632261
JAX00469840,19,7.637245
JAX00469842,19,7.641823
JAX00469846,19,7.678889
JAX00469849,19,7.682887
JAX00469850,19,7.682902
UNC29863583,19,7.706863
JAX00469854,19,7.733946
JAX00469855,19,7.755895
JAX00469856,19,7.777936
JAX00086634,19,7.781083
JAX00086637,19,7.822826
JAX00469858,19,7.840259
JAX00469861,19,7.850418
JAX00086639,19,7.864201
JAX00086640,19,7.864379
backupUNC190295022,19,7.879393
JAX00469869,19,7.97966
JAX00469870,19,7.980231
JAX00214271,19,7.998134
JAX00469885,19,8.139152
JAX00469886,19,8.147335
JAX00469887,19,8.175578
JAX00469891,19,8.204414
UNC29866051,19,8.234809
JAX00469899,19,8.276309
JAX00086675,19,8.327694
JAX00469929,19,8.479718
JAX00469933,19,8.521178
JAX00469936,19,8.530595
JAX00086690,19,8.546643
JAX00469943,19,8.550563
JAX00469946,19,8.566372
UNC29867469,19,8.600467
JAX00469956,19,8.655244
JAX00086700,19,8.666958
JAX00086701,19,8.667124
JAX00469959,19,8.674831
UNC29868074,19,8.676935
JAX00469963,19,8.707689
JAX00214284,19,8.733484
UNC29868820,19,8.753215
JAX00469974,19,8.762316
UNC29869217,19,8.783288
UNC29869483,19,8.810405
JAX00469982,19,8.813311
UNC29869587,19,8.820592
JAX00086711,19,8.823113
JAX00469983,19,8.842181
UNC29869860,19,8.857096
UNC29870082,19,8.879987
JAX00086716,19,8.884936
UNC29870159,19,8.890053
JAX00214286,19,8.898845
JAX00214287,19,8.898874
UNC29870238,19,8.901566
UNC29870343,19,8.91531
JAX00469990,19,8.915486
JAX00469992,19,8.921491
UNC29870437,19,8.92621
JAX00086720,19,8.948739
JAX00469994,19,8.958336
JAX00086721,19,8.963267
UNC29870993,19,8.975822
JAX00469996,19,8.979317
JAX00469997,19,8.979839
UNC29871077,19,8.990729
UNC29871139,19,9.001604
UNC29871202,19,9.011153
JAX00469999,19,9.014247
UNC29871338,19,9.028051
JAX00470001,19,9.03195
UNC29871426,19,9.037801
JAX00086728,19,9.04174
JAX00470004,19,9.055848
JAX00086731,19,9.056455
JAX00470008,19,9.074825
JAX00470009,19,9.076135
JAX00470010,19,9.077856
JAX00470012,19,9.081525
JAX00470016,19,9.111146
UNC29872192,19,9.12539
JAX00470018,19,9.129475
backupJAX00470023,19,9.157932
JAX00470026,19,9.165374
UNC29872760,19,9.183622
JAX00470030,19,9.183879
JAX00470032,19,9.189561
UNC29872947,19,9.208832
UNC29873192,19,9.239746
UNC29874065,19,9.321944
JAX00470076,19,9.379248
UNC29874718,19,9.518927
backupUNC190142636,19,9.647938
JAX00470079,19,9.721054
UNC29875419,19,9.771527
UNC29875475,19,9.810461
JAX00086777,19,9.819649
UNC29875605,19,9.879649
JAX00470084,19,9.917033
JAX00470085,19,9.918353
JAX00470086,19,9.918749
JAX00214300,19,9.924758
JAX00470089,19,9.942358
JAX00086786,19,9.946796
JAX00470093,19,9.948476
JAX00470100,19,9.958787
JAX00470101,19,9.95999
UNC29876186,19,9.962608
JAX00470104,19,10.001663
UNC29876798,19,10.021178
JAX00086791,19,10.022591
JAX00086792,19,10.024607
JAX00470107,19,10.031439
JAX00470110,19,10.043097
JAX00470112,19,10.043301
JAX00470115,19,10.050677
JAX00470117,19,10.052957
JAX00470118,19,10.058031
JAX00470122,19,10.062547
JAX00470124,19,10.064423
JAX00086795,19,10.064716
UNC29877603,19,10.08039
backupJAX00470129,19,10.081205
JAX00470130,19,10.081323
JAX00470135,19,10.092435
JAX00470139,19,10.102397
UNC29877980,19,10.118489
JAX00086798,19,10.123715
JAX00470143,19,10.130883
JAX00086800,19,10.140244
JAX00470148,19,10.14301
JAX00470155,19,10.153388
JAX00470164,19,10.170276
UNC29878754,19,10.180106
JAX00470166,19,10.181847
JAX00470172,19,10.215641
JAX00086806,19,10.227366
JAX00470175,19,10.232242
UNC29879331,19,10.236961
JAX00470178,19,10.24055
JAX00470180,19,10.241747
JAX00470186,19,10.267967
JAX00470187,19,10.268019
JAX00470188,19,10.279281
JAX00470189,19,10.280485
JAX00470192,19,10.28166
JAX00214311,19,10.282128
UNC29879933,19,10.285893
UNC190659558,19,10.295474
UNC29880316,19,10.31603
JAX00470210,19,10.355565
UNC29880732,19,10.356243
JAX00470212,19,10.361867
JAX00214313,19,10.383152
JAX00086817,19,10.384205
JAX00470215,19,10.38422
UNC29881093,19,10.395466
JAX00470218,19,10.403612
JAX00086820,19,10.408118
JAX00086821,19,10.428185
UNC29881497,19,10.428316
JAX00470225,19,10.43369
JAX00470226,19,10.433931
JAX00470228,19,10.438785
JAX00086824,19,10.467407
UNC29882074,19,10.474783
JAX00470239,19,10.478647
UNC29882454,19,10.514826
JAX00470249,19,10.515074
JAX00086830,19,10.553354
JAX00470259,19,10.553525
JAX00470261,19,10.561943
JAX00086831,19,10.562014
JAX00470263,19,10.563213
JAX00470266,19,10.56621
JAX00470277,19,10.578344
UNC29883391,19,10.579017
JAX00086834,19,10.582421
JAX00470280,19,10.584657
UNC29883931,19,10.631441
JAX00470283,19,10.640897
UNC29884249,19,10.655632
JAX00470295,19,10.660853
JAX00086839,19,10.668827
JAX00470302,19,10.677349
JAX00188555,19,10.677754
JAX00470304,19,10.683335
JAX00470307,19,10.695546
JAX00086841,19,10.710334
JAX00470313,19,10.715819
UNC29884876,19,10.716235
JAX00470315,19,10.721386
JAX00470319,19,10.723023
UNC29885105,19,10.731379
UNC29885109,19,10.731554
UNC29885153,19,10.733843
UNC29885159,19,10.734504
UNC29885182,19,10.735778
UNC29885197,19,10.736683
UNC29885214,19,10.737391
UNC29885337,19,10.745038
UNC29885525,19,10.757065
JAX00086845,19,10.76135
UNC29885773,19,10.77446
JAX00086848,19,10.788815
JAX00086849,19,10.789005
UNC29885979,19,10.791168
JAX00470334,19,10.797357
JAX00470338,19,10.807543
JAX00470339,19,10.807628
JAX00470342,19,10.808484
JAX00470344,19,10.808831
JAX00470345,19,10.80921
UNC29886257,19,10.813304
UNC29886490,19,10.828008
JAX00086851,19,10.834438
UNC29886815,19,10.846846
JAX00470353,19,10.858024
JAX00470358,19,10.860477
UNC29887070,19,10.861231
JAX00470364,19,10.863423
JAX00470365,19,10.865935
JAX00470367,19,10.866091
JAX00470370,19,10.867576
UNC29887285,19,10.877332
UNC29887516,19,10.8947
JAX00470376,19,10.902134
UNC29887867,19,10.921409
JAX00470380,19,10.928159
JAX00470386,19,10.944657
JAX00470387,19,10.946479
UNC29888249,19,10.954563
JAX00470389,19,10.96508
JAX00470391,19,10.966071
JAX00470393,19,10.970637
UNC29888412,19,10.97538
JAX00086862,19,10.985799
JAX00086863,19,10.987691
JAX00470405,19,10.988186
JAX00086864,19,10.988536
JAX00470406,19,10.988764
JAX00470408,19,10.988963
JAX00470409,19,10.989012
UNC29888703,19,10.995
UNC29889206,19,11.021444
JAX00470420,19,11.022574
JAX00470421,19,11.024276
JAX00470426,19,11.034359
JAX00470427,19,11.037763
JAX00470430,19,11.038633
JAX00470431,19,11.038655
UNC29889577,19,11.043539
JAX00470435,19,11.05129
JAX00086868,19,11.068208
backupJAX00470445,19,11.076559
UNC29890663,19,11.124326
JAX00470452,19,11.145461
UNC29891116,19,11.176131
JAX00086878,19,11.185708
UNC29891263,19,11.1922
JAX00470464,19,11.208668
JAX00470467,19,11.215871
UNC29891670,19,11.216202
JAX00470468,19,11.217867
JAX00214331,19,11.2181
UNC29891994,19,11.232861
JAX00470472,19,11.236283
JAX00470473,19,11.236346
JAX00470475,19,11.243533
UNC29892146,19,11.247987
UNC29892502,19,11.268134
JAX00470483,19,11.271115
JAX00086886,19,11.289299
JAX00470489,19,11.300787
UNC29892845,19,11.301667
JAX00470491,19,11.307662
JAX00086888,19,11.324392
UNC29893228,19,11.330466
UNC29893273,19,11.335892
backupUNC190188354,19,11.34722
JAX00086891,19,11.358567
JAX00470498,19,11.359505
JAX00470499,19,11.359552
JAX00470500,19,11.36343
JAX00470502,19,11.377515
JAX00470503,19,11.378619
JAX00086893,19,11.381319
JAX00470506,19,11.381684
UNC29893682,19,11.381822
JAX00470509,19,11.38218
UNC29893945,19,11.402588
UNC29894001,19,11.408688
JAX00470522,19,11.420291
UNC29894668,19,11.451693
JAX00214336,19,11.453004
JAX00214338,19,11.453072
UNC29895024,19,11.479856
JAX00470548,19,11.535628
JAX00470556,19,11.561605
JAX00470557,19,11.56167
JAX00470559,19,11.562997
JAX00470560,19,11.563608
JAX00470567,19,11.569015
JAX00086907,19,11.590482
JAX00086908,19,11.590584
JAX00470571,19,11.590602
JAX00470576,19,11.594838
JAX00470579,19,11.595495
JAX00470582,19,11.597328
JAX00470583,19,11.603435
JAX00470585,19,11.605697
JAX00470586,19,11.606252
JAX00470593,19,11.631319
JAX00086912,19,11.632011
JAX00470603,19,11.65509
JAX00086913,19,11.655178
JAX00470607,19,11.663696
JAX00470609,19,11.665344
JAX00086915,19,11.665477
JAX00470610,19,11.666254
JAX00470616,19,11.679493
UNC29898159,19,11.703493
JAX00470634,19,11.707324
JAX00470635,19,11.70755
JAX00470639,19,11.718323
JAX00470641,19,11.721643
JAX00470645,19,11.734666
JAX00470647,19,11.742743
JAX00470650,19,11.763141
JAX00470651,19,11.763589
JAX00470653,19,11.764228
JAX00086922,19,11.782113
JAX00086923,19,11.787445
JAX00470658,19,11.787784
JAX00470660,19,11.800432
JAX00086924,19,11.804775
UNC29899468,19,11.819279
JAX00470668,19,11.831949
JAX00086926,19,11.83309
JAX00470673,19,11.85634
JAX00470680,19,11.888225
JAX00470697,19,11.932626
JAX00470698,19,11.933728
JAX00470701,19,11.937812
JAX00470702,19,11.937892
JAX00470703,19,11.938406
JAX00470704,19,11.938974
JAX00086934,19,11.94221
JAX00086935,19,11.942256
JAX00470711,19,11.970228
JAX00470713,19,11.971329
JAX00470719,19,11.983939
UNC29902290,19,11.997758
JAX00086939,19,12.000497
JAX00470723,19,12.006061
JAX00470725,19,12.015245
JAX00470728,19,12.02413
JAX00086940,19,12.024245
JAX00470742,19,12.063409
JAX00470743,19,12.063568
backupUNC190238128,19,12.078822
JAX00470751,19,12.0937
UNC29903693,19,12.117297
JAX00086948,19,12.127335
JAX00214355,19,12.175336
JAX00086952,19,12.177011
JAX00470766,19,12.18345
JAX00470767,19,12.184258
UNC29905027,19,12.237329
JAX00470783,19,12.316254
JAX00470785,19,12.326634
JAX00470801,19,12.400359
JAX00470803,19,12.409479
JAX00470804,19,12.411263
JAX00086970,19,12.413806
JAX00086971,19,12.413841
JAX00470808,19,12.414345
JAX00086973,19,12.447587
JAX00470811,19,12.459154
UNC29907130,19,12.461499
JAX00470817,19,12.473577
JAX00470834,19,12.53048
JAX00470835,19,12.531984
UNC29908079,19,12.534159
JAX00470845,19,12.538987
JAX00470846,19,12.539219
JAX00470848,19,12.539763
JAX00470850,19,12.542835
JAX00470854,19,12.546066
JAX00470855,19,12.558116
JAX00470856,19,12.558956
JAX00470860,19,12.567126
JAX00086982,19,12.567453
JAX00470861,19,12.585131
JAX00470862,19,12.599564
JAX00470865,19,12.607311
JAX00470867,19,12.609302
JAX00470868,19,12.612703
JAX00214363,19,12.644974
JAX00214364,19,12.645079
JAX00086988,19,12.649513
JAX00470877,19,12.659144
JAX00470878,19,12.659365
JAX00470881,19,12.661009
JAX00470883,19,12.66284
JAX00470885,19,12.663489
JAX00470891,19,12.683205
JAX00086992,19,12.698356
JAX00470894,19,12.698508
JAX00470897,19,12.699073
JAX00470901,19,12.702019
JAX00470902,19,12.708708
JAX00470904,19,12.715604
JAX00086993,19,12.720381
JAX00470908,19,12.733173
JAX00470912,19,12.75627
JAX00086996,19,12.756528
JAX00470921,19,12.760931
JAX00470924,19,12.763572
JAX00470929,19,12.777756
JAX00470932,19,12.787836
JAX00470933,19,12.788272
JAX00087000,19,12.824066
UNC29911918,19,12.828975
JAX00087002,19,12.834692
JAX00470945,19,12.859265
JAX00087004,19,12.877049
JAX00470948,19,12.877379
JAX00470950,19,12.887707
JAX00470951,19,12.888085
JAX00214366,19,12.892032
JAX00214367,19,12.89215
JAX00214368,19,12.892208
JAX00470959,19,12.89382
UNC29912474,19,12.898372
JAX00470961,19,12.906222
JAX00470963,19,12.906535
JAX00087006,19,12.906737
JAX00087007,19,12.90695
JAX00087008,19,12.907162
JAX00470964,19,12.908138
JAX00214370,19,12.975262
JAX00087014,19,12.991273
JAX00470985,19,13.00839
JAX00087015,19,13.01259
JAX00087017,19,13.026541
JAX00470988,19,13.028484
JAX00470992,19,13.053705
JAX00470995,19,13.093154
JAX00214374,19,13.094035
UNC29914887,19,13.094308
JAX00471002,19,13.146361
JAX00471006,19,13.153648
JAX00471011,19,13.183435
JAX00471015,19,13.231129
UNC29916571,19,13.235642
JAX00471025,19,13.291866
JAX00471027,19,13.292204
JAX00087036,19,13.296084
JAX00471033,19,13.30861
JAX00471034,19,13.308626
JAX00087042,19,13.399967
JAX00471046,19,13.414519
JAX00087044,19,13.416615
JAX00087046,19,13.444496
JAX00471048,19,13.449162
JAX00087048,19,13.466591
JAX00471057,19,13.508743
JAX00087050,19,13.514624
JAX00471064,19,13.536502
JAX00471065,19,13.536588
JAX00471080,19,13.60888
JAX00471085,19,13.628181
JAX00087062,19,13.664961
JAX00471087,19,13.670023
JAX00087068,19,13.728017
JAX00214390,19,13.80884
JAX00471106,19,13.814091
JAX00471108,19,13.825949
JAX00471111,19,13.838904
JAX00471116,19,13.84334
JAX00471120,19,13.853561
backupJAX00471123,19,13.872346
JAX00087078,19,13.873013
JAX00471124,19,13.878427
JAX00471134,19,13.904351
JAX00471143,19,13.964365
JAX00471145,19,13.971939
JAX00087085,19,13.983167
JAX00471157,19,14.008855
UNC29924973,19,14.012735
JAX00471158,19,14.056974
JAX00471159,19,14.057535
JAX00087091,19,14.057713
JAX00471169,19,14.092299
JAX00471171,19,14.094425
JAX00471172,19,14.103685
UNC29926482,19,14.119192
JAX00471176,19,14.136264
JAX00087099,19,14.163954
JAX00471185,19,14.168541
JAX00471190,19,14.192038
JAX00087102,19,14.206064
JAX00471195,19,14.23687
JAX00471197,19,14.237139
JAX00471199,19,14.237909
JAX00471201,19,14.238054
JAX00214398,19,14.26083
JAX00471206,19,14.269382
JAX00471207,19,14.270332
JAX00087109,19,14.30883
JAX00471215,19,14.309116
JAX00471216,19,14.30917
JAX00471220,19,14.309701
JAX00471221,19,14.309743
JAX00471223,19,14.310872
JAX00471226,19,14.326
JAX00087113,19,14.359356
JAX00087114,19,14.364075
JAX00471234,19,14.373918
JAX00087116,19,14.393931
JAX00471239,19,14.39897
JAX00471244,19,14.412067
JAX00471245,19,14.412093
JAX00087119,19,14.429674
JAX00471251,19,14.435937
UNC29930708,19,14.452207
JAX00471256,19,14.464965
JAX00471259,19,14.465805
JAX00471265,19,14.479449
JAX00471267,19,14.484026
JAX00471271,19,14.486655
JAX00471282,19,14.511384
JAX00471284,19,14.511811
JAX00471286,19,14.513288
JAX00471287,19,14.516691
JAX00471288,19,14.51671
JAX00087127,19,14.532063
UNC29931917,19,14.560982
JAX00471299,19,14.571695
JAX00471302,19,14.5798
JAX00471303,19,14.582373
JAX00471304,19,14.585774
JAX00471306,19,14.589859
JAX00471315,19,14.664069
UNC29932950,19,14.677434
JAX00471324,19,14.685942
JAX00471326,19,14.72285
JAX00471333,19,14.730523
JAX00471334,19,14.730938
JAX00471335,19,14.731924
JAX00087142,19,14.733334
JAX00471338,19,14.736433
JAX00087144,19,14.75534
JAX00471345,19,14.760271
JAX00471349,19,14.781508
UNC29934392,19,14.782235
JAX00471353,19,14.798176
JAX00087149,19,14.835433
JAX00087150,19,14.841611
JAX00471366,19,14.842988
JAX00471367,19,14.843056
JAX00471368,19,14.845431
JAX00471375,19,14.847332
JAX00471376,19,14.851074
JAX00471381,19,14.856639
JAX00471392,19,14.871818
JAX00471393,19,14.871904
JAX00087153,19,14.874097
JAX00471401,19,14.936489
JAX00471402,19,14.939217
JAX00471403,19,14.943847
JAX00471410,19,14.961363
UNC29937035,19,14.969348
JAX00471419,19,14.98204
JAX00471422,19,14.984783
JAX00471423,19,14.985504
JAX00471425,19,14.991753
UNC29937544,19,15.003114
JAX00087164,19,15.021859
UNC29937819,19,15.030049
JAX00471441,19,15.052537
JAX00087166,19,15.052758
JAX00087167,19,15.065594
UNC29938361,19,15.069735
JAX00471452,19,15.082641
JAX00471453,19,15.083208
UNC29938807,19,15.102287
UNC29939243,19,15.128677
UNC29939434,19,15.146231
JAX00087174,19,15.148315
backupJAX00471466,19,15.158923
JAX00471467,19,15.16639
JAX00471468,19,15.178232
JAX00471469,19,15.180412
JAX00471470,19,15.180543
UNC29939979,19,15.191347
JAX00087178,19,15.21469
UNC29940387,19,15.219927
JAX00087179,19,15.22642
JAX00087180,19,15.229542
JAX00471486,19,15.23075
JAX00471492,19,15.23584
JAX00087181,19,15.262388
JAX00087182,19,15.262695
JAX00471505,19,15.277453
JAX00471508,19,15.285251
JAX00471509,19,15.285756
UNC29941286,19,15.286773
JAX00471514,19,15.297204
JAX00087186,19,15.30734
UNC29941521,19,15.323126
JAX00471518,19,15.348197
UNC29941863,19,15.351691
JAX00471520,19,15.357498
JAX00471535,19,15.393161
UNC29942382,19,15.396253
JAX00471537,19,15.402127
JAX00471538,19,15.402325
UNC29942477,19,15.403096
JAX00471541,19,15.414391
JAX00471550,19,15.425388
backupUNC190150199,19,15.431599
JAX00087193,19,15.438899
JAX00087194,19,15.44066
JAX00471554,19,15.445969
JAX00471556,19,15.452302
JAX00471557,19,15.452615
JAX00471558,19,15.472568
JAX00471563,19,15.477239
JAX00471565,19,15.4872
JAX00214424,19,15.487467
JAX00471566,19,15.488785
UNC29943742,19,15.501123
JAX00471573,19,15.518699
JAX00214426,19,15.519168
JAX00087200,19,15.52095
UNC29944287,19,15.53821
JAX00087203,19,15.551299
JAX00471585,19,15.554967
JAX00471593,19,15.580475
JAX00471594,19,15.581166
JAX00471595,19,15.581378
JAX00087206,19,15.589541
JAX00087207,19,15.591891
UNC29945134,19,15.604603
JAX00471601,19,15.618394
JAX00087208,19,15.621685
JAX00471603,19,15.624567
JAX00087210,19,15.62726
UNC29945522,19,15.627898
JAX00471607,19,15.634071
JAX00471610,19,15.653688
JAX00471611,19,15.655385
UNC29946099,19,15.667231
JAX00471612,19,15.67468
JAX00471613,19,15.677028
JAX00087213,19,15.681187
JAX00471616,19,15.687269
JAX00471620,19,15.692283
JAX00471621,19,15.692314
JAX00471624,19,15.692832
UNC29946550,19,15.704859
JAX00471638,19,15.722543
UNC29946873,19,15.726649
JAX00471640,19,15.728102
JAX00471641,19,15.733053
JAX00087218,19,15.738513
UNC29947208,19,15.748534
JAX00471648,19,15.774785
JAX00087220,19,15.776356
JAX00087222,19,15.779099
UNC29947593,19,15.781757
JAX00471651,19,15.78372
JAX00471656,19,15.807431
UNC29948099,19,15.824385
JAX00471666,19,15.828833
JAX00471667,19,15.829773
UNC29948342,19,15.841369
JAX00087225,19,15.847416
UNC190150911,19,15.853395
B6_rs30616566,19,15.857669
JAX00087226,19,15.858056
UNC29949105,19,15.897496
UNC29949215,19,15.903177
JAX00471682,19,15.904489
JAX00471688,19,15.932322
