#
# nrow 12950
# ncol 3
marker,chromosome,bp
JAX00543922,4,5.580478
UNC6660055,4,5.599631
JAX00115570,4,5.62159
JAX00115571,4,5.621814
JAX00543938,4,5.727738
JAX00543946,4,5.757514
JAX00543947,4,5.763561
UNC6662357,4,5.791457
JAX00543951,4,5.882572
UNC6663268,4,5.885268
JAX00543953,4,5.922414
JAX00543958,4,5.930218
JAX00115594,4,5.95934
JAX00115595,4,5.959368
JAX00115597,4,5.975049
JAX00543965,4,5.997293
UNC6664472,4,5.99984
JAX00543969,4,6.014303
UNC6664886,4,6.021129
JAX00543974,4,6.022917
JAX00543983,4,6.044218
JAX00543984,4,6.045199
JAX00543985,4,6.047373
JAX00115602,4,6.061614
JAX00543988,4,6.062291
JAX00543990,4,6.06291
JAX00543991,4,6.062944
JAX00543993,4,6.063805
JAX00543995,4,6.067197
JAX00543996,4,6.067266
JAX00222382,4,6.112998
JAX00544009,4,6.130974
JAX00544010,4,6.131175
UNC6666210,4,6.131778
JAX00544015,4,6.144077
JAX00544016,4,6.144404
JAX00544018,4,6.146005
UNC040002361,4,6.14949
JAX00544023,4,6.150755
JAX00544025,4,6.150993
JAX00544026,4,6.151077
JAX00544028,4,6.152422
JAX00222383,4,6.155497
JAX00544030,4,6.156285
JAX00544031,4,6.158182
JAX00544036,4,6.170143
JAX00544037,4,6.174417
JAX00544039,4,6.189365
JAX00544040,4,6.189519
JAX00544041,4,6.189545
JAX00544052,4,6.221106
JAX00544053,4,6.221174
JAX00544066,4,6.2747
JAX00115622,4,6.30058
B6_rs32143059,4,6.301848
UNC040002854,4,6.303773
JAX00544071,4,6.305128
UNC6668815,4,6.315413
JAX00544084,4,6.336346
JAX00115624,4,6.33654
JAX00115625,4,6.34384
JAX00222388,4,6.345112
JAX00222390,4,6.345367
JAX00544096,4,6.355041
JAX00544099,4,6.35547
JAX00115627,4,6.37659
JAX00544113,4,6.475268
UNC6671154,4,6.507172
JAX00544115,4,6.510756
JAX00115637,4,6.51134
JAX00544116,4,6.522508
JAX00544119,4,6.530053
JAX00544122,4,6.537668
JAX00544126,4,6.539853
UNC6671677,4,6.554716
JAX00544133,4,6.566296
JAX00544134,4,6.571315
JAX00544136,4,6.587383
JAX00115642,4,6.587512
JAX00544141,4,6.600384
JAX00544143,4,6.617069
backupUNC040472579,4,6.621543
JAX00115645,4,6.625899
JAX00544148,4,6.635811
JAX00544149,4,6.63858
JAX00544152,4,6.656448
UNC6673222,4,6.668389
JAX00544157,4,6.694701
JAX00544160,4,6.698944
JAX00115653,4,6.724698
JAX00115655,4,6.741396
UNC6674166,4,6.748987
JAX00115656,4,6.769797
JAX00544168,4,6.781642
JAX00544170,4,6.787136
JAX00222397,4,6.791902
JAX00544171,4,6.791981
JAX00115657,4,6.797106
JAX00115658,4,6.797458
JAX00544176,4,6.838906
JAX00115663,4,6.852202
JAX00115664,4,6.854248
JAX00544180,4,6.882342
JAX00115665,4,6.885192
UNC6675934,4,6.893621
JAX00115667,4,6.90175
JAX00544183,4,6.902396
JAX00544185,4,6.908084
JAX00222402,4,6.919396
JAX00115669,4,6.941348
UNC6676628,4,6.963569
JAX00544190,4,6.96446
JAX00544192,4,6.970716
JAX00115675,4,7.021198
JAX00115676,4,7.021628
UNC6677287,4,7.033031
JAX00222406,4,7.058034
JAX00544212,4,7.062044
JAX00544217,4,7.066603
JAX00544218,4,7.070063
JAX00544221,4,7.0741
JAX00115677,4,7.074182
JAX00544227,4,7.079917
JAX00544234,4,7.100956
JAX00544236,4,7.102889
JAX00544240,4,7.103988
JAX00544241,4,7.108088
JAX00544243,4,7.112847
JAX00115682,4,7.114873
JAX00544246,4,7.115003
JAX00544248,4,7.117516
JAX00544250,4,7.124124
JAX00115685,4,7.133776
UNC6678659,4,7.137079
JAX00544259,4,7.137839
JAX00544271,4,7.148009
JAX00544274,4,7.148286
JAX00544286,4,7.160188
JAX00544287,4,7.160688
JAX00544288,4,7.163056
JAX00544290,4,7.166292
JAX00544294,4,7.171589
JAX00544295,4,7.172864
UNC6679755,4,7.213136
JAX00544302,4,7.241814
JAX00544303,4,7.243684
JAX00115693,4,7.269255
JAX00222412,4,7.285664
JAX00544312,4,7.287456
JAX00544313,4,7.288763
JAX00115696,4,7.300657
UNC6680788,4,7.312302
JAX00544317,4,7.317845
JAX00544318,4,7.328403
JAX00115700,4,7.352369
JAX00544320,4,7.363454
JAX00115703,4,7.379702
JAX00222414,4,7.384896
JAX00222415,4,7.384935
JAX00544328,4,7.388213
JAX00544330,4,7.412988
JAX00544331,4,7.414747
UNC6682361,4,7.458765
JAX00544333,4,7.459978
JAX00222417,4,7.460331
JAX00544334,4,7.463642
JAX00544335,4,7.471502
JAX00544345,4,7.523133
JAX00115713,4,7.526984
JAX00115715,4,7.542486
JAX00544349,4,7.544686
JAX00115717,4,7.581505
JAX00544354,4,7.598552
JAX00115718,4,7.598579
JAX00115719,4,7.612335
backupUNC040003533,4,7.650554
UNC6684498,4,7.657658
JAX00115724,4,7.669647
JAX00544359,4,7.680328
JAX00115726,4,7.699191
JAX00115727,4,7.715949
UNC6685279,4,7.719736
JAX00544366,4,7.724438
JAX00115728,4,7.731391
JAX00115729,4,7.744978
JAX00115730,4,7.745267
JAX00544375,4,7.785485
JAX00115733,4,7.792905
JAX00544382,4,7.820668
JAX00544385,4,7.822798
JAX00544388,4,7.830212
JAX00544389,4,7.845339
JAX00544390,4,7.850263
JAX00544391,4,7.850282
JAX00544401,4,7.910448
UNC6688819,4,7.979421
JAX00115749,4,8.004785
UNC6689484,4,8.023061
backupUNC040474414,4,8.033424
JAX00544429,4,8.056807
JAX00115754,4,8.065884
JAX00544432,4,8.069568
JAX00544433,4,8.069669
JAX00544434,4,8.06985
JAX00544435,4,8.073389
JAX00544436,4,8.073483
JAX00544438,4,8.075137
JAX00544446,4,8.091511
JAX00222433,4,8.130092
UNC6691401,4,8.130675
JAX00222435,4,8.202887
UNC6692687,4,8.204512
JAX00544455,4,8.21364
JAX00115766,4,8.221042
JAX00544459,4,8.223742
JAX00544465,4,8.233604
JAX00544467,4,8.237108
JAX00544470,4,8.268851
JAX00544472,4,8.270518
JAX00544473,4,8.292261
JAX00115770,4,8.298887
UNC6694526,4,8.340585
JAX00115774,4,8.357589
JAX00544488,4,8.359579
JAX00544500,4,8.438191
JAX00544502,4,8.445429
JAX00544503,4,8.446958
JAX00115784,4,8.465623
JAX00544505,4,8.473252
UNC6696776,4,8.480032
CEAJAX00544508,4,8.482899
JAX00544509,4,8.486028
JAX00115787,4,8.496963
JAX00544522,4,8.504224
JAX00544525,4,8.508869
JAX00544526,4,8.509671
JAX00544528,4,8.511059
JAX00544531,4,8.515348
JAX00544535,4,8.524943
JAX00544537,4,8.525675
JAX00115793,4,8.596322
JAX00115794,4,8.60618
UNC6698408,4,8.610724
JAX00544552,4,8.638169
JAX00544554,4,8.64278
JAX00544556,4,8.646848
JAX00544559,4,8.653094
JAX00544561,4,8.653347
JAX00115798,4,8.659257
JAX00115801,4,8.691086
JAX00115802,4,8.691145
JAX00544562,4,8.715139
JAX00544566,4,8.726754
JAX00544567,4,8.730349
JAX00544568,4,8.739164
JAX00544571,4,8.763849
JAX00544572,4,8.7926
UNC6700714,4,8.802599
JAX00544578,4,8.815477
JAX00544580,4,8.819103
JAX00115811,4,8.825495
UNC6701163,4,8.845806
JAX00544586,4,8.853519
UNC6701385,4,8.863113
JAX00544594,4,8.864322
JAX00544601,4,8.882691
UNC6701680,4,8.887665
JAX00544603,4,8.89158
JAX00544604,4,8.891607
JAX00115815,4,8.894493
JAX00544606,4,8.894575
JAX00544607,4,8.894603
JAX00544608,4,8.896783
UNC6701909,4,8.89954
JAX00544612,4,8.913053
JAX00544614,4,8.916346
UNC6702261,4,8.92289
JAX00544617,4,8.925499
JAX00115819,4,8.944248
UNC6702558,4,8.949961
UNC040006271,4,8.96089
JAX00222447,4,8.961359
UNC6702670,4,8.963915
JAX00544624,4,8.971586
JAX00544625,4,8.973776
JAX00544626,4,8.980033
JAX00115821,4,8.980573
JAX00544627,4,8.980796
JAX00115822,4,8.985838
JAX00115823,4,8.986388
UNC6703399,4,9.006148
UNC6703601,4,9.020421
JAX00115826,4,9.021269
UNC6703942,4,9.039209
UNC6704340,4,9.060626
UNC6705127,4,9.099474
UNC6705634,4,9.127593
UNC6705925,4,9.145867
JAX00544658,4,9.159319
JAX00544662,4,9.168677
UNC6706566,4,9.174337
JAX00544665,4,9.176075
UNC6706710,4,9.184283
JAX00544678,4,9.186543
JAX00115838,4,9.19226
JAX00544683,4,9.199931
JAX00544688,4,9.202332
JAX00544693,4,9.20756
backupUNC040475692,4,9.211387
JAX00544695,4,9.212387
JAX00544698,4,9.212757
JAX00544702,4,9.22455
UNC6707517,4,9.233828
JAX00544706,4,9.234491
JAX00115841,4,9.234557
UNC6707829,4,9.250147
JAX00544710,4,9.273234
JAX00544712,4,9.279361
JAX00544713,4,9.281538
UNC6708481,4,9.28577
JAX00544720,4,9.29791
UNC6708844,4,9.306753
JAX00544728,4,9.31323
UNC040601203,4,9.324609
JAX00115849,4,9.345707
UNC6709591,4,9.34613
JAX00115850,4,9.34818
JAX00544742,4,9.356633
JAX00222460,4,9.363808
UNC6709932,4,9.36685
JAX00544746,4,9.373575
UNC6710200,4,9.385345
JAX00544751,4,9.398393
UNC6710541,4,9.406793
JAX00115856,4,9.419018
JAX00544757,4,9.420344
UNC6710710,4,9.430882
JAX00544758,4,9.433952
JAX00115858,4,9.458971
UNC6711442,4,9.467289
JAX00222461,4,9.470279
JAX00544765,4,9.482648
UNC6711741,4,9.485277
JAX00544768,4,9.486718
JAX00544769,4,9.48841
UNC6712029,4,9.496471
JAX00544770,4,9.500668
JAX00115862,4,9.501618
JAX00544771,4,9.504916
UNC6712413,4,9.521972
JAX00115863,4,9.530802
JAX00544773,4,9.532183
JAX00544775,4,9.534617
JAX00544777,4,9.534878
JAX00544778,4,9.536935
UNC6713099,4,9.556686
UNC6713509,4,9.580316
JAX00544782,4,9.590276
JAX00544784,4,9.603755
JAX00544785,4,9.603833
UNC6713890,4,9.605065
JAX00544787,4,9.609066
backupUNC040007619,4,9.633938
JAX00115871,4,9.636089
JAX00115875,4,9.684565
UNC6715300,4,9.687809
UNC6715489,4,9.700878
JAX00544833,4,9.7045
JAX00544838,4,9.706423
JAX00544839,4,9.706796
JAX00544841,4,9.712519
JAX00544843,4,9.715313
UNC6715852,4,9.722866
UNC6716325,4,9.761728
UNC6716635,4,9.785615
JAX00544852,4,9.801475
UNC6716853,4,9.805154
UNC6717033,4,9.818901
JAX00115886,4,9.837107
JAX00544857,4,9.838689
UNC6717336,4,9.845696
JAX00115889,4,9.858358
UNC6717515,4,9.865642
UNC6717991,4,9.903775
JAX00115890,4,9.907872
JAX00544862,4,9.908812
UNC6718223,4,9.925396
JAX00544867,4,9.955463
JAX00544870,4,9.974654
JAX00544873,4,9.976635
JAX00544877,4,9.985227
JAX00115897,4,9.986295
UNC6718797,4,9.986985
JAX00544894,4,10.006494
JAX00544897,4,10.008037
JAX00544902,4,10.009021
JAX00544903,4,10.010634
UNC6719151,4,10.015913
JAX00544907,4,10.017599
JAX00115899,4,10.017902
JAX00544909,4,10.018177
JAX00115904,4,10.050936
UNC6719476,4,10.052128
UNC6719611,4,10.062999
JAX00544913,4,10.069528
UNC6719788,4,10.075482
JAX00115905,4,10.085493
JAX00544919,4,10.085637
JAX00544920,4,10.098532
UNC6720032,4,10.103032
JAX00544921,4,10.103098
JAX00544922,4,10.103228
UNC6720124,4,10.122461
JAX00544927,4,10.125669
JAX00544931,4,10.140985
JAX00115909,4,10.141796
UNC6720374,4,10.145097
JAX00544933,4,10.149554
UNC6720569,4,10.158031
JAX00544937,4,10.161255
JAX00544938,4,10.162908
JAX00544939,4,10.164229
JAX00544940,4,10.166618
JAX00544941,4,10.168866
JAX00544943,4,10.170125
JAX00544945,4,10.171968
JAX00544947,4,10.179561
JAX00115911,4,10.180908
JAX00544948,4,10.181
JAX00544953,4,10.193722
UNC6721089,4,10.198449
JAX00544965,4,10.219511
JAX00544967,4,10.219631
JAX00544968,4,10.219644
JAX00115915,4,10.220786
JAX00115916,4,10.22092
JAX00544980,4,10.227423
JAX00544981,4,10.23381
JAX00544982,4,10.234123
JAX00544989,4,10.243398
JAX00544991,4,10.248251
JAX00115917,4,10.254283
JAX00115918,4,10.25469
JAX00544997,4,10.256773
JAX00544998,4,10.25789
UNC6721969,4,10.26795
JAX00545001,4,10.273742
UNC6722157,4,10.282014
JAX00545004,4,10.296198
JAX00545006,4,10.297762
JAX00545007,4,10.307665
JAX00545008,4,10.308092
JAX00545011,4,10.312136
JAX00115922,4,10.315956
JAX00545015,4,10.338537
JAX00115924,4,10.340535
UNC6723382,4,10.390415
JAX00545020,4,10.395921
JAX00115929,4,10.408106
UNC6723562,4,10.427445
JAX00545024,4,10.43829
JAX00545025,4,10.438529
JAX00115932,4,10.443328
JAX00545030,4,10.457586
UNC6724099,4,10.47031
JAX00115935,4,10.487771
JAX00545035,4,10.497166
UNC6724691,4,10.522709
UNC6725055,4,10.551366
UNC6725830,4,10.619861
JAX00115945,4,10.632184
JAX00545048,4,10.632556
JAX00545049,4,10.632885
JAX00115947,4,10.656611
UNC6726407,4,10.675488
JAX00115950,4,10.694989
JAX00545057,4,10.701606
JAX00545058,4,10.701978
JAX00545059,4,10.702318
JAX00545060,4,10.702789
JAX00545061,4,10.703055
JAX00545064,4,10.704474
UNC6727376,4,10.722498
JAX00115954,4,10.726235
JAX00545066,4,10.730903
JAX00115955,4,10.738311
UNC6727565,4,10.738779
JAX00545068,4,10.74664
JAX00545072,4,10.777149
JAX00545073,4,10.777856
JAX00115956,4,10.779711
JAX00545077,4,10.783553
JAX00545079,4,10.784137
JAX00545085,4,10.806064
JAX00545092,4,10.8206
UNC6728587,4,10.82242
JAX00115961,4,10.844126
JAX00545095,4,10.844147
JAX00545097,4,10.84547
JAX00115962,4,10.858366
JAX00545109,4,10.869334
UNC6729878,4,10.895427
JAX00545120,4,10.897007
JAX00115965,4,10.90353
JAX00545125,4,10.922627
UNC6730576,4,10.929794
JAX00545127,4,10.943555
JAX00115970,4,10.962537
JAX00545132,4,10.974646
JAX00545134,4,10.985555
JAX00545142,4,11.041046
JAX00545144,4,11.054994
JAX00545147,4,11.065555
JAX00545148,4,11.071671
JAX00545150,4,11.086329
UNC6732998,4,11.098612
UNC6733314,4,11.135252
JAX00115984,4,11.148382
JAX00545160,4,11.173326
UNC6733822,4,11.173681
JAX00545169,4,11.222565
JAX00545170,4,11.223049
UNC6734390,4,11.226355
JAX00545172,4,11.239894
JAX00222497,4,11.244343
backupUNC040011911,4,11.259191
JAX00545173,4,11.260017
JAX00545179,4,11.296195
UNC6735306,4,11.300713
JAX00545181,4,11.30619
JAX00115994,4,11.308192
JAX00115995,4,11.318795
JAX00115996,4,11.318877
UNC6735704,4,11.324702
JAX00115997,4,11.331281
JAX00115998,4,11.334536
JAX00545183,4,11.334606
JAX00545184,4,11.3353
JAX00545185,4,11.336421
JAX00115999,4,11.346459
JAX00545189,4,11.348909
JAX00189368,4,11.359317
UNC6736815,4,11.399247
JAX00116003,4,11.419633
JAX00116004,4,11.420999
JAX00545201,4,11.435603
JAX00545203,4,11.440115
JAX00116007,4,11.468065
UNC6737770,4,11.470223
JAX00545208,4,11.476051
UNC6738272,4,11.505299
JAX00545213,4,11.507171
JAX00545215,4,11.524241
JAX00545216,4,11.529039
JAX00222507,4,11.53918
JAX00116017,4,11.583171
JAX00545220,4,11.627919
JAX00116019,4,11.630688
JAX00116020,4,11.630817
UNC6740182,4,11.633966
JAX00545222,4,11.647757
JAX00545226,4,11.655363
UNC6740771,4,11.675354
JAX00545234,4,11.724241
JAX00545235,4,11.726362
UNC6741578,4,11.745351
UNC6742185,4,11.785682
JAX00545247,4,11.800398
JAX00545248,4,11.800451
JAX00545252,4,11.807315
JAX00545253,4,11.811273
UNC6742980,4,11.832099
JAX00545257,4,11.83262
JAX00116037,4,11.878381
JAX00116038,4,11.87896
UNC6743588,4,11.88454
JAX00545268,4,11.910989
JAX00545273,4,11.915646
JAX00545275,4,11.91591
UNC6744082,4,11.921094
JAX00222518,4,11.932288
JAX00116043,4,11.938091
UNC6744582,4,11.955821
JAX00545286,4,11.992142
JAX00116047,4,11.996845
JAX00545294,4,12.055305
JAX00545295,4,12.056409
JAX00545302,4,12.08566
JAX00545303,4,12.091569
UNC040848021,4,12.093508
UNC6746071,4,12.099216
UNC6746579,4,12.165976
JAX00116057,4,12.17391
JAX00545310,4,12.189281
JAX00545312,4,12.193292
JAX00545314,4,12.2
JAX00545316,4,12.206314
JAX00545317,4,12.208807
JAX00116060,4,12.215703
JAX00116062,4,12.2238
JAX00545319,4,12.224903
UNC6747226,4,12.228942
JAX00116063,4,12.259581
JAX00116064,4,12.265946
JAX00116065,4,12.266574
JAX00545321,4,12.266779
UNC6747730,4,12.274454
JAX00545322,4,12.281667
UNC6748183,4,12.302923
JAX00545325,4,12.315969
JAX00545326,4,12.316596
JAX00545330,4,12.333528
JAX00116069,4,12.336971
JAX00116070,4,12.337031
UNC6748784,4,12.345837
JAX00545332,4,12.34788
JAX00545342,4,12.379129
UNC6749135,4,12.386201
JAX00116074,4,12.389922
JAX00545348,4,12.39434
JAX00545349,4,12.433403
JAX00545352,4,12.459101
JAX00545353,4,12.460134
JAX00545355,4,12.467425
JAX00545356,4,12.468301
UNC6749967,4,12.469158
JAX00116080,4,12.475511
JAX00545366,4,12.482064
JAX00545368,4,12.482453
JAX00545371,4,12.496838
JAX00545374,4,12.500537
JAX00545376,4,12.500728
JAX00116083,4,12.51852
UNC040012289,4,12.528348
UNC6751021,4,12.5672
JAX00545387,4,12.575943
JAX00116088,4,12.579194
JAX00116089,4,12.584194
JAX00545389,4,12.598083
JAX00545391,4,12.602243
JAX00545393,4,12.603355
JAX00545394,4,12.605035
JAX00545395,4,12.608455
JAX00116090,4,12.609515
JAX00545396,4,12.626246
UNC6751860,4,12.658244
JAX00116096,4,12.69812
JAX00545405,4,12.698642
JAX00545406,4,12.704244
JAX00116098,4,12.707558
UNC6752779,4,12.727583
UNC6753308,4,12.753321
JAX00545415,4,12.784078
JAX00189369,4,12.790726
UNC6753656,4,12.795045
JAX00545418,4,12.813891
JAX00545419,4,12.837618
UNC6754628,4,12.853174
JAX00545422,4,12.872472
JAX00545424,4,12.890211
UNC6754980,4,12.891151
JAX00545429,4,12.89446
JAX00545430,4,12.897362
JAX00116111,4,12.899582
JAX00545431,4,12.899768
JAX00545432,4,12.900054
JAX00116112,4,12.901319
UNC6755351,4,12.910947
JAX00545439,4,12.936934
JAX00116116,4,12.950951
UNC6755860,4,12.95554
JAX00116118,4,12.985991
JAX00545446,4,13.002847
JAX00545447,4,13.002983
JAX00545451,4,13.010253
UNC6756490,4,13.013166
JAX00116121,4,13.017521
JAX00545454,4,13.01771
JAX00116122,4,13.033363
JAX00545458,4,13.041249
JAX00116124,4,13.060671
JAX00545460,4,13.061835
JAX00545462,4,13.062752
JAX00545463,4,13.062883
JAX00545464,4,13.076639
UNC6757497,4,13.103729
JAX00545469,4,13.11804
JAX00545470,4,13.121263
UNC6757813,4,13.133637
JAX00116129,4,13.135071
JAX00116130,4,13.135576
JAX00545472,4,13.146649
JAX00116131,4,13.154613
UNC6758186,4,13.163693
JAX00545475,4,13.16713
JAX00116132,4,13.174427
JAX00116133,4,13.175367
JAX00116134,4,13.186383
JAX00116135,4,13.206063
JAX00545483,4,13.230597
JAX00116137,4,13.230649
UNC6759219,4,13.246384
UNC6759992,4,13.303544
JAX00116144,4,13.326276
JAX00545498,4,13.327494
JAX00116145,4,13.328663
JAX00222552,4,13.339103
JAX00545499,4,13.342057
UNC6760525,4,13.348855
JAX00545502,4,13.361403
JAX00545504,4,13.364598
JAX00116148,4,13.369211
JAX00545505,4,13.369703
UNC6760933,4,13.388798
JAX00545509,4,13.393273
JAX00545511,4,13.396631
JAX00545513,4,13.405083
JAX00116150,4,13.405193
JAX00545514,4,13.406351
JAX00545519,4,13.427059
JAX00222554,4,13.427455
JAX00545522,4,13.42835
JAX00545523,4,13.42837
JAX00545525,4,13.430737
JAX00116153,4,13.451441
UNC6761856,4,13.4578
JAX00545531,4,13.500347
UNC6762710,4,13.513318
JAX00545536,4,13.516173
JAX00545538,4,13.536096
JAX00545545,4,13.560438
JAX00545547,4,13.561179
UNC6763373,4,13.563197
JAX00545550,4,13.565215
JAX00545551,4,13.565464
JAX00545553,4,13.565715
JAX00545558,4,13.591057
UNC6764369,4,13.631408
JAX00545560,4,13.634582
JAX00545563,4,13.655051
UNC6765178,4,13.69427
UNC6765271,4,13.702948
UNC040602308,4,13.746588
JAX00116176,4,13.751156
JAX00545576,4,13.751935
JAX00545578,4,13.754444
JAX00545579,4,13.755041
JAX00545580,4,13.755109
UNC6766226,4,13.762889
JAX00545583,4,13.778948
JAX00116179,4,13.795009
JAX00545586,4,13.795333
JAX00545587,4,13.800631
JAX00545590,4,13.808845
JAX00545591,4,13.809039
JAX00116182,4,13.824546
JAX00545592,4,13.832124
JAX00545594,4,13.834071
UNC6767133,4,13.836679
JAX00116183,4,13.840285
JAX00116184,4,13.843288
JAX00116186,4,13.897672
JAX00116188,4,13.904795
JAX00116189,4,13.922293
UNC6768470,4,13.943502
JAX00116191,4,13.949989
UNC6768587,4,13.953574
JAX00545612,4,13.967337
JAX00116193,4,13.987415
JAX00545621,4,13.994821
UNC6769232,4,13.99678
JAX00116195,4,14.010298
JAX00545627,4,14.025229
JAX00545628,4,14.027395
JAX00545629,4,14.027453
JAX00545632,4,14.033151
JAX00116199,4,14.069455
UNC040013706,4,14.073805
UNC6770440,4,14.086575
JAX00545639,4,14.10852
JAX00545640,4,14.108763
JAX00545645,4,14.12712
JAX00545647,4,14.127952
JAX00545648,4,14.12873
UNC6771130,4,14.139301
UNC6771417,4,14.161652
JAX00545661,4,14.200217
JAX00545665,4,14.20327
JAX00545668,4,14.208199
JAX00116210,4,14.209016
JAX00545671,4,14.210527
JAX00545673,4,14.2168
JAX00545674,4,14.217244
JAX00545677,4,14.22481
UNC6772490,4,14.224969
JAX00116211,4,14.227492
UNC6772759,4,14.260966
JAX00116214,4,14.270242
JAX00545683,4,14.272087
JAX00116216,4,14.28915
UNC6773152,4,14.290122
JAX00545686,4,14.309845
JAX00545689,4,14.317175
JAX00545693,4,14.33218
UNC6773956,4,14.34625
JAX00545697,4,14.358725
JAX00545699,4,14.383617
UNC6774505,4,14.38823
JAX00545701,4,14.400353
JAX00545702,4,14.404655
UNC6774768,4,14.418577
JAX00545710,4,14.446279
JAX00545714,4,14.461035
JAX00545719,4,14.468352
UNC6775800,4,14.481633
UNC6776035,4,14.499267
JAX00116233,4,14.501985
JAX00545731,4,14.524715
UNC6776730,4,14.546945
JAX00545734,4,14.550648
JAX00116236,4,14.550718
JAX00545737,4,14.563556
JAX00545738,4,14.563594
JAX00116238,4,14.572126
JAX00545741,4,14.572218
UNC6777063,4,14.587459
UNC6777361,4,14.624307
JAX00545751,4,14.680957
UNC6778138,4,14.681233
JAX00222579,4,14.682284
JAX00222580,4,14.682301
JAX00545753,4,14.694624
UNC6778736,4,14.732891
